top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",9,139,80,16,11,1,64.39,0.38,7.25,466.83,-0.16
"(30, 20, 5)",9,139,80,16,9,2,55.26,0.37,7.05,389.58,-0.23
"(30, 20, 5)",9,139,80,16,10,1,53.4,0.36,7.05,376.47,-0.18
"(30, 20, 5)",9,139,80,16,14,1,48.96,0.36,6.98,341.74,-0.14
"(30, 20, 5)",9,139,80,19,9,1,49.32,0.36,6.69,329.95,-0.2
"(30, 20, 5)",9,139,80,16,3,1,47.17,0.35,6.92,326.42,-0.17
"(30, 20, 5)",9,139,80,16,7,1,45.55,0.35,6.86,312.47,-0.17
"(30, 20, 5)",9,139,80,16,6,1,45.3,0.35,6.88,311.66,-0.16
"(30, 20, 5)",9,139,80,16,12,1,45.6,0.35,6.71,305.98,-0.17
"(30, 20, 5)",9,139,80,22,9,1,45.32,0.35,6.69,303.19,-0.16
"(30, 20, 5)",9,139,80,23,9,1,45.46,0.35,6.65,302.31,-0.18
"(30, 20, 5)",9,139,80,16,16,1,43.89,0.34,6.73,295.38,-0.19
"(30, 20, 5)",9,139,80,16,1,1,44.65,0.35,6.61,295.14,-0.2
"(30, 20, 5)",9,139,80,16,15,1,44.05,0.35,6.5,286.32,-0.19
"(30, 20, 5)",9,139,80,21,9,1,43.64,0.34,6.5,283.66,-0.18
"(30, 20, 5)",9,139,80,20,9,1,41.82,0.34,6.64,277.68,-0.2
"(30, 20, 5)",9,139,80,16,8,1,41.49,0.34,6.67,276.74,-0.17
"(30, 20, 5)",9,139,80,25,9,1,40.97,0.34,6.69,274.09,-0.18
"(30, 20, 5)",9,139,80,15,9,1,40.95,0.34,6.62,271.09,-0.23
"(30, 20, 5)",9,139,80,28,9,1,39.85,0.33,6.66,265.4,-0.13
"(30, 20, 5)",9,139,80,24,9,1,40.81,0.34,6.49,264.86,-0.18
"(30, 20, 5)",9,139,80,18,9,1,40.49,0.34,6.51,263.59,-0.21
"(30, 20, 5)",9,142,80,16,9,1,40.15,0.34,6.55,262.98,-0.21
"(30, 20, 5)",9,140,80,16,9,1,40.15,0.34,6.55,262.98,-0.21
