top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",9,143,80,16,11,10,76.66,0.4,6.99,535.85,-0.24
"(30, 20, 5)",11,139,80,16,11,10,76.66,0.4,6.99,535.85,-0.24
"(30, 20, 5)",9,139,80,17,11,10,72.33,0.4,6.95,502.69,-0.24
"(30, 20, 5)",1,139,80,16,11,10,69.69,0.39,6.91,481.56,-0.24
"(30, 20, 5)",9,175,80,16,11,10,69.16,0.39,6.84,473.05,-0.24
"(30, 20, 5)",9,139,80,16,11,1,64.39,0.38,7.25,466.83,-0.16
"(30, 20, 5)",9,139,80,16,13,10,68.3,0.39,6.74,460.34,-0.25
"(30, 20, 5)",9,139,80,16,15,10,66.0,0.39,6.72,443.52,-0.24
"(30, 20, 5)",9,214,80,16,11,10,65.11,0.39,6.74,438.84,-0.24
"(30, 20, 5)",6,139,80,16,11,10,62.12,0.38,6.69,415.58,-0.24
"(30, 20, 5)",9,139,80,21,11,10,61.21,0.38,6.65,407.05,-0.26
"(30, 20, 5)",9,139,80,25,11,10,59.89,0.38,6.39,382.7,-0.26
"(30, 20, 5)",12,139,80,16,11,10,56.25,0.37,6.69,376.31,-0.24
"(30, 20, 5)",9,139,80,16,11,11,52.67,0.36,6.31,332.35,-0.24
"(30, 20, 5)",16,139,80,16,11,10,49.41,0.36,6.49,320.67,-0.27
"(30, 20, 5)",9,72,80,16,11,10,38.17,0.33,6.06,231.31,-0.3
"(30, 20, 5)",9,139,80,16,11,6,34.89,0.32,6.21,216.67,-0.3
