top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",10,146,41,7,1,9,50.24,0.36,6.41,322.04,-0.23
"(30, 20, 5)",10,146,41,11,1,3,41.31,0.34,6.94,286.69,-0.23
"(30, 20, 5)",12,146,41,11,1,9,41.69,0.34,6.02,250.97,-0.23
"(30, 20, 5)",10,146,41,11,1,9,41.18,0.34,6.0,247.08,-0.23
"(30, 20, 5)",9,146,41,11,1,9,40.88,0.34,5.99,244.87,-0.23
"(30, 20, 5)",10,146,41,9,1,9,40.27,0.34,5.94,239.2,-0.23
"(30, 20, 5)",8,146,41,11,1,9,39.83,0.33,5.95,236.99,-0.23
"(30, 20, 5)",6,146,41,11,1,9,39.56,0.33,5.94,234.99,-0.23
"(30, 20, 5)",10,168,41,11,1,9,39.5,0.33,5.94,234.63,-0.23
"(30, 20, 5)",10,146,50,11,1,9,38.61,0.33,5.85,225.87,-0.23
"(30, 20, 5)",10,201,41,11,1,9,36.84,0.33,5.84,215.15,-0.23
"(30, 20, 5)",1,146,41,11,1,9,36.59,0.33,5.87,214.78,-0.23
"(30, 20, 5)",10,146,57,11,1,9,37.24,0.33,5.76,214.5,-0.23
"(30, 20, 5)",10,146,63,11,1,9,37.24,0.33,5.76,214.5,-0.23
"(30, 20, 5)",10,146,41,11,1,1,32.77,0.32,6.39,209.4,-0.21
"(30, 20, 5)",10,211,41,11,1,9,35.76,0.32,5.8,207.41,-0.23
"(30, 20, 5)",10,146,41,11,4,1,30.88,0.31,6.7,206.9,-0.17
"(30, 20, 5)",10,146,41,3,1,9,32.12,0.31,6.18,198.5,-0.2
"(30, 20, 5)",10,146,41,15,1,9,31.2,0.31,5.93,185.02,-0.22
"(30, 20, 5)",10,146,41,17,1,9,31.21,0.31,5.73,178.83,-0.23
"(30, 20, 5)",1,146,41,11,4,9,31.25,0.31,5.66,176.88,-0.25
"(30, 20, 5)",10,146,41,19,1,9,30.02,0.31,5.87,176.22,-0.24
"(30, 20, 5)",10,146,41,11,2,9,31.97,0.31,5.49,175.52,-0.26
"(30, 20, 5)",3,146,41,11,1,9,30.91,0.31,5.63,174.02,-0.23
"(30, 20, 5)",10,146,37,11,1,9,30.19,0.31,5.45,164.54,-0.23
"(30, 20, 5)",10,125,41,11,1,9,28.93,0.3,5.65,163.45,-0.23
"(30, 20, 5)",10,39,41,11,1,9,27.68,0.3,5.84,161.65,-0.36
"(30, 20, 5)",10,146,41,11,1,12,28.32,0.3,5.69,161.14,-0.26
"(30, 20, 5)",10,146,41,11,1,15,28.21,0.3,5.53,156.0,-0.26
"(30, 20, 5)",15,146,41,11,1,9,27.66,0.3,5.59,154.62,-0.23
"(30, 20, 5)",10,146,29,11,1,9,28.01,0.3,5.28,147.89,-0.25
"(30, 20, 5)",10,146,41,1,1,9,25.66,0.29,5.71,146.52,-0.23
"(30, 20, 5)",10,146,41,1,4,9,24.07,0.29,5.94,142.98,-0.2
"(30, 20, 5)",10,146,41,11,1,7,24.47,0.29,5.66,138.5,-0.28
"(30, 20, 5)",10,146,41,11,1,6,23.22,0.28,5.66,131.43,-0.28
"(30, 20, 5)",10,146,24,11,1,9,23.23,0.28,5.14,119.4,-0.27
"(30, 20, 5)",10,146,41,11,1,13,22.41,0.28,5.3,118.77,-0.31
"(30, 20, 5)",10,101,41,11,1,9,22.15,0.28,5.3,117.39,-0.29
"(30, 20, 5)",10,146,11,11,1,9,18.85,0.26,5.0,94.25,-0.27
"(30, 20, 5)",10,82,41,11,1,9,14.71,0.24,4.74,69.73,-0.29
"(30, 20, 5)",10,1,41,11,1,9,5.29,0.15,3.83,20.26,-0.14
"(30, 20, 5)",10,1,41,11,4,9,4.03,0.13,3.72,14.99,-0.2
"(30, 20, 5)",10,146,1,11,1,9,1.64,0.08,3.82,6.26,-0.15
"(30, 20, 5)",10,146,1,11,4,9,1.63,0.08,3.81,6.21,-0.14
