top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",9,139,80,16,11,1,64.39,0.38,7.25,466.83,-0.16
"(30, 20, 5)",9,142,80,16,11,1,63.24,0.38,7.21,455.96,-0.16
"(30, 20, 5)",9,141,80,16,11,1,63.24,0.38,7.21,455.96,-0.16
"(30, 20, 5)",9,145,80,16,11,1,63.24,0.38,7.21,455.96,-0.16
"(30, 20, 5)",11,139,80,16,11,1,63.24,0.38,7.21,455.96,-0.16
"(30, 20, 5)",10,139,80,16,11,1,63.24,0.38,7.21,455.96,-0.16
"(30, 20, 5)",8,139,80,16,11,1,62.68,0.38,7.2,451.3,-0.16
"(30, 20, 5)",9,157,80,16,11,1,61.5,0.38,7.15,439.72,-0.16
"(30, 20, 5)",9,169,80,16,11,1,61.29,0.38,7.15,438.22,-0.16
"(30, 20, 5)",9,172,80,16,11,1,61.29,0.38,7.15,438.22,-0.16
"(30, 20, 5)",9,176,80,16,11,1,61.29,0.38,7.15,438.22,-0.16
"(30, 20, 5)",7,139,80,16,11,1,60.77,0.38,7.14,433.9,-0.17
"(30, 20, 5)",9,139,80,17,11,1,61.62,0.38,7.04,433.8,-0.16
"(30, 20, 5)",9,139,80,19,11,1,60.83,0.38,7.12,433.11,-0.18
"(30, 20, 5)",5,139,80,16,11,1,59.18,0.38,7.09,419.59,-0.17
"(30, 20, 5)",9,139,80,16,11,2,59.39,0.38,6.98,414.54,-0.23
"(30, 20, 5)",9,187,80,16,11,1,58.56,0.37,7.05,412.85,-0.16
"(30, 20, 5)",6,139,80,16,11,1,57.52,0.37,7.04,404.94,-0.17
"(30, 20, 5)",9,202,80,16,11,1,57.35,0.37,7.02,402.6,-0.16
"(30, 20, 5)",9,193,80,16,11,1,57.35,0.37,7.02,402.6,-0.16
"(30, 20, 5)",9,217,80,16,11,1,56.27,0.37,6.98,392.76,-0.16
"(30, 20, 5)",9,211,80,16,11,1,56.27,0.37,6.98,392.76,-0.16
"(30, 20, 5)",9,139,80,11,11,1,55.11,0.37,7.06,389.08,-0.16
"(30, 20, 5)",4,139,80,16,11,1,54.75,0.37,6.95,380.51,-0.19
"(30, 20, 5)",9,139,80,16,10,1,53.4,0.36,7.05,376.47,-0.18
"(30, 20, 5)",9,139,80,15,11,1,53.63,0.37,6.98,374.34,-0.16
"(30, 20, 5)",1,139,80,16,11,1,53.03,0.36,6.9,365.91,-0.17
"(30, 20, 5)",3,139,80,16,11,1,52.98,0.36,6.89,365.03,-0.16
"(30, 20, 5)",9,127,80,16,11,1,50.26,0.36,7.0,351.82,-0.16
"(30, 20, 5)",9,36,80,16,11,1,48.54,0.35,7.13,346.09,-0.2
"(30, 20, 5)",9,241,80,16,11,1,50.89,0.36,6.8,346.05,-0.16
"(30, 20, 5)",9,246,80,16,11,1,50.89,0.36,6.8,346.05,-0.16
"(30, 20, 5)",9,232,80,16,11,1,50.89,0.36,6.8,346.05,-0.16
"(30, 20, 5)",9,139,80,21,11,1,50.65,0.36,6.8,344.42,-0.19
"(30, 20, 5)",9,139,80,28,11,1,48.69,0.36,7.07,344.24,-0.16
"(30, 20, 5)",12,139,80,16,11,1,49.19,0.36,6.96,342.36,-0.16
"(30, 20, 5)",9,112,80,16,11,1,48.84,0.36,6.96,339.93,-0.16
"(30, 20, 5)",9,139,80,27,11,1,48.02,0.35,7.05,338.54,-0.16
"(30, 20, 5)",9,121,80,16,11,1,48.67,0.36,6.95,338.26,-0.16
"(30, 20, 5)",9,139,80,23,11,1,48.15,0.35,6.78,326.46,-0.21
"(30, 20, 5)",9,139,80,16,3,1,47.17,0.35,6.92,326.42,-0.17
"(30, 20, 5)",9,139,80,22,11,1,47.87,0.35,6.68,319.77,-0.21
"(30, 20, 5)",13,139,80,16,11,1,45.6,0.35,6.86,312.82,-0.18
"(30, 20, 5)",9,139,80,16,7,1,45.55,0.35,6.86,312.47,-0.17
"(30, 20, 5)",9,265,80,16,11,1,46.73,0.35,6.67,311.69,-0.16
"(30, 20, 5)",9,139,80,25,11,1,44.97,0.35,6.88,309.39,-0.22
"(30, 20, 5)",9,139,80,16,16,1,43.89,0.34,6.73,295.38,-0.19
"(30, 20, 5)",9,139,80,16,1,1,44.65,0.35,6.61,295.14,-0.2
"(30, 20, 5)",9,37,80,16,11,1,42.16,0.34,6.8,286.69,-0.28
"(30, 20, 5)",9,139,80,16,15,1,44.05,0.35,6.5,286.32,-0.19
"(30, 20, 5)",9,281,80,16,11,1,43.32,0.34,6.56,284.18,-0.16
"(30, 20, 5)",9,139,80,29,11,1,40.24,0.34,6.97,280.47,-0.21
"(30, 20, 5)",9,106,80,16,11,1,41.39,0.34,6.61,273.59,-0.25
"(30, 20, 5)",9,97,80,16,11,1,41.02,0.34,6.59,270.32,-0.25
"(30, 20, 5)",14,139,80,16,11,1,40.74,0.34,6.6,268.88,-0.25
"(30, 20, 5)",15,139,80,16,11,1,40.74,0.34,6.6,268.88,-0.25
"(30, 20, 5)",17,139,80,16,11,1,40.74,0.34,6.6,268.88,-0.25
"(30, 20, 5)",16,139,80,16,11,1,40.74,0.34,6.6,268.88,-0.25
"(30, 20, 5)",9,139,80,13,11,1,40.26,0.34,6.57,264.51,-0.19
"(30, 20, 5)",9,139,80,16,9,1,39.7,0.33,6.52,258.84,-0.21
"(30, 20, 5)",19,139,80,16,11,1,37.84,0.33,6.49,245.58,-0.25
"(30, 20, 5)",9,49,80,16,11,1,36.99,0.33,6.51,240.8,-0.28
"(30, 20, 5)",9,73,80,16,11,1,37.75,0.33,6.35,239.71,-0.29
"(30, 20, 5)",9,82,80,16,11,1,36.87,0.33,6.42,236.71,-0.25
"(30, 20, 5)",9,139,80,16,5,1,35.9,0.32,6.53,234.43,-0.19
"(30, 20, 5)",9,139,80,16,13,1,35.57,0.32,6.36,226.23,-0.16
