top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",10,146,41,16,11,10,71.5,0.4,6.83,488.34,-0.24
"(30, 20, 5)",10,149,41,16,11,9,66.61,0.39,6.53,434.96,-0.26
"(30, 20, 5)",12,146,41,16,11,9,66.27,0.39,6.53,432.74,-0.26
"(30, 20, 5)",11,146,41,16,11,9,66.13,0.39,6.52,431.17,-0.26
"(30, 20, 5)",10,146,41,16,11,9,64.77,0.39,6.49,420.36,-0.26
"(30, 20, 5)",10,146,43,16,11,9,64.77,0.39,6.49,420.36,-0.26
"(30, 20, 5)",10,146,45,16,11,9,64.77,0.39,6.49,420.36,-0.26
"(30, 20, 5)",10,146,47,16,11,9,64.77,0.39,6.49,420.36,-0.26
"(30, 20, 5)",10,139,41,16,11,9,64.3,0.38,6.48,416.66,-0.26
"(30, 20, 5)",9,146,41,16,11,9,64.3,0.38,6.48,416.66,-0.26
"(30, 20, 5)",10,144,41,16,11,9,64.3,0.38,6.48,416.66,-0.26
"(30, 20, 5)",10,146,49,16,11,9,64.06,0.38,6.47,414.47,-0.26
"(30, 20, 5)",8,146,41,16,11,9,61.38,0.38,6.43,394.67,-0.26
"(30, 20, 5)",10,164,41,16,11,9,60.77,0.38,6.42,390.14,-0.26
"(30, 20, 5)",10,179,41,16,11,9,60.77,0.38,6.42,390.14,-0.26
"(30, 20, 5)",10,174,41,16,11,9,60.77,0.38,6.42,390.14,-0.26
"(30, 20, 5)",10,169,41,16,11,9,60.77,0.38,6.42,390.14,-0.26
"(30, 20, 5)",10,154,41,16,11,9,60.65,0.38,6.41,388.77,-0.26
"(30, 20, 5)",10,159,41,16,11,9,60.65,0.38,6.41,388.77,-0.26
"(30, 20, 5)",7,146,41,16,11,9,60.64,0.38,6.41,388.7,-0.26
"(30, 20, 5)",10,146,51,16,11,9,60.77,0.38,6.34,385.28,-0.26
"(30, 20, 5)",10,184,41,16,11,9,60.08,0.38,6.4,384.51,-0.26
"(30, 20, 5)",12,146,41,16,9,9,59.68,0.38,6.31,376.58,-0.32
"(30, 20, 5)",10,146,41,16,14,9,60.5,0.38,6.21,375.7,-0.32
"(30, 20, 5)",10,134,41,16,11,9,59.03,0.38,6.36,375.43,-0.26
"(30, 20, 5)",11,146,41,16,9,9,59.55,0.38,6.3,375.16,-0.32
"(30, 20, 5)",10,146,39,16,11,9,57.86,0.37,6.36,367.99,-0.3
"(30, 20, 5)",10,146,55,16,11,9,58.62,0.37,6.26,366.96,-0.26
"(30, 20, 5)",10,146,41,16,9,9,58.33,0.37,6.27,365.73,-0.32
"(30, 20, 5)",10,146,53,16,11,9,58.4,0.37,6.25,365.0,-0.26
"(30, 20, 5)",10,146,41,17,11,9,57.9,0.37,6.3,364.77,-0.28
"(30, 20, 5)",10,146,41,19,9,3,53.47,0.37,6.82,364.67,-0.25
"(30, 20, 5)",13,146,41,16,11,9,57.49,0.37,6.34,364.49,-0.26
"(30, 20, 5)",10,146,44,16,9,9,58.06,0.37,6.26,363.46,-0.32
"(30, 20, 5)",9,146,41,16,9,9,57.9,0.37,6.26,362.45,-0.32
"(30, 20, 5)",10,143,41,16,9,9,57.9,0.37,6.26,362.45,-0.32
"(30, 20, 5)",10,146,47,16,9,9,57.59,0.37,6.24,359.36,-0.32
"(30, 20, 5)",10,146,41,15,11,9,56.88,0.37,6.29,357.78,-0.28
"(30, 20, 5)",10,146,41,16,10,9,57.2,0.37,6.24,356.93,-0.32
"(30, 20, 5)",10,189,41,16,11,9,55.98,0.37,6.3,352.67,-0.26
"(30, 20, 5)",10,194,41,16,11,9,55.98,0.37,6.3,352.67,-0.26
"(30, 20, 5)",10,146,41,19,14,9,56.58,0.37,6.19,350.23,-0.32
"(30, 20, 5)",11,146,41,19,9,9,56.14,0.37,6.21,348.63,-0.32
"(30, 20, 5)",12,146,41,19,9,9,55.95,0.37,6.2,346.89,-0.32
"(30, 20, 5)",10,146,41,18,11,9,55.91,0.37,6.18,345.52,-0.32
"(30, 20, 5)",10,146,41,19,11,9,55.64,0.37,6.19,344.41,-0.32
"(30, 20, 5)",8,146,41,16,9,9,55.27,0.37,6.21,343.23,-0.32
"(30, 20, 5)",10,146,41,19,9,9,54.99,0.37,6.18,339.84,-0.32
"(30, 20, 5)",10,147,41,19,9,9,54.99,0.37,6.18,339.84,-0.32
"(30, 20, 5)",10,146,43,19,9,9,54.99,0.37,6.18,339.84,-0.32
"(30, 20, 5)",10,167,41,16,9,9,54.72,0.37,6.2,339.26,-0.32
"(30, 20, 5)",10,175,41,16,9,9,54.72,0.37,6.2,339.26,-0.32
"(30, 20, 5)",10,183,41,16,9,9,54.72,0.37,6.2,339.26,-0.32
"(30, 20, 5)",10,159,41,16,9,9,54.61,0.37,6.19,338.04,-0.32
"(30, 20, 5)",10,151,41,16,9,9,54.61,0.37,6.19,338.04,-0.32
"(30, 20, 5)",6,146,41,16,9,9,54.6,0.37,6.19,337.97,-0.32
"(30, 20, 5)",7,146,41,16,9,9,54.6,0.37,6.19,337.97,-0.32
"(30, 20, 5)",9,146,41,19,9,9,54.59,0.37,6.17,336.82,-0.32
"(30, 20, 5)",10,146,47,19,9,9,54.3,0.37,6.15,333.94,-0.32
"(30, 20, 5)",10,146,71,19,9,9,54.29,0.37,6.15,333.88,-0.3
"(30, 20, 5)",10,146,41,19,15,9,54.54,0.37,6.1,332.69,-0.31
"(30, 20, 5)",10,146,62,16,9,9,53.66,0.37,6.09,326.79,-0.3
"(30, 20, 5)",10,146,59,16,9,9,53.66,0.37,6.09,326.79,-0.3
