top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 10)",10,146,40,16,10,4,37.64,0.33,7.74,291.33,-0.14
"(30, 20, 10)",10,148,40,16,10,4,37.64,0.33,7.74,291.33,-0.14
"(30, 20, 10)",10,136,40,16,10,4,37.57,0.33,7.74,290.79,-0.14
"(30, 20, 10)",9,146,40,16,10,4,37.56,0.33,7.74,290.71,-0.14
"(30, 20, 10)",10,138,40,16,10,4,37.56,0.33,7.74,290.71,-0.14
"(30, 20, 10)",10,140,40,16,10,4,37.56,0.33,7.74,290.71,-0.14
"(30, 20, 10)",10,142,40,16,10,4,37.56,0.33,7.74,290.71,-0.14
"(30, 20, 10)",10,144,40,16,10,4,37.56,0.33,7.74,290.71,-0.14
"(30, 20, 10)",10,148,41,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,47,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,46,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,45,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,48,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,44,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,41,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,42,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",10,146,43,16,10,4,37.42,0.33,7.74,289.63,-0.14
"(30, 20, 10)",11,146,40,16,10,4,37.4,0.33,7.73,289.1,-0.14
"(30, 20, 10)",10,136,41,16,10,4,37.35,0.33,7.73,288.72,-0.14
"(30, 20, 10)",10,142,41,16,10,4,37.34,0.33,7.73,288.64,-0.14
"(30, 20, 10)",10,138,41,16,10,4,37.34,0.33,7.73,288.64,-0.14
"(30, 20, 10)",9,146,41,16,10,4,37.34,0.33,7.73,288.64,-0.14
"(30, 20, 10)",10,145,41,16,10,4,37.34,0.33,7.73,288.64,-0.14
"(30, 20, 10)",10,139,41,16,10,4,37.34,0.33,7.73,288.64,-0.14
"(30, 20, 10)",12,146,41,16,10,4,37.25,0.33,7.73,287.94,-0.14
"(30, 20, 10)",10,146,49,16,10,4,37.23,0.33,7.72,287.42,-0.14
"(30, 20, 10)",11,146,41,16,10,4,37.18,0.33,7.72,287.03,-0.14
"(30, 20, 10)",10,146,51,16,10,4,36.36,0.33,7.64,277.79,-0.14
"(30, 20, 10)",10,146,38,16,10,4,35.46,0.32,7.7,273.04,-0.14
"(30, 20, 10)",10,146,39,16,10,4,35.41,0.32,7.7,272.66,-0.14
"(30, 20, 10)",10,134,40,16,10,4,35.66,0.32,7.64,272.44,-0.14
"(30, 20, 10)",8,146,41,16,10,4,35.57,0.32,7.64,271.75,-0.14
"(30, 20, 10)",10,133,41,16,10,4,35.45,0.32,7.63,270.48,-0.14
"(30, 20, 10)",10,134,41,16,10,4,35.45,0.32,7.63,270.48,-0.14
"(30, 20, 10)",10,164,40,16,10,4,35.3,0.32,7.62,268.99,-0.14
"(30, 20, 10)",10,162,40,16,10,4,35.3,0.32,7.62,268.99,-0.14
"(30, 20, 10)",10,154,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,160,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,150,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,158,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,156,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,152,40,16,10,4,35.23,0.32,7.62,268.45,-0.14
"(30, 20, 10)",10,178,41,16,10,4,35.09,0.32,7.61,267.03,-0.14
"(30, 20, 10)",10,174,41,16,10,4,35.09,0.32,7.61,267.03,-0.14
"(30, 20, 10)",10,182,41,16,10,4,35.09,0.32,7.61,267.03,-0.14
"(30, 20, 10)",10,163,41,16,10,4,35.09,0.32,7.61,267.03,-0.14
