top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",12,146,41,11,4,2,38.35,0.33,6.93,265.77,-0.26
"(30, 20, 5)",10,146,41,11,3,2,38.59,0.33,6.75,260.48,-0.26
"(30, 20, 5)",9,146,41,11,4,2,37.73,0.33,6.89,259.96,-0.26
"(30, 20, 5)",10,146,41,11,4,2,36.37,0.33,6.81,247.68,-0.26
"(30, 20, 5)",10,146,41,19,4,2,37.46,0.33,6.54,244.99,-0.24
"(30, 20, 5)",6,146,41,11,4,2,35.88,0.32,6.82,244.7,-0.26
"(30, 20, 5)",10,146,50,11,4,2,35.57,0.32,6.77,240.81,-0.26
"(30, 20, 5)",10,146,41,11,2,2,34.97,0.32,6.73,235.35,-0.26
"(30, 20, 5)",10,146,41,17,4,1,36.09,0.32,6.47,233.5,-0.22
"(30, 20, 5)",10,146,63,11,4,2,34.33,0.32,6.68,229.32,-0.26
"(30, 20, 5)",10,146,41,15,4,2,34.84,0.32,6.56,228.55,-0.26
"(30, 20, 5)",10,168,41,11,4,2,33.88,0.32,6.72,227.67,-0.26
"(30, 20, 5)",8,146,41,11,4,1,32.8,0.32,6.83,224.02,-0.17
"(30, 20, 5)",10,125,41,11,4,2,32.14,0.31,6.78,217.91,-0.26
"(30, 20, 5)",10,146,41,11,1,1,32.77,0.32,6.39,209.4,-0.21
"(30, 20, 5)",10,146,41,11,7,1,32.43,0.31,6.44,208.85,-0.17
"(30, 20, 5)",10,146,41,11,4,1,30.88,0.31,6.7,206.9,-0.17
"(30, 20, 5)",1,146,41,11,4,1,30.63,0.31,6.69,204.91,-0.17
"(30, 20, 5)",10,146,57,11,4,1,29.87,0.31,6.65,198.64,-0.17
"(30, 20, 5)",10,146,41,11,6,2,30.81,0.31,6.39,196.88,-0.25
"(30, 20, 5)",10,211,41,11,4,2,30.25,0.31,6.5,196.62,-0.26
"(30, 20, 5)",10,201,41,11,4,1,28.89,0.3,6.57,189.81,-0.17
"(30, 20, 5)",15,146,41,11,4,2,28.15,0.3,6.56,184.66,-0.26
"(30, 20, 5)",10,146,41,11,5,2,29.31,0.3,6.24,182.89,-0.25
"(30, 20, 5)",3,146,41,11,4,2,27.76,0.3,6.38,177.11,-0.26
"(30, 20, 5)",10,146,37,11,4,2,27.74,0.3,6.29,174.48,-0.26
"(30, 20, 5)",10,39,41,11,4,2,24.1,0.29,6.72,161.95,-0.32
"(30, 20, 5)",10,146,41,9,4,1,26.31,0.29,6.15,161.81,-0.19
"(30, 20, 5)",15,146,41,11,4,1,24.63,0.29,6.52,160.59,-0.17
"(30, 20, 5)",10,146,41,11,4,3,26.2,0.29,5.67,148.55,-0.27
"(30, 20, 5)",10,146,24,11,4,2,22.41,0.28,5.92,132.67,-0.27
"(30, 20, 5)",10,101,41,11,4,1,19.37,0.26,6.02,116.61,-0.2
"(30, 20, 5)",10,146,29,11,4,1,18.97,0.26,5.6,106.23,-0.17
"(30, 20, 5)",10,82,41,11,4,2,17.55,0.26,5.92,103.9,-0.32
"(30, 20, 5)",10,146,41,7,4,2,18.04,0.26,5.3,95.61,-0.23
"(30, 20, 5)",10,146,11,11,4,2,15.86,0.25,5.53,87.71,-0.21
"(30, 20, 5)",10,146,1,11,4,1,1.27,0.07,3.73,4.74,-0.14
