Date,Adj_Close
2010-02-28,0.0
2010-03-31,0.0
2010-04-30,0.0
2010-05-31,0.0
2010-06-30,0.0
2010-07-31,0.0
2010-08-31,0.0
2010-09-30,0.0
2010-10-31,0.0352512541575678
2010-11-30,0.008617355958425055
2010-12-31,0.03358292507141036
2011-01-31,0.046227301507210994
2011-02-28,0.0012564787965811952
2011-03-31,0.07691702148111568
2011-04-30,0.1113701045032034
2011-05-31,0.03308193444398477
2011-06-30,-0.0018765356386774013
2011-07-31,0.0
2011-08-31,-0.038909642441001924
2011-09-30,0.0
2011-10-31,0.0
2011-11-30,-0.006719067594818107
2011-12-31,0.0
2012-01-31,0.0
2012-02-29,0.09808207755367282
2012-03-31,0.06201693058601543
2012-04-30,0.016970024412723106
2012-05-31,-0.07121033000730592
2012-06-30,0.0
2012-07-31,0.043127646833834854
2012-08-31,0.0
2012-09-30,-0.02581671550111342
2012-10-31,-0.034357573093794946
2012-11-30,0.03337256032021951
2012-12-31,0.0
2013-01-31,0.0726807796570661
2013-02-28,0.009987239661449543
2013-03-31,0.05487059651740256
2013-04-30,0.02594412316557304
2013-05-31,0.19767138680505303
2013-06-30,0.049626160383232865
2013-07-31,0.09254709685837037
2013-08-31,0.130721662324621
2013-09-30,0.180159535811254
2013-10-31,-0.036632170423960386
2013-11-30,0.02552392504259804
2013-12-31,0.06705027914050032
2014-01-31,0.08485792799826752
2014-02-28,0.1274567206633641
2014-03-31,-0.11213943761329492
2014-04-30,-0.01960664790363842
2014-05-31,0.03530557501149145
2014-06-30,0.10074152978057671
2014-07-31,-0.01984964335111139
2014-08-31,0.0783623143225134
2014-09-30,0.021297538973068297
2014-10-31,-0.05209297862407014
2014-11-30,-0.02471297696941477
2014-12-31,0.006825415622350395
2015-01-31,0.026300765854693653
2015-02-28,0.06345569194364797
2015-03-31,0.029627233189154056
2015-04-30,-0.008114430150633178
2015-05-31,0.08251352062438877
2015-06-30,-0.014450090778548974
2015-07-31,0.02285117164638728
2015-08-31,0.0036609823760402893
2015-09-30,0.0
2015-10-31,0.0
2015-11-30,0.0793160774537125
2015-12-31,-0.027098951348053957
2016-01-31,-0.1301630663249015
2016-02-29,0.0
2016-03-31,0.0
2016-04-30,-0.002850463015918403
2016-05-31,0.13211008895064058
2016-06-30,0.02700630056860409
2016-07-31,0.09077274950377157
2016-08-31,0.04428407347853969
2016-09-30,0.04705704997081428
2016-10-31,-0.015932737605802605
2016-11-30,0.0880820162259408
2016-12-31,0.020143083915834747
2017-01-31,0.09632147395951329
2017-02-28,0.03915077838036862
2017-03-31,0.027430986882081676
2017-04-30,-0.0007349655627540974
2017-05-31,0.12129842247302025
2017-06-30,-0.042308407922151514
2017-07-31,-0.009491030121645427
2017-08-31,0.008011880566590746
2017-09-30,0.07686959993951281
2017-10-31,0.09344998583320008
2017-11-30,-0.015935615118335078
2017-12-31,-0.08438175256280922
2018-01-31,0.1253544301653564
2018-02-28,-0.04049917794153379
2018-03-31,0.02226482770548399
2018-04-30,-0.051499396067314684
2018-05-31,0.19294700656908104
2018-06-30,0.037181844547859555
2018-07-31,-0.03510751371820897
2018-08-31,0.00859945774555726
2018-09-30,0.005760450436673947
2018-10-31,-0.08781402965936347
2018-11-30,0.0
2018-12-31,0.0
2019-01-31,0.0
2019-02-28,0.0
2019-03-31,-0.012862103747751763
2019-04-30,0.057128331074633554
2019-05-31,-0.03778322452122762
2019-06-30,0.09649955346538208
2019-07-31,0.14744436688079388
2019-08-31,-0.016953869851503267
2019-09-30,-0.0787318886365117
2019-10-31,-0.030274083615068226
2019-11-30,0.01834640427923362
2019-12-31,0.09508676703084573
2020-01-31,0.05145750697907703
2020-02-29,0.11728941640780022
2020-03-31,-0.17597558187860896
2020-04-30,0.0
2020-05-31,0.23067185108017552
2020-06-30,0.1801026691916201
2020-07-31,0.15571192763937036
2020-08-31,0.14423185974622976
2020-09-30,0.06975961881580561
2020-10-31,-0.011495106376266495
2020-11-30,0.4006729816565904
2020-12-31,-0.002795994567174609
2021-01-31,0.12976772335341047
2021-02-28,-0.053487980340619856
2021-03-31,-0.12629321747532773
2021-04-30,0.007593042661525828
2021-05-31,-0.006519718321203016
2021-06-30,0.1359979807720204
2021-07-31,0.11901184745407378
2021-08-31,0.008931542774488266
2021-09-30,-0.04079817583705159
2021-10-31,0.06869590594914676
2021-11-30,0.013998660205140956
2021-12-31,-0.10121355083458539
2022-01-31,-0.16313741477386134
2022-02-28,0.0
2022-03-31,0.0
2022-04-30,0.0
2022-05-31,0.0
2022-06-30,0.0
2022-07-31,0.0
2022-08-31,0.0
2022-09-30,0.0
2022-10-31,0.0
2022-11-30,0.0
2022-12-31,0.0
