date,realtime_end,realtime_start,value
1979-03-01,2019-09-15,2019-09-15,142293.0
1979-04-01,2019-09-15,2019-09-15,144410.0
1979-05-01,2019-09-15,2019-09-15,144494.0
1979-06-01,2019-09-15,2019-09-15,145889.0
1979-07-01,2019-09-15,2019-09-15,148136.0
1979-08-01,2019-09-15,2019-09-15,148568.0
1979-09-01,2019-09-15,2019-09-15,149585.0
1979-10-01,2019-09-15,2019-09-15,151533.0
1979-11-01,2019-09-15,2019-09-15,153809.0
1979-12-01,2019-09-15,2019-09-15,156653.0
1980-01-01,2019-09-15,2019-09-15,155995.0
1980-02-01,2019-09-15,2019-09-15,153896.0
1980-03-01,2019-09-15,2019-09-15,155032.0
1980-04-01,2019-09-15,2019-09-15,157858.0
1980-05-01,2019-09-15,2019-09-15,157915.0
1980-06-01,2019-09-15,2019-09-15,158922.0
1980-07-01,2019-09-15,2019-09-15,159940.0
1980-08-01,2019-09-15,2019-09-15,158388.0
1980-09-01,2019-09-15,2019-09-15,159391.0
1980-10-01,2019-09-15,2019-09-15,160925.0
1980-11-01,2019-09-15,2019-09-15,162049.0
1980-12-01,2019-09-15,2019-09-15,163376.0
1981-01-01,2019-09-15,2019-09-15,161080.0
1981-02-01,2019-09-15,2019-09-15,158982.0
1981-03-01,2019-09-15,2019-09-15,159765.0
1981-04-01,2019-09-15,2019-09-15,162371.0
1981-05-01,2019-09-15,2019-09-15,163200.0
1981-06-01,2019-09-15,2019-09-15,163929.0
1981-07-01,2019-09-15,2019-09-15,166041.0
1981-08-01,2019-09-15,2019-09-15,166116.0
1981-09-01,2019-09-15,2019-09-15,164686.0
1981-10-01,2019-09-15,2019-09-15,164972.0
1981-11-01,2019-09-15,2019-09-15,167230.0
1981-12-01,2019-09-15,2019-09-15,170681.0
1982-01-01,2019-09-15,2019-09-15,169811.0
1982-02-01,2019-09-15,2019-09-15,167490.0
1982-03-01,2019-09-15,2019-09-15,166219.0
1982-04-01,2019-09-15,2019-09-15,168703.0
1982-05-01,2019-09-15,2019-09-15,170045.0
1982-06-01,2019-09-15,2019-09-15,171679.0
1982-07-01,2019-09-15,2019-09-15,173381.0
1982-08-01,2019-09-15,2019-09-15,173975.0
1982-09-01,2019-09-15,2019-09-15,173383.0
1982-10-01,2019-09-15,2019-09-15,174957.0
1982-11-01,2019-09-15,2019-09-15,177469.0
1982-12-01,2019-09-15,2019-09-15,180717.0
1983-01-01,2019-09-15,2019-09-15,178899.0
1983-02-01,2019-09-15,2019-09-15,177044.0
1983-03-01,2019-09-15,2019-09-15,177320.0
1983-04-01,2019-09-15,2019-09-15,180038.0
1983-05-01,2019-09-15,2019-09-15,181386.0
1983-06-01,2019-09-15,2019-09-15,183320.0
1983-07-01,2019-09-15,2019-09-15,185279.0
1983-08-01,2019-09-15,2019-09-15,185438.0
1983-09-01,2019-09-15,2019-09-15,184936.0
1983-10-01,2019-09-15,2019-09-15,186416.0
1983-11-01,2019-09-15,2019-09-15,189064.0
1983-12-01,2019-09-15,2019-09-15,192191.0
1984-01-01,2019-09-15,2019-09-15,191350.0
1984-02-01,2019-09-15,2019-09-15,186839.0
1984-03-01,2019-09-15,2019-09-15,189122.0
1984-04-01,2019-09-15,2019-09-15,192249.0
1984-05-01,2019-09-15,2019-09-15,192820.0
1984-06-01,2019-09-15,2019-09-15,195695.0
1984-07-01,2019-09-15,2019-09-15,197492.0
1984-08-01,2019-09-15,2019-09-15,196735.0
1984-09-01,2019-09-15,2019-09-15,197898.0
1984-10-01,2019-09-15,2019-09-15,198076.0
1984-11-01,2019-09-15,2019-09-15,200592.0
1984-12-01,2019-09-15,2019-09-15,204812.0
1985-01-01,2019-09-15,2019-09-15,203177.0
1985-02-01,2019-09-15,2019-09-15,200224.0
1985-03-01,2019-09-15,2019-09-15,202719.0
1985-04-01,2019-09-15,2019-09-15,205511.0
1985-05-01,2019-09-15,2019-09-15,206691.0
1985-06-01,2019-09-15,2019-09-15,210250.0
1985-07-01,2019-09-15,2019-09-15,212277.0
1985-08-01,2019-09-15,2019-09-15,212802.0
1985-09-01,2019-09-15,2019-09-15,214674.0
1985-10-01,2019-09-15,2019-09-15,216000.0
1985-11-01,2019-09-15,2019-09-15,219498.0
1985-12-01,2019-09-15,2019-09-15,224722.0
1986-01-01,2019-09-15,2019-09-15,221697.0
1986-02-01,2019-09-15,2019-09-15,217759.0
1986-03-01,2019-09-15,2019-09-15,221355.0
1986-04-01,2019-09-15,2019-09-15,225063.0
1986-05-01,2019-09-15,2019-09-15,226423.0
1986-06-01,2019-09-15,2019-09-15,230141.0
1986-07-01,2019-09-15,2019-09-15,232992.0
1986-08-01,2019-09-15,2019-09-15,233236.0
1986-09-01,2019-09-15,2019-09-15,235110.0
1986-10-01,2019-09-15,2019-09-15,237005.0
1986-11-01,2019-09-15,2019-09-15,241953.0
1986-12-01,2019-09-15,2019-09-15,248625.0
1987-01-01,2019-09-15,2019-09-15,246971.0
1987-02-01,2019-09-15,2019-09-15,242453.0
1987-03-01,2019-09-15,2019-09-15,244774.0
1987-04-01,2019-09-15,2019-09-15,249579.0
1987-05-01,2019-09-15,2019-09-15,250593.0
1987-06-01,2019-09-15,2019-09-15,252859.0
1987-07-01,2019-09-15,2019-09-15,254802.0
1987-08-01,2019-09-15,2019-09-15,254559.0
1987-09-01,2019-09-15,2019-09-15,256258.0
1987-10-01,2019-09-15,2019-09-15,258112.0
1987-11-01,2019-09-15,2019-09-15,262358.0
1987-12-01,2019-09-15,2019-09-15,266878.0
1988-01-01,2019-09-15,2019-09-15,266252.0
1988-02-01,2019-09-15,2019-09-15,260724.0
1988-03-01,2019-09-15,2019-09-15,263388.0
1988-04-01,2019-09-15,2019-09-15,268448.0
1988-05-01,2019-09-15,2019-09-15,268823.0
1988-06-01,2019-09-15,2019-09-15,273081.0
1988-07-01,2019-09-15,2019-09-15,275836.0
1988-08-01,2019-09-15,2019-09-15,274808.0
1988-09-01,2019-09-15,2019-09-15,275231.0
1988-10-01,2019-09-15,2019-09-15,275440.0
1988-11-01,2019-09-15,2019-09-15,279159.0
1988-12-01,2019-09-15,2019-09-15,283789.0
