date,realtime_end,realtime_start,value
1983-10-11,2019-09-15,2019-09-15,
1983-10-12,2019-09-15,2019-09-15,
1983-10-13,2019-09-15,2019-09-15,
1983-10-14,2019-09-15,2019-09-15,
1983-10-17,2019-09-15,2019-09-15,
1983-10-18,2019-09-15,2019-09-15,
1983-10-19,2019-09-15,2019-09-15,
1983-10-20,2019-09-15,2019-09-15,
1983-10-21,2019-09-15,2019-09-15,
1983-10-24,2019-09-15,2019-09-15,
1983-10-25,2019-09-15,2019-09-15,
1983-10-26,2019-09-15,2019-09-15,
1983-10-27,2019-09-15,2019-09-15,
1983-10-28,2019-09-15,2019-09-15,
1983-10-31,2019-09-15,2019-09-15,392.77
1983-11-01,2019-09-15,2019-09-15,
1983-11-02,2019-09-15,2019-09-15,
1983-11-03,2019-09-15,2019-09-15,
1983-11-04,2019-09-15,2019-09-15,
1983-11-07,2019-09-15,2019-09-15,
1983-11-08,2019-09-15,2019-09-15,
1983-11-09,2019-09-15,2019-09-15,
1983-11-10,2019-09-15,2019-09-15,
1983-11-11,2019-09-15,2019-09-15,
1983-11-14,2019-09-15,2019-09-15,
1983-11-15,2019-09-15,2019-09-15,
1983-11-16,2019-09-15,2019-09-15,
1983-11-17,2019-09-15,2019-09-15,
1983-11-18,2019-09-15,2019-09-15,
1983-11-21,2019-09-15,2019-09-15,
1983-11-22,2019-09-15,2019-09-15,
1983-11-23,2019-09-15,2019-09-15,
1983-11-24,2019-09-15,2019-09-15,
1983-11-25,2019-09-15,2019-09-15,
1983-11-28,2019-09-15,2019-09-15,
1983-11-29,2019-09-15,2019-09-15,
1983-11-30,2019-09-15,2019-09-15,401.29
1983-12-01,2019-09-15,2019-09-15,
1983-12-02,2019-09-15,2019-09-15,
1983-12-05,2019-09-15,2019-09-15,
1983-12-06,2019-09-15,2019-09-15,
1983-12-07,2019-09-15,2019-09-15,
1983-12-08,2019-09-15,2019-09-15,
1983-12-09,2019-09-15,2019-09-15,
1983-12-12,2019-09-15,2019-09-15,
1983-12-13,2019-09-15,2019-09-15,
1983-12-14,2019-09-15,2019-09-15,
1983-12-15,2019-09-15,2019-09-15,
1983-12-16,2019-09-15,2019-09-15,
1983-12-19,2019-09-15,2019-09-15,
1983-12-20,2019-09-15,2019-09-15,
1983-12-21,2019-09-15,2019-09-15,
1983-12-22,2019-09-15,2019-09-15,
1983-12-23,2019-09-15,2019-09-15,
1983-12-26,2019-09-15,2019-09-15,
1983-12-27,2019-09-15,2019-09-15,
1983-12-28,2019-09-15,2019-09-15,
1983-12-29,2019-09-15,2019-09-15,
1983-12-30,2019-09-15,2019-09-15,414.66
1984-01-02,2019-09-15,2019-09-15,
1984-01-03,2019-09-15,2019-09-15,
1984-01-04,2019-09-15,2019-09-15,
1984-01-05,2019-09-15,2019-09-15,
1984-01-06,2019-09-15,2019-09-15,
1984-01-09,2019-09-15,2019-09-15,
1984-01-10,2019-09-15,2019-09-15,
1984-01-11,2019-09-15,2019-09-15,
1984-01-12,2019-09-15,2019-09-15,
1984-01-13,2019-09-15,2019-09-15,
1984-01-16,2019-09-15,2019-09-15,
1984-01-17,2019-09-15,2019-09-15,
1984-01-18,2019-09-15,2019-09-15,
1984-01-19,2019-09-15,2019-09-15,
1984-01-20,2019-09-15,2019-09-15,
1984-01-23,2019-09-15,2019-09-15,
1984-01-24,2019-09-15,2019-09-15,
1984-01-25,2019-09-15,2019-09-15,
1984-01-26,2019-09-15,2019-09-15,
1984-01-27,2019-09-15,2019-09-15,
1984-01-30,2019-09-15,2019-09-15,
1984-01-31,2019-09-15,2019-09-15,427.3
1984-02-01,2019-09-15,2019-09-15,
1984-02-02,2019-09-15,2019-09-15,
1984-02-03,2019-09-15,2019-09-15,
1984-02-06,2019-09-15,2019-09-15,
1984-02-07,2019-09-15,2019-09-15,
1984-02-08,2019-09-15,2019-09-15,
1984-02-09,2019-09-15,2019-09-15,
1984-02-10,2019-09-15,2019-09-15,
1984-02-13,2019-09-15,2019-09-15,
1984-02-14,2019-09-15,2019-09-15,
1984-02-15,2019-09-15,2019-09-15,
1984-02-16,2019-09-15,2019-09-15,
1984-02-17,2019-09-15,2019-09-15,
1984-02-20,2019-09-15,2019-09-15,
1984-02-21,2019-09-15,2019-09-15,
1984-02-22,2019-09-15,2019-09-15,
1984-02-23,2019-09-15,2019-09-15,
1984-02-24,2019-09-15,2019-09-15,
1984-02-27,2019-09-15,2019-09-15,
1984-02-28,2019-09-15,2019-09-15,
1984-02-29,2019-09-15,2019-09-15,422.22
1984-03-01,2019-09-15,2019-09-15,
1984-03-02,2019-09-15,2019-09-15,
1984-03-05,2019-09-15,2019-09-15,
1984-03-06,2019-09-15,2019-09-15,
1984-03-07,2019-09-15,2019-09-15,
1984-03-08,2019-09-15,2019-09-15,
1984-03-09,2019-09-15,2019-09-15,
1984-03-12,2019-09-15,2019-09-15,
1984-03-13,2019-09-15,2019-09-15,
1984-03-14,2019-09-15,2019-09-15,
1984-03-15,2019-09-15,2019-09-15,
1984-03-16,2019-09-15,2019-09-15,
1984-03-19,2019-09-15,2019-09-15,
1984-03-20,2019-09-15,2019-09-15,
1984-03-21,2019-09-15,2019-09-15,
1984-03-22,2019-09-15,2019-09-15,
1984-03-23,2019-09-15,2019-09-15,
1984-03-26,2019-09-15,2019-09-15,
1984-03-27,2019-09-15,2019-09-15,
1984-03-28,2019-09-15,2019-09-15,
1984-03-29,2019-09-15,2019-09-15,
1984-03-30,2019-09-15,2019-09-15,425.98
1984-04-02,2019-09-15,2019-09-15,
1984-04-03,2019-09-15,2019-09-15,
1984-04-04,2019-09-15,2019-09-15,
1984-04-05,2019-09-15,2019-09-15,
1984-04-06,2019-09-15,2019-09-15,
1984-04-09,2019-09-15,2019-09-15,
1984-04-10,2019-09-15,2019-09-15,
1984-04-11,2019-09-15,2019-09-15,
1984-04-12,2019-09-15,2019-09-15,
1984-04-13,2019-09-15,2019-09-15,
1984-04-16,2019-09-15,2019-09-15,
1984-04-17,2019-09-15,2019-09-15,
1984-04-18,2019-09-15,2019-09-15,
1984-04-19,2019-09-15,2019-09-15,
1984-04-20,2019-09-15,2019-09-15,
1984-04-23,2019-09-15,2019-09-15,
1984-04-24,2019-09-15,2019-09-15,
1984-04-25,2019-09-15,2019-09-15,
1984-04-26,2019-09-15,2019-09-15,
1984-04-27,2019-09-15,2019-09-15,
1984-04-30,2019-09-15,2019-09-15,430.11
1984-05-01,2019-09-15,2019-09-15,
1984-05-02,2019-09-15,2019-09-15,
1984-05-03,2019-09-15,2019-09-15,
1984-05-04,2019-09-15,2019-09-15,
1984-05-07,2019-09-15,2019-09-15,
1984-05-08,2019-09-15,2019-09-15,
1984-05-09,2019-09-15,2019-09-15,
1984-05-10,2019-09-15,2019-09-15,
1984-05-11,2019-09-15,2019-09-15,
1984-05-14,2019-09-15,2019-09-15,
1984-05-15,2019-09-15,2019-09-15,
1984-05-16,2019-09-15,2019-09-15,
1984-05-17,2019-09-15,2019-09-15,
1984-05-18,2019-09-15,2019-09-15,
1984-05-21,2019-09-15,2019-09-15,
1984-05-22,2019-09-15,2019-09-15,
1984-05-23,2019-09-15,2019-09-15,
1984-05-24,2019-09-15,2019-09-15,
1984-05-25,2019-09-15,2019-09-15,
1984-05-28,2019-09-15,2019-09-15,
1984-05-29,2019-09-15,2019-09-15,
1984-05-30,2019-09-15,2019-09-15,
1984-05-31,2019-09-15,2019-09-15,423.31
1984-06-01,2019-09-15,2019-09-15,
1984-06-04,2019-09-15,2019-09-15,
1984-06-05,2019-09-15,2019-09-15,
1984-06-06,2019-09-15,2019-09-15,
1984-06-07,2019-09-15,2019-09-15,
1984-06-08,2019-09-15,2019-09-15,
1984-06-11,2019-09-15,2019-09-15,
1984-06-12,2019-09-15,2019-09-15,
1984-06-13,2019-09-15,2019-09-15,
1984-06-14,2019-09-15,2019-09-15,
1984-06-15,2019-09-15,2019-09-15,
1984-06-18,2019-09-15,2019-09-15,
1984-06-19,2019-09-15,2019-09-15,
1984-06-20,2019-09-15,2019-09-15,
1984-06-21,2019-09-15,2019-09-15,
1984-06-22,2019-09-15,2019-09-15,
1984-06-25,2019-09-15,2019-09-15,
1984-06-26,2019-09-15,2019-09-15,
1984-06-27,2019-09-15,2019-09-15,
1984-06-28,2019-09-15,2019-09-15,
1984-06-29,2019-09-15,2019-09-15,427.84
1984-07-02,2019-09-15,2019-09-15,
1984-07-03,2019-09-15,2019-09-15,
1984-07-04,2019-09-15,2019-09-15,
1984-07-05,2019-09-15,2019-09-15,
1984-07-06,2019-09-15,2019-09-15,
1984-07-09,2019-09-15,2019-09-15,
1984-07-10,2019-09-15,2019-09-15,
1984-07-11,2019-09-15,2019-09-15,
1984-07-12,2019-09-15,2019-09-15,
1984-07-13,2019-09-15,2019-09-15,
1984-07-16,2019-09-15,2019-09-15,
1984-07-17,2019-09-15,2019-09-15,
1984-07-18,2019-09-15,2019-09-15,
1984-07-19,2019-09-15,2019-09-15,
1984-07-20,2019-09-15,2019-09-15,
1984-07-23,2019-09-15,2019-09-15,
1984-07-24,2019-09-15,2019-09-15,
1984-07-25,2019-09-15,2019-09-15,
1984-07-26,2019-09-15,2019-09-15,
1984-07-27,2019-09-15,2019-09-15,
1984-07-30,2019-09-15,2019-09-15,
1984-07-31,2019-09-15,2019-09-15,423.44
1984-08-01,2019-09-15,2019-09-15,
1984-08-02,2019-09-15,2019-09-15,
1984-08-03,2019-09-15,2019-09-15,
1984-08-06,2019-09-15,2019-09-15,
1984-08-07,2019-09-15,2019-09-15,
1984-08-08,2019-09-15,2019-09-15,
1984-08-09,2019-09-15,2019-09-15,
1984-08-10,2019-09-15,2019-09-15,
1984-08-13,2019-09-15,2019-09-15,
1984-08-14,2019-09-15,2019-09-15,
1984-08-15,2019-09-15,2019-09-15,
1984-08-16,2019-09-15,2019-09-15,
1984-08-17,2019-09-15,2019-09-15,
1984-08-20,2019-09-15,2019-09-15,
1984-08-21,2019-09-15,2019-09-15,
1984-08-22,2019-09-15,2019-09-15,
1984-08-23,2019-09-15,2019-09-15,
1984-08-24,2019-09-15,2019-09-15,
1984-08-27,2019-09-15,2019-09-15,
1984-08-28,2019-09-15,2019-09-15,
1984-08-29,2019-09-15,2019-09-15,
1984-08-30,2019-09-15,2019-09-15,
1984-08-31,2019-09-15,2019-09-15,452.61
1984-09-03,2019-09-15,2019-09-15,
1984-09-04,2019-09-15,2019-09-15,
1984-09-05,2019-09-15,2019-09-15,
1984-09-06,2019-09-15,2019-09-15,
1984-09-07,2019-09-15,2019-09-15,
1984-09-10,2019-09-15,2019-09-15,
1984-09-11,2019-09-15,2019-09-15,
1984-09-12,2019-09-15,2019-09-15,
1984-09-13,2019-09-15,2019-09-15,
1984-09-14,2019-09-15,2019-09-15,
1984-09-17,2019-09-15,2019-09-15,
1984-09-18,2019-09-15,2019-09-15,
1984-09-19,2019-09-15,2019-09-15,
1984-09-20,2019-09-15,2019-09-15,
1984-09-21,2019-09-15,2019-09-15,
1984-09-24,2019-09-15,2019-09-15,
1984-09-25,2019-09-15,2019-09-15,
1984-09-26,2019-09-15,2019-09-15,
1984-09-27,2019-09-15,2019-09-15,
1984-09-28,2019-09-15,2019-09-15,466.37
1984-10-01,2019-09-15,2019-09-15,
1984-10-02,2019-09-15,2019-09-15,
1984-10-03,2019-09-15,2019-09-15,
1984-10-04,2019-09-15,2019-09-15,
1984-10-05,2019-09-15,2019-09-15,
1984-10-08,2019-09-15,2019-09-15,
1984-10-09,2019-09-15,2019-09-15,
1984-10-10,2019-09-15,2019-09-15,
1984-10-11,2019-09-15,2019-09-15,
1984-10-12,2019-09-15,2019-09-15,
1984-10-15,2019-09-15,2019-09-15,
1984-10-16,2019-09-15,2019-09-15,
1984-10-17,2019-09-15,2019-09-15,
1984-10-18,2019-09-15,2019-09-15,
1984-10-19,2019-09-15,2019-09-15,
1984-10-22,2019-09-15,2019-09-15,
1984-10-23,2019-09-15,2019-09-15,
1984-10-24,2019-09-15,2019-09-15,
1984-10-25,2019-09-15,2019-09-15,
1984-10-26,2019-09-15,2019-09-15,
1984-10-29,2019-09-15,2019-09-15,
1984-10-30,2019-09-15,2019-09-15,
1984-10-31,2019-09-15,2019-09-15,476.72
1984-11-01,2019-09-15,2019-09-15,
1984-11-02,2019-09-15,2019-09-15,
1984-11-05,2019-09-15,2019-09-15,
1984-11-06,2019-09-15,2019-09-15,
1984-11-07,2019-09-15,2019-09-15,
1984-11-08,2019-09-15,2019-09-15,
1984-11-09,2019-09-15,2019-09-15,
1984-11-12,2019-09-15,2019-09-15,
1984-11-13,2019-09-15,2019-09-15,
1984-11-14,2019-09-15,2019-09-15,
1984-11-15,2019-09-15,2019-09-15,
1984-11-16,2019-09-15,2019-09-15,
1984-11-19,2019-09-15,2019-09-15,
1984-11-20,2019-09-15,2019-09-15,
1984-11-21,2019-09-15,2019-09-15,
1984-11-22,2019-09-15,2019-09-15,
1984-11-23,2019-09-15,2019-09-15,
1984-11-26,2019-09-15,2019-09-15,
1984-11-27,2019-09-15,2019-09-15,
1984-11-28,2019-09-15,2019-09-15,
1984-11-29,2019-09-15,2019-09-15,
1984-11-30,2019-09-15,2019-09-15,491.88
1984-12-03,2019-09-15,2019-09-15,
1984-12-04,2019-09-15,2019-09-15,
1984-12-05,2019-09-15,2019-09-15,
1984-12-06,2019-09-15,2019-09-15,
1984-12-07,2019-09-15,2019-09-15,
1984-12-10,2019-09-15,2019-09-15,
1984-12-11,2019-09-15,2019-09-15,
1984-12-12,2019-09-15,2019-09-15,
1984-12-13,2019-09-15,2019-09-15,
1984-12-14,2019-09-15,2019-09-15,
1984-12-17,2019-09-15,2019-09-15,
1984-12-18,2019-09-15,2019-09-15,
1984-12-19,2019-09-15,2019-09-15,
1984-12-20,2019-09-15,2019-09-15,
1984-12-21,2019-09-15,2019-09-15,
1984-12-24,2019-09-15,2019-09-15,
1984-12-25,2019-09-15,2019-09-15,
1984-12-26,2019-09-15,2019-09-15,
1984-12-27,2019-09-15,2019-09-15,
1984-12-28,2019-09-15,2019-09-15,
1984-12-31,2019-09-15,2019-09-15,505.41
1985-01-01,2019-09-15,2019-09-15,
1985-01-02,2019-09-15,2019-09-15,
1985-01-03,2019-09-15,2019-09-15,
1985-01-04,2019-09-15,2019-09-15,
1985-01-07,2019-09-15,2019-09-15,
1985-01-08,2019-09-15,2019-09-15,
1985-01-09,2019-09-15,2019-09-15,
1985-01-10,2019-09-15,2019-09-15,
1985-01-11,2019-09-15,2019-09-15,
1985-01-14,2019-09-15,2019-09-15,
1985-01-15,2019-09-15,2019-09-15,
1985-01-16,2019-09-15,2019-09-15,
1985-01-17,2019-09-15,2019-09-15,
1985-01-18,2019-09-15,2019-09-15,
1985-01-21,2019-09-15,2019-09-15,
1985-01-22,2019-09-15,2019-09-15,
1985-01-23,2019-09-15,2019-09-15,
1985-01-24,2019-09-15,2019-09-15,
1985-01-25,2019-09-15,2019-09-15,
1985-01-28,2019-09-15,2019-09-15,
1985-01-29,2019-09-15,2019-09-15,
1985-01-30,2019-09-15,2019-09-15,
1985-01-31,2019-09-15,2019-09-15,526.59
1985-02-01,2019-09-15,2019-09-15,
1985-02-04,2019-09-15,2019-09-15,
1985-02-05,2019-09-15,2019-09-15,
1985-02-06,2019-09-15,2019-09-15,
1985-02-07,2019-09-15,2019-09-15,
1985-02-08,2019-09-15,2019-09-15,
1985-02-11,2019-09-15,2019-09-15,
1985-02-12,2019-09-15,2019-09-15,
1985-02-13,2019-09-15,2019-09-15,
1985-02-14,2019-09-15,2019-09-15,
1985-02-15,2019-09-15,2019-09-15,
1985-02-18,2019-09-15,2019-09-15,
1985-02-19,2019-09-15,2019-09-15,
1985-02-20,2019-09-15,2019-09-15,
1985-02-21,2019-09-15,2019-09-15,
1985-02-22,2019-09-15,2019-09-15,
1985-02-25,2019-09-15,2019-09-15,
1985-02-26,2019-09-15,2019-09-15,
1985-02-27,2019-09-15,2019-09-15,
1985-02-28,2019-09-15,2019-09-15,542.96
1985-03-01,2019-09-15,2019-09-15,
1985-03-04,2019-09-15,2019-09-15,
1985-03-05,2019-09-15,2019-09-15,
1985-03-06,2019-09-15,2019-09-15,
1985-03-07,2019-09-15,2019-09-15,
1985-03-08,2019-09-15,2019-09-15,
1985-03-11,2019-09-15,2019-09-15,
1985-03-12,2019-09-15,2019-09-15,
1985-03-13,2019-09-15,2019-09-15,
1985-03-14,2019-09-15,2019-09-15,
1985-03-15,2019-09-15,2019-09-15,
1985-03-18,2019-09-15,2019-09-15,
1985-03-19,2019-09-15,2019-09-15,
1985-03-20,2019-09-15,2019-09-15,
1985-03-21,2019-09-15,2019-09-15,
1985-03-22,2019-09-15,2019-09-15,
1985-03-25,2019-09-15,2019-09-15,
1985-03-26,2019-09-15,2019-09-15,
1985-03-27,2019-09-15,2019-09-15,
1985-03-28,2019-09-15,2019-09-15,
1985-03-29,2019-09-15,2019-09-15,536.61
1985-04-01,2019-09-15,2019-09-15,
1985-04-02,2019-09-15,2019-09-15,
1985-04-03,2019-09-15,2019-09-15,
1985-04-04,2019-09-15,2019-09-15,
1985-04-05,2019-09-15,2019-09-15,
1985-04-08,2019-09-15,2019-09-15,
1985-04-09,2019-09-15,2019-09-15,
1985-04-10,2019-09-15,2019-09-15,
1985-04-11,2019-09-15,2019-09-15,
1985-04-12,2019-09-15,2019-09-15,
1985-04-15,2019-09-15,2019-09-15,
1985-04-16,2019-09-15,2019-09-15,
1985-04-17,2019-09-15,2019-09-15,
1985-04-18,2019-09-15,2019-09-15,
1985-04-19,2019-09-15,2019-09-15,
1985-04-22,2019-09-15,2019-09-15,
1985-04-23,2019-09-15,2019-09-15,
1985-04-24,2019-09-15,2019-09-15,
1985-04-25,2019-09-15,2019-09-15,
1985-04-26,2019-09-15,2019-09-15,
1985-04-29,2019-09-15,2019-09-15,
1985-04-30,2019-09-15,2019-09-15,536.02
1985-05-01,2019-09-15,2019-09-15,
1985-05-02,2019-09-15,2019-09-15,
1985-05-03,2019-09-15,2019-09-15,
1985-05-06,2019-09-15,2019-09-15,
1985-05-07,2019-09-15,2019-09-15,
1985-05-08,2019-09-15,2019-09-15,
1985-05-09,2019-09-15,2019-09-15,
1985-05-10,2019-09-15,2019-09-15,
1985-05-13,2019-09-15,2019-09-15,
1985-05-14,2019-09-15,2019-09-15,
1985-05-15,2019-09-15,2019-09-15,
1985-05-16,2019-09-15,2019-09-15,
1985-05-17,2019-09-15,2019-09-15,
1985-05-20,2019-09-15,2019-09-15,
1985-05-21,2019-09-15,2019-09-15,
1985-05-22,2019-09-15,2019-09-15,
1985-05-23,2019-09-15,2019-09-15,
1985-05-24,2019-09-15,2019-09-15,
1985-05-27,2019-09-15,2019-09-15,
1985-05-28,2019-09-15,2019-09-15,
1985-05-29,2019-09-15,2019-09-15,
1985-05-30,2019-09-15,2019-09-15,
1985-05-31,2019-09-15,2019-09-15,545.29
1985-06-03,2019-09-15,2019-09-15,
1985-06-04,2019-09-15,2019-09-15,
1985-06-05,2019-09-15,2019-09-15,
1985-06-06,2019-09-15,2019-09-15,
1985-06-07,2019-09-15,2019-09-15,
1985-06-10,2019-09-15,2019-09-15,
1985-06-11,2019-09-15,2019-09-15,
1985-06-12,2019-09-15,2019-09-15,
1985-06-13,2019-09-15,2019-09-15,
1985-06-14,2019-09-15,2019-09-15,
1985-06-17,2019-09-15,2019-09-15,
1985-06-18,2019-09-15,2019-09-15,
1985-06-19,2019-09-15,2019-09-15,
1985-06-20,2019-09-15,2019-09-15,
1985-06-21,2019-09-15,2019-09-15,
1985-06-24,2019-09-15,2019-09-15,
1985-06-25,2019-09-15,2019-09-15,
1985-06-26,2019-09-15,2019-09-15,
1985-06-27,2019-09-15,2019-09-15,
1985-06-28,2019-09-15,2019-09-15,546.0
1985-07-01,2019-09-15,2019-09-15,
1985-07-02,2019-09-15,2019-09-15,
1985-07-03,2019-09-15,2019-09-15,
1985-07-04,2019-09-15,2019-09-15,
1985-07-05,2019-09-15,2019-09-15,
1985-07-08,2019-09-15,2019-09-15,
1985-07-09,2019-09-15,2019-09-15,
1985-07-10,2019-09-15,2019-09-15,
1985-07-11,2019-09-15,2019-09-15,
1985-07-12,2019-09-15,2019-09-15,
1985-07-15,2019-09-15,2019-09-15,
1985-07-16,2019-09-15,2019-09-15,
1985-07-17,2019-09-15,2019-09-15,
1985-07-18,2019-09-15,2019-09-15,
1985-07-19,2019-09-15,2019-09-15,
1985-07-22,2019-09-15,2019-09-15,
1985-07-23,2019-09-15,2019-09-15,
1985-07-24,2019-09-15,2019-09-15,
1985-07-25,2019-09-15,2019-09-15,
1985-07-26,2019-09-15,2019-09-15,
1985-07-29,2019-09-15,2019-09-15,
1985-07-30,2019-09-15,2019-09-15,
1985-07-31,2019-09-15,2019-09-15,556.92
1985-08-01,2019-09-15,2019-09-15,
1985-08-02,2019-09-15,2019-09-15,
1985-08-05,2019-09-15,2019-09-15,
1985-08-06,2019-09-15,2019-09-15,
1985-08-07,2019-09-15,2019-09-15,
1985-08-08,2019-09-15,2019-09-15,
1985-08-09,2019-09-15,2019-09-15,
1985-08-12,2019-09-15,2019-09-15,
1985-08-13,2019-09-15,2019-09-15,
1985-08-14,2019-09-15,2019-09-15,
1985-08-15,2019-09-15,2019-09-15,
1985-08-16,2019-09-15,2019-09-15,
1985-08-19,2019-09-15,2019-09-15,
1985-08-20,2019-09-15,2019-09-15,
1985-08-21,2019-09-15,2019-09-15,
1985-08-22,2019-09-15,2019-09-15,
1985-08-23,2019-09-15,2019-09-15,
1985-08-26,2019-09-15,2019-09-15,
1985-08-27,2019-09-15,2019-09-15,
1985-08-28,2019-09-15,2019-09-15,
1985-08-29,2019-09-15,2019-09-15,
1985-08-30,2019-09-15,2019-09-15,543.95
1985-09-02,2019-09-15,2019-09-15,
1985-09-03,2019-09-15,2019-09-15,
1985-09-04,2019-09-15,2019-09-15,
1985-09-05,2019-09-15,2019-09-15,
1985-09-06,2019-09-15,2019-09-15,
1985-09-09,2019-09-15,2019-09-15,
1985-09-10,2019-09-15,2019-09-15,
1985-09-11,2019-09-15,2019-09-15,
1985-09-12,2019-09-15,2019-09-15,
1985-09-13,2019-09-15,2019-09-15,
1985-09-16,2019-09-15,2019-09-15,
1985-09-17,2019-09-15,2019-09-15,
1985-09-18,2019-09-15,2019-09-15,
1985-09-19,2019-09-15,2019-09-15,
1985-09-20,2019-09-15,2019-09-15,
1985-09-23,2019-09-15,2019-09-15,
1985-09-24,2019-09-15,2019-09-15,
1985-09-25,2019-09-15,2019-09-15,
1985-09-26,2019-09-15,2019-09-15,
1985-09-27,2019-09-15,2019-09-15,
1985-09-30,2019-09-15,2019-09-15,530.24
1985-10-01,2019-09-15,2019-09-15,
1985-10-02,2019-09-15,2019-09-15,
1985-10-03,2019-09-15,2019-09-15,
1985-10-04,2019-09-15,2019-09-15,
1985-10-07,2019-09-15,2019-09-15,
1985-10-08,2019-09-15,2019-09-15,
1985-10-09,2019-09-15,2019-09-15,
1985-10-10,2019-09-15,2019-09-15,
1985-10-11,2019-09-15,2019-09-15,
1985-10-14,2019-09-15,2019-09-15,
1985-10-15,2019-09-15,2019-09-15,
1985-10-16,2019-09-15,2019-09-15,
1985-10-17,2019-09-15,2019-09-15,
1985-10-18,2019-09-15,2019-09-15,
1985-10-21,2019-09-15,2019-09-15,
1985-10-22,2019-09-15,2019-09-15,
1985-10-23,2019-09-15,2019-09-15,
1985-10-24,2019-09-15,2019-09-15,
1985-10-25,2019-09-15,2019-09-15,
1985-10-28,2019-09-15,2019-09-15,
1985-10-29,2019-09-15,2019-09-15,
1985-10-30,2019-09-15,2019-09-15,
1985-10-31,2019-09-15,2019-09-15,534.22
1985-11-01,2019-09-15,2019-09-15,
1985-11-04,2019-09-15,2019-09-15,
1985-11-05,2019-09-15,2019-09-15,
1985-11-06,2019-09-15,2019-09-15,
1985-11-07,2019-09-15,2019-09-15,
1985-11-08,2019-09-15,2019-09-15,
1985-11-11,2019-09-15,2019-09-15,
1985-11-12,2019-09-15,2019-09-15,
1985-11-13,2019-09-15,2019-09-15,
1985-11-14,2019-09-15,2019-09-15,
1985-11-15,2019-09-15,2019-09-15,
1985-11-18,2019-09-15,2019-09-15,
1985-11-19,2019-09-15,2019-09-15,
1985-11-20,2019-09-15,2019-09-15,
1985-11-21,2019-09-15,2019-09-15,
1985-11-22,2019-09-15,2019-09-15,
1985-11-25,2019-09-15,2019-09-15,
1985-11-26,2019-09-15,2019-09-15,
1985-11-27,2019-09-15,2019-09-15,
1985-11-28,2019-09-15,2019-09-15,
1985-11-29,2019-09-15,2019-09-15,533.09
1985-12-02,2019-09-15,2019-09-15,
1985-12-03,2019-09-15,2019-09-15,
1985-12-04,2019-09-15,2019-09-15,
1985-12-05,2019-09-15,2019-09-15,
1985-12-06,2019-09-15,2019-09-15,
1985-12-09,2019-09-15,2019-09-15,
1985-12-10,2019-09-15,2019-09-15,
1985-12-11,2019-09-15,2019-09-15,
1985-12-12,2019-09-15,2019-09-15,
1985-12-13,2019-09-15,2019-09-15,
1985-12-16,2019-09-15,2019-09-15,
1985-12-17,2019-09-15,2019-09-15,
1985-12-18,2019-09-15,2019-09-15,
1985-12-19,2019-09-15,2019-09-15,
1985-12-20,2019-09-15,2019-09-15,
1985-12-23,2019-09-15,2019-09-15,
1985-12-24,2019-09-15,2019-09-15,
1985-12-25,2019-09-15,2019-09-15,
1985-12-26,2019-09-15,2019-09-15,
1985-12-27,2019-09-15,2019-09-15,
1985-12-30,2019-09-15,2019-09-15,
1985-12-31,2019-09-15,2019-09-15,538.26
1986-01-01,2019-09-15,2019-09-15,
1986-01-02,2019-09-15,2019-09-15,
1986-01-03,2019-09-15,2019-09-15,
1986-01-06,2019-09-15,2019-09-15,
1986-01-07,2019-09-15,2019-09-15,
1986-01-08,2019-09-15,2019-09-15,
1986-01-09,2019-09-15,2019-09-15,
1986-01-10,2019-09-15,2019-09-15,
1986-01-13,2019-09-15,2019-09-15,
1986-01-14,2019-09-15,2019-09-15,
1986-01-15,2019-09-15,2019-09-15,
1986-01-16,2019-09-15,2019-09-15,
1986-01-17,2019-09-15,2019-09-15,
1986-01-20,2019-09-15,2019-09-15,
1986-01-21,2019-09-15,2019-09-15,
1986-01-22,2019-09-15,2019-09-15,
1986-01-23,2019-09-15,2019-09-15,
1986-01-24,2019-09-15,2019-09-15,
1986-01-27,2019-09-15,2019-09-15,
1986-01-28,2019-09-15,2019-09-15,
1986-01-29,2019-09-15,2019-09-15,
1986-01-30,2019-09-15,2019-09-15,
1986-01-31,2019-09-15,2019-09-15,552.26
1986-02-03,2019-09-15,2019-09-15,
1986-02-04,2019-09-15,2019-09-15,
1986-02-05,2019-09-15,2019-09-15,
1986-02-06,2019-09-15,2019-09-15,
1986-02-07,2019-09-15,2019-09-15,
1986-02-10,2019-09-15,2019-09-15,
1986-02-11,2019-09-15,2019-09-15,
1986-02-12,2019-09-15,2019-09-15,
1986-02-13,2019-09-15,2019-09-15,
1986-02-14,2019-09-15,2019-09-15,
1986-02-17,2019-09-15,2019-09-15,
1986-02-18,2019-09-15,2019-09-15,
1986-02-19,2019-09-15,2019-09-15,
1986-02-20,2019-09-15,2019-09-15,
1986-02-21,2019-09-15,2019-09-15,
1986-02-24,2019-09-15,2019-09-15,
1986-02-25,2019-09-15,2019-09-15,
1986-02-26,2019-09-15,2019-09-15,
1986-02-27,2019-09-15,2019-09-15,
1986-02-28,2019-09-15,2019-09-15,568.44
1986-03-03,2019-09-15,2019-09-15,
1986-03-04,2019-09-15,2019-09-15,
1986-03-05,2019-09-15,2019-09-15,
1986-03-06,2019-09-15,2019-09-15,
1986-03-07,2019-09-15,2019-09-15,
1986-03-10,2019-09-15,2019-09-15,
1986-03-11,2019-09-15,2019-09-15,
