top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",28,145,11,17,13,31,93.99,0.42,2.91,273.51,-0.36
"(30, 20, 2)",28,145,10,17,13,31,93.2,0.42,2.91,271.21,-0.36
"(30, 20, 2)",36,157,10,17,13,31,92.41,0.42,2.89,267.06,-0.36
"(30, 20, 2)",28,145,13,17,13,31,91.49,0.42,2.89,264.41,-0.36
"(30, 20, 2)",43,157,10,17,13,31,89.48,0.42,2.89,258.6,-0.36
"(30, 20, 2)",28,145,17,17,13,31,89.19,0.42,2.87,255.98,-0.32
"(30, 20, 2)",37,145,10,17,13,31,86.25,0.41,2.86,246.68,-0.36
"(30, 20, 2)",28,181,10,17,13,31,85.23,0.41,2.81,239.5,-0.36
"(30, 20, 2)",28,145,15,17,13,31,84.15,0.41,2.83,238.14,-0.36
"(30, 20, 2)",28,145,19,17,13,31,81.22,0.41,2.79,226.6,-0.31
"(30, 20, 2)",28,145,9,17,13,31,79.39,0.4,2.82,223.88,-0.31
"(30, 20, 2)",28,145,10,21,13,31,78.72,0.4,2.79,219.63,-0.36
"(30, 20, 2)",28,145,10,25,13,31,76.98,0.4,2.8,215.54,-0.38
"(30, 20, 2)",28,145,10,29,13,31,76.64,0.4,2.81,215.36,-0.36
"(30, 20, 2)",28,145,10,17,13,36,77.61,0.4,2.75,213.43,-0.33
"(30, 20, 2)",28,145,5,17,13,31,75.13,0.4,2.84,213.37,-0.31
"(30, 20, 2)",28,151,10,17,13,31,74.27,0.4,2.76,204.99,-0.36
"(30, 20, 2)",43,145,10,17,13,31,73.18,0.39,2.78,203.44,-0.36
"(30, 20, 2)",29,157,10,17,13,31,73.52,0.4,2.74,201.44,-0.36
"(30, 20, 2)",28,109,10,17,13,31,71.94,0.39,2.78,199.99,-0.38
"(30, 20, 2)",28,157,10,17,13,31,72.57,0.39,2.73,198.12,-0.36
"(30, 20, 2)",31,145,10,17,13,31,71.73,0.39,2.75,197.26,-0.36
"(30, 20, 2)",28,145,10,17,19,31,71.4,0.39,2.76,197.06,-0.35
"(30, 20, 2)",28,157,13,17,13,31,71.23,0.39,2.72,193.75,-0.36
"(30, 20, 2)",28,200,10,17,13,31,70.84,0.39,2.71,191.98,-0.36
"(30, 20, 2)",49,145,10,17,13,31,69.45,0.39,2.76,191.68,-0.36
"(30, 20, 2)",28,105,10,17,13,31,68.33,0.39,2.75,187.91,-0.38
"(30, 20, 2)",28,200,13,17,13,31,69.53,0.39,2.7,187.73,-0.36
"(30, 20, 2)",25,145,10,17,13,31,66.11,0.38,2.73,180.48,-0.39
"(30, 20, 2)",28,145,10,33,13,31,65.81,0.38,2.71,178.35,-0.36
"(30, 20, 2)",28,145,10,13,13,31,64.82,0.38,2.72,176.31,-0.37
"(30, 20, 2)",9,200,10,17,13,31,63.51,0.38,2.75,174.65,-0.22
"(30, 20, 2)",28,157,16,17,13,31,65.5,0.38,2.66,174.23,-0.36
"(30, 20, 2)",28,217,10,17,13,31,64.9,0.38,2.68,173.93,-0.36
"(30, 20, 2)",13,200,10,17,13,31,63.7,0.38,2.73,173.9,-0.28
"(30, 20, 2)",17,200,10,17,13,31,64.38,0.38,2.7,173.83,-0.36
"(30, 20, 2)",28,121,10,17,13,31,63.98,0.38,2.71,173.39,-0.38
"(30, 20, 2)",28,209,10,17,13,31,64.16,0.38,2.67,171.31,-0.36
"(30, 20, 2)",33,200,10,17,13,31,64.03,0.38,2.66,170.32,-0.36
"(30, 20, 2)",28,211,10,17,13,31,63.71,0.38,2.66,169.47,-0.36
"(30, 20, 2)",25,200,10,17,13,31,63.26,0.38,2.67,168.9,-0.36
"(30, 20, 2)",22,157,10,17,13,31,62.51,0.38,2.69,168.15,-0.38
"(30, 20, 2)",7,200,10,17,13,31,61.42,0.38,2.73,167.68,-0.22
"(30, 20, 2)",49,200,10,17,13,31,63.17,0.38,2.65,167.4,-0.37
"(30, 20, 2)",28,200,16,17,13,31,63.22,0.38,2.63,166.27,-0.36
"(30, 20, 2)",28,145,10,17,13,29,61.05,0.38,2.72,166.06,-0.32
"(30, 20, 2)",28,157,22,17,13,31,63.21,0.38,2.62,165.61,-0.31
"(30, 20, 2)",28,157,19,17,13,31,63.21,0.38,2.62,165.61,-0.31
"(30, 20, 2)",10,200,10,17,13,31,60.87,0.38,2.71,164.96,-0.28
"(30, 20, 2)",15,157,10,17,13,31,60.75,0.38,2.7,164.02,-0.28
"(30, 20, 2)",19,200,10,17,13,31,61.64,0.38,2.66,163.96,-0.36
"(30, 20, 2)",10,241,10,17,13,31,60.36,0.37,2.7,162.97,-0.29
"(30, 20, 2)",28,157,10,21,13,31,61.78,0.38,2.63,162.48,-0.36
"(30, 20, 2)",16,200,10,17,13,31,60.76,0.38,2.67,162.23,-0.36
"(30, 20, 2)",10,200,13,17,13,31,59.75,0.37,2.7,161.33,-0.29
"(30, 20, 2)",28,91,10,17,13,31,59.85,0.37,2.67,159.8,-0.38
"(30, 20, 2)",28,145,7,17,13,31,60.11,0.37,2.65,159.29,-0.33
"(30, 20, 2)",28,157,10,25,13,31,60.41,0.37,2.63,158.88,-0.38
"(30, 20, 2)",28,157,10,29,13,31,60.14,0.37,2.64,158.77,-0.36
"(30, 20, 2)",28,200,25,17,13,31,61.02,0.38,2.59,158.04,-0.31
"(30, 20, 2)",28,200,19,17,13,31,61.02,0.38,2.59,158.04,-0.31
"(30, 20, 2)",28,200,22,17,13,31,61.02,0.38,2.59,158.04,-0.31
"(30, 20, 2)",28,200,10,31,13,31,58.45,0.37,2.61,152.55,-0.36
"(30, 20, 2)",10,200,10,41,13,31,56.88,0.37,2.67,151.87,-0.27
"(30, 20, 2)",10,200,10,31,13,31,56.23,0.37,2.66,149.57,-0.27
"(30, 20, 2)",8,157,10,17,13,31,55.68,0.37,2.67,148.67,-0.23
"(30, 20, 2)",28,145,10,17,22,31,56.31,0.37,2.63,148.1,-0.36
"(30, 20, 2)",28,200,10,21,13,31,57.14,0.37,2.58,147.42,-0.36
"(30, 20, 2)",22,200,10,17,13,31,56.23,0.37,2.62,147.32,-0.38
"(30, 20, 2)",28,157,10,17,19,31,56.21,0.37,2.6,146.15,-0.35
"(30, 20, 2)",28,200,4,17,13,31,54.73,0.36,2.65,145.03,-0.34
"(30, 20, 2)",10,200,16,17,13,31,54.93,0.36,2.63,144.47,-0.33
"(30, 20, 2)",55,145,10,17,13,31,54.75,0.36,2.6,142.35,-0.37
"(30, 20, 2)",65,200,10,17,13,31,55.36,0.37,2.57,142.28,-0.41
"(30, 20, 2)",10,200,10,21,13,31,53.81,0.36,2.62,140.98,-0.26
"(30, 20, 2)",50,157,10,17,13,31,54.29,0.36,2.59,140.61,-0.37
"(30, 20, 2)",28,469,10,17,13,31,54.19,0.36,2.58,139.81,-0.38
"(30, 20, 2)",28,145,10,17,25,31,53.55,0.36,2.61,139.77,-0.39
"(30, 20, 2)",28,157,10,17,13,36,55.05,0.36,2.53,139.28,-0.33
"(30, 20, 2)",13,145,10,17,13,31,52.89,0.36,2.63,139.1,-0.28
"(30, 20, 2)",41,200,10,17,13,31,53.8,0.36,2.56,137.73,-0.37
"(30, 20, 2)",10,181,10,17,13,31,52.29,0.36,2.62,137.0,-0.28
"(30, 20, 2)",28,200,10,41,13,31,53.71,0.36,2.54,136.42,-0.36
"(30, 20, 2)",57,157,10,17,13,31,52.6,0.36,2.57,135.18,-0.37
"(30, 20, 2)",10,200,10,46,13,31,50.59,0.36,2.63,133.05,-0.27
"(30, 20, 2)",10,200,10,36,13,31,50.44,0.36,2.62,132.15,-0.27
"(30, 20, 2)",28,145,3,17,13,31,49.18,0.35,2.68,131.8,-0.33
"(30, 20, 2)",28,157,4,17,13,31,50.56,0.36,2.6,131.46,-0.34
"(30, 20, 2)",10,61,10,17,13,31,47.56,0.35,2.74,130.31,-0.41
