top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",10,200,10,17,13,31,60.87,0.38,2.71,164.96,-0.28
"(30, 20, 2)",9,200,10,17,20,31,56.46,0.37,2.69,151.88,-0.26
"(30, 20, 2)",10,200,11,17,20,31,56.1,0.37,2.68,150.35,-0.27
"(30, 20, 2)",7,200,10,17,20,31,54.6,0.36,2.67,145.78,-0.26
"(30, 20, 2)",10,200,13,17,20,31,54.6,0.36,2.66,145.24,-0.27
"(30, 20, 2)",10,200,10,17,20,31,54.48,0.36,2.66,144.92,-0.26
"(30, 20, 2)",11,200,10,17,20,31,54.39,0.36,2.66,144.68,-0.26
"(30, 20, 2)",10,190,10,17,20,31,54.01,0.36,2.65,143.13,-0.26
"(30, 20, 2)",10,217,10,17,20,31,53.8,0.36,2.63,141.49,-0.3
"(30, 20, 2)",10,200,10,17,19,31,53.16,0.36,2.65,140.87,-0.26
"(30, 20, 2)",10,200,17,17,20,31,53.22,0.36,2.64,140.5,-0.31
"(30, 20, 2)",13,200,10,17,20,31,51.22,0.36,2.6,133.17,-0.3
"(30, 20, 2)",10,200,15,17,20,31,50.18,0.36,2.59,129.97,-0.31
"(30, 20, 2)",10,200,10,17,40,31,49.5,0.35,2.61,129.2,-0.28
"(30, 20, 2)",10,163,10,17,20,31,48.97,0.35,2.61,127.81,-0.28
"(30, 20, 2)",10,200,10,19,20,31,49.35,0.35,2.57,126.83,-0.26
"(30, 20, 2)",10,200,10,22,20,31,49.34,0.35,2.57,126.8,-0.26
"(30, 20, 2)",10,200,10,13,20,31,48.92,0.35,2.57,125.72,-0.26
"(30, 20, 2)",17,200,10,17,20,31,48.91,0.35,2.54,124.23,-0.35
"(30, 20, 2)",10,200,10,17,31,31,47.7,0.35,2.6,124.02,-0.28
"(30, 20, 2)",15,200,10,17,20,31,48.62,0.35,2.54,123.49,-0.35
"(30, 20, 2)",10,200,10,17,37,31,46.2,0.35,2.58,119.2,-0.28
"(30, 20, 2)",10,200,10,17,28,31,46.19,0.35,2.58,119.17,-0.28
"(30, 20, 2)",10,200,10,50,13,31,46.13,0.35,2.58,119.02,-0.27
"(30, 20, 2)",10,200,5,17,20,31,44.79,0.34,2.65,118.69,-0.29
"(30, 20, 2)",10,200,10,17,22,31,45.74,0.35,2.57,117.55,-0.26
"(30, 20, 2)",19,200,10,17,20,31,46.82,0.35,2.51,117.52,-0.35
"(30, 20, 2)",10,109,10,17,20,31,45.28,0.34,2.59,117.28,-0.37
"(30, 20, 2)",10,200,10,17,34,31,45.37,0.34,2.58,117.05,-0.28
"(30, 20, 2)",10,200,10,34,20,31,45.51,0.35,2.53,115.14,-0.26
"(30, 20, 2)",10,200,19,17,20,31,45.73,0.35,2.51,114.78,-0.31
"(30, 20, 2)",10,200,10,17,25,31,44.65,0.34,2.56,114.3,-0.26
"(30, 20, 2)",10,200,9,17,20,31,44.62,0.34,2.55,113.78,-0.26
"(30, 20, 2)",10,200,10,28,20,31,44.9,0.34,2.52,113.15,-0.26
"(30, 20, 2)",10,200,10,41,20,31,44.8,0.34,2.51,112.45,-0.27
"(30, 20, 2)",10,200,10,25,20,31,43.91,0.34,2.51,110.21,-0.26
"(30, 20, 2)",10,200,10,31,20,31,43.77,0.34,2.5,109.43,-0.27
"(30, 20, 2)",10,200,10,33,20,31,43.33,0.34,2.51,108.76,-0.26
"(30, 20, 2)",10,244,10,17,20,31,42.35,0.34,2.47,104.6,-0.35
"(30, 20, 2)",5,200,10,17,20,31,41.64,0.34,2.5,104.1,-0.28
"(30, 20, 2)",10,200,10,50,37,31,41.71,0.34,2.48,103.44,-0.27
"(30, 20, 2)",10,200,10,17,20,36,42.03,0.34,2.46,103.39,-0.26
"(30, 20, 2)",10,200,10,50,31,31,41.29,0.34,2.47,101.99,-0.27
"(30, 20, 2)",10,55,10,17,20,31,37.64,0.33,2.65,99.75,-0.46
"(30, 20, 2)",10,200,10,50,34,31,39.79,0.33,2.45,97.49,-0.29
"(30, 20, 2)",10,200,10,50,28,31,39.68,0.33,2.45,97.22,-0.28
"(30, 20, 2)",10,136,10,17,20,31,38.24,0.33,2.48,94.84,-0.29
"(30, 20, 2)",10,218,10,50,20,31,38.69,0.33,2.43,94.02,-0.3
"(30, 20, 2)",10,200,10,50,40,31,38.53,0.33,2.44,94.01,-0.27
"(30, 20, 2)",10,200,10,49,20,31,38.17,0.33,2.43,92.75,-0.27
"(30, 20, 2)",9,200,10,50,20,31,37.37,0.33,2.44,91.18,-0.27
"(30, 20, 2)",10,200,11,50,20,31,37.13,0.32,2.43,90.23,-0.28
"(30, 20, 2)",10,200,10,50,43,31,37.07,0.32,2.42,89.71,-0.3
"(30, 20, 2)",10,200,10,50,22,31,36.79,0.32,2.42,89.03,-0.27
"(30, 20, 2)",10,200,10,57,20,31,36.65,0.32,2.42,88.69,-0.28
"(30, 20, 2)",10,271,10,17,20,31,36.98,0.32,2.39,88.38,-0.35
"(30, 20, 2)",10,200,13,50,20,31,36.27,0.32,2.41,87.41,-0.28
"(30, 20, 2)",7,200,10,50,20,31,36.12,0.32,2.42,87.41,-0.27
"(30, 20, 2)",10,200,10,17,16,31,35.65,0.32,2.44,86.99,-0.28
"(30, 20, 2)",10,200,10,50,20,31,36.05,0.32,2.41,86.88,-0.27
"(30, 20, 2)",11,200,10,50,20,31,35.98,0.32,2.41,86.71,-0.27
"(30, 20, 2)",1,200,10,17,20,31,35.25,0.32,2.44,86.01,-0.29
"(30, 20, 2)",10,200,10,50,37,29,36.02,0.32,2.38,85.73,-0.3
"(30, 20, 2)",10,200,10,50,19,31,35.21,0.32,2.4,84.5,-0.27
"(30, 20, 2)",10,200,17,50,20,31,35.35,0.32,2.39,84.49,-0.32
"(30, 20, 2)",3,200,10,17,20,31,34.53,0.32,2.41,83.22,-0.27
"(30, 20, 2)",10,200,10,50,45,29,34.54,0.32,2.38,82.21,-0.36
