top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 1)",50,161,12,20,13,15,2.37,0.1,1.95,4.62,-0.18
"(30, 20, 1)",50,200,12,20,19,15,2.33,0.1,1.93,4.5,-0.16
"(30, 19, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 22, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 25, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 28, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,11,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,7,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,16,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",49,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,203,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,10,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,28,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,13,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,22,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,25,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,19,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 16, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 13, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 10, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(43, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(27, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,15,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,17,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,14,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,16,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,18,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(15, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(19, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(23, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(31, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",50,200,12,20,9,15,2.33,0.1,1.93,4.5,-0.16
"(35, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(39, 20, 1)",50,200,12,20,13,15,2.33,0.1,1.93,4.5,-0.16
"(30, 20, 1)",55,200,12,20,13,15,2.32,0.1,1.92,4.45,-0.17
"(30, 20, 1)",50,200,4,20,13,15,2.27,0.1,1.92,4.36,-0.17
"(30, 20, 1)",67,200,12,20,13,15,2.25,0.1,1.9,4.27,-0.16
"(30, 20, 1)",50,182,12,20,13,15,2.25,0.1,1.9,4.27,-0.18
"(30, 20, 1)",53,200,10,20,13,15,2.22,0.09,1.86,4.13,-0.18
"(30, 20, 1)",73,200,12,20,13,15,2.18,0.09,1.87,4.08,-0.16
"(30, 20, 1)",50,200,6,20,13,15,2.18,0.09,1.86,4.05,-0.16
"(30, 20, 1)",37,200,12,20,13,15,2.19,0.09,1.84,4.03,-0.21
"(30, 20, 1)",61,200,12,20,13,15,2.18,0.09,1.85,4.03,-0.18
"(30, 20, 1)",50,224,12,20,13,15,2.17,0.09,1.85,4.01,-0.22
"(30, 20, 1)",50,119,12,20,13,15,2.14,0.09,1.86,3.98,-0.15
"(30, 20, 1)",50,140,12,20,13,15,2.14,0.09,1.86,3.98,-0.16
"(30, 20, 1)",31,200,12,20,13,15,2.15,0.09,1.82,3.91,-0.21
"(30, 23, 1)",50,200,10,20,13,15,2.11,0.09,1.81,3.82,-0.16
"(23, 20, 1)",50,200,10,20,13,15,2.11,0.09,1.81,3.82,-0.16
"(15, 20, 1)",50,200,10,20,13,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,14,13,15,2.11,0.09,1.81,3.82,-0.16
"(30, 29, 1)",50,200,10,20,13,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,20,7,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,20,5,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,20,19,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,29,13,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,26,13,15,2.11,0.09,1.81,3.82,-0.16
"(30, 20, 1)",50,200,10,20,17,15,2.11,0.09,1.81,3.82,-0.16
"(31, 20, 1)",50,200,10,20,13,15,2.11,0.09,1.81,3.82,-0.16
