top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(40, 20, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 21, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 19, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(42, 20, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(41, 20, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(39, 20, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(38, 20, 2)",10,216,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 20, 2)",10,226,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 20, 2)",10,217,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 20, 2)",10,219,10,17,13,34,1.64,0.08,1.87,3.07,-0.17
"(40, 20, 2)",10,223,10,17,13,34,1.63,0.08,1.86,3.03,-0.17
"(40, 20, 2)",10,220,10,17,13,34,1.63,0.08,1.86,3.03,-0.17
"(40, 20, 2)",10,207,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 20, 2)",10,208,10,16,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 20, 2)",10,208,10,18,13,34,1.58,0.08,1.82,2.88,-0.17
"(38, 20, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(39, 20, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 19, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(41, 20, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(42, 20, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 21, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 20, 2)",10,208,10,17,13,34,1.58,0.08,1.82,2.88,-0.17
"(40, 20, 2)",10,211,10,17,13,34,1.57,0.08,1.82,2.86,-0.17
"(40, 20, 2)",10,214,10,17,13,34,1.57,0.08,1.82,2.86,-0.17
"(40, 20, 2)",10,205,10,17,13,34,1.57,0.08,1.82,2.86,-0.17
"(40, 20, 2)",10,213,10,17,13,34,1.57,0.08,1.82,2.86,-0.17
"(40, 20, 2)",10,212,10,17,13,34,1.57,0.08,1.82,2.86,-0.17
"(40, 20, 2)",10,210,10,17,13,34,1.56,0.08,1.81,2.82,-0.17
"(40, 20, 2)",10,201,10,17,13,34,1.56,0.08,1.81,2.82,-0.17
"(40, 20, 2)",10,204,10,17,13,34,1.56,0.08,1.81,2.82,-0.17
"(40, 20, 2)",10,216,10,17,13,35,1.52,0.07,1.72,2.61,-0.16
"(40, 20, 2)",10,195,10,17,13,34,1.47,0.07,1.77,2.6,-0.16
"(40, 20, 2)",10,196,10,17,13,34,1.47,0.07,1.77,2.6,-0.16
"(40, 20, 2)",10,200,10,16,13,34,1.44,0.07,1.74,2.51,-0.17
"(42, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 21, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(43, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,200,10,18,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,198,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 19, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,200,10,17,12,34,1.44,0.07,1.74,2.51,-0.17
"(41, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,200,10,17,14,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(39, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(38, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(37, 20, 2)",10,200,10,17,13,34,1.44,0.07,1.74,2.51,-0.17
"(40, 20, 2)",10,208,10,17,13,35,1.48,0.07,1.69,2.5,-0.16
"(40, 20, 2)",10,208,10,17,13,32,1.42,0.07,1.71,2.43,-0.13
"(40, 20, 2)",10,184,10,17,13,34,1.35,0.07,1.68,2.27,-0.17
"(40, 20, 2)",10,188,10,17,13,34,1.34,0.07,1.68,2.25,-0.17
"(40, 20, 2)",10,216,10,17,13,33,1.39,0.07,1.61,2.24,-0.17
"(40, 20, 2)",10,192,10,17,13,34,1.33,0.07,1.67,2.22,-0.17
"(40, 20, 2)",10,200,10,17,13,35,1.35,0.07,1.61,2.17,-0.18
"(40, 20, 2)",10,208,10,17,13,33,1.36,0.07,1.58,2.15,-0.17
"(40, 20, 2)",10,200,10,17,13,32,1.31,0.07,1.64,2.15,-0.15
"(40, 20, 2)",10,200,10,17,13,28,1.32,0.07,1.54,2.03,-0.25
"(40, 20, 2)",10,208,10,17,13,36,1.24,0.06,1.55,1.92,-0.17
"(40, 20, 2)",10,200,10,17,13,29,1.27,0.07,1.51,1.92,-0.24
"(40, 20, 2)",10,200,10,17,13,33,1.25,0.06,1.52,1.9,-0.16
"(40, 20, 2)",10,215,10,17,13,31,1.25,0.06,1.5,1.88,-0.16
"(40, 20, 2)",10,220,10,17,13,31,1.24,0.06,1.5,1.86,-0.16
"(40, 20, 2)",10,200,10,17,13,30,1.21,0.06,1.5,1.82,-0.16
"(40, 20, 2)",10,205,10,17,13,31,1.2,0.06,1.46,1.75,-0.16
"(40, 20, 2)",9,200,10,17,13,31,1.18,0.06,1.46,1.72,-0.16
"(40, 20, 2)",10,210,10,17,13,31,1.17,0.06,1.44,1.68,-0.16
"(40, 20, 2)",10,200,10,17,13,36,1.11,0.06,1.47,1.63,-0.2
"(40, 20, 2)",10,195,10,17,13,31,1.12,0.06,1.41,1.58,-0.17
"(40, 20, 2)",10,180,10,17,13,31,1.1,0.06,1.41,1.55,-0.19
"(41, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(36, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 21, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 19, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 18, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(43, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(42, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(38, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(37, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,10,16,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,10,17,14,31,1.09,0.06,1.38,1.5,-0.17
"(39, 20, 2)",10,200,10,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,10,17,12,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,10,18,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,200,9,17,13,31,1.09,0.06,1.38,1.5,-0.17
"(40, 20, 2)",10,190,10,17,13,31,1.02,0.06,1.33,1.36,-0.19
"(40, 20, 2)",10,185,10,17,13,31,0.98,0.05,1.3,1.27,-0.19
