rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 10)",9,139,1,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,5,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,9,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,13,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,17,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,21,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,25,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,29,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,33,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 10)",9,139,37,34,16,8,15.3,0.25,8.41,128.67,-0.18
