rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
1,"(25, 20, 10)",9,139,86,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,129,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,133,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,209,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,193,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,177,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,102,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,145,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,93,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,97,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,179,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,168,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,157,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,146,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,124,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,113,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,109,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,161,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,91,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,114,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,100,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,107,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,142,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,135,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,128,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,121,34,16,8,5.61,0.28,5.43,30.46,-0.24
1,"(25, 20, 10)",9,139,49,34,16,8,5.5,0.27,5.36,29.48,-0.25
1,"(25, 20, 10)",9,139,51,34,16,8,5.5,0.27,5.36,29.48,-0.25
1,"(25, 20, 10)",9,139,85,34,16,8,5.41,0.27,5.31,28.73,-0.24
1,"(25, 20, 10)",9,139,81,34,16,8,5.41,0.27,5.31,28.73,-0.24
1,"(25, 20, 10)",9,139,80,34,16,8,5.41,0.27,5.31,28.73,-0.24
1,"(25, 20, 10)",9,139,79,34,16,8,5.41,0.27,5.31,28.73,-0.24
1,"(25, 20, 10)",9,139,44,34,16,8,5.39,0.27,5.3,28.57,-0.25
1,"(25, 20, 10)",9,139,47,34,16,8,5.33,0.27,5.26,28.04,-0.25
1,"(25, 20, 10)",9,139,65,34,16,8,5.26,0.27,5.22,27.46,-0.24
1,"(25, 20, 10)",9,139,72,34,16,8,5.26,0.27,5.22,27.46,-0.24
1,"(25, 20, 10)",9,139,61,34,16,8,5.26,0.27,5.22,27.46,-0.24
1,"(25, 20, 10)",9,139,69,34,16,8,5.26,0.27,5.22,27.46,-0.24
1,"(25, 20, 10)",9,139,58,34,16,8,5.25,0.27,5.22,27.4,-0.24
1,"(25, 20, 10)",9,139,73,34,16,8,5.18,0.26,5.17,26.78,-0.24
1,"(25, 20, 10)",9,139,43,34,16,8,5.11,0.26,5.18,26.47,-0.25
1,"(25, 20, 10)",9,139,13,34,16,8,3.94,0.23,4.92,19.38,-0.17
1,"(25, 20, 10)",9,139,37,34,16,8,4.17,0.24,4.64,19.35,-0.26
1,"(25, 20, 10)",9,139,25,34,16,8,4.06,0.23,4.66,18.92,-0.27
1,"(25, 20, 10)",9,139,36,34,16,8,4.11,0.23,4.59,18.86,-0.28
1,"(25, 20, 10)",9,139,31,34,16,8,4.07,0.23,4.53,18.44,-0.3
1,"(25, 20, 10)",9,139,19,34,16,8,3.89,0.23,4.6,17.89,-0.23
1,"(25, 20, 10)",9,139,33,34,16,8,3.96,0.23,4.48,17.74,-0.29
1,"(25, 20, 10)",9,139,14,34,16,8,3.7,0.22,4.67,17.28,-0.18
1,"(25, 20, 10)",9,139,17,34,16,8,3.55,0.22,4.44,15.76,-0.22
1,"(25, 20, 10)",9,139,7,34,16,8,2.53,0.18,4.92,12.45,-0.12
1,"(25, 20, 10)",9,139,1,34,16,8,0.77,0.08,4.17,3.21,-0.06
