rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
6,"(25, 20, 6)",2,139,80,34,16,8,7.58,0.32,6.35,48.13,-0.28
6,"(25, 20, 7)",2,139,80,34,16,8,7.43,0.31,6.34,47.11,-0.24
6,"(25, 20, 5)",2,139,80,34,16,8,6.68,0.3,5.81,38.81,-0.31
6,"(25, 20, 8)",2,139,80,34,16,8,6.1,0.28,6.26,38.19,-0.22
6,"(25, 20, 6)",9,139,80,34,16,8,6.34,0.29,5.99,37.98,-0.28
6,"(25, 20, 4)",2,139,80,34,16,8,6.83,0.3,5.43,37.09,-0.34
6,"(25, 20, 7)",9,139,80,34,16,8,6.17,0.29,5.96,36.77,-0.28
6,"(25, 20, 5)",3,139,80,34,16,8,5.69,0.27,5.56,31.64,-0.31
6,"(25, 20, 5)",1,139,80,34,16,8,5.69,0.27,5.5,31.3,-0.31
6,"(25, 20, 8)",9,139,80,34,16,8,5.23,0.26,5.91,30.91,-0.26
6,"(25, 20, 5)",11,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",10,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",4,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",9,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",8,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",7,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",12,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",13,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 10)",9,139,80,34,16,8,4.49,0.24,5.88,26.4,-0.24
6,"(25, 20, 11)",9,139,80,34,16,8,4.41,0.24,5.92,26.11,-0.23
6,"(25, 20, 9)",9,139,80,34,16,8,4.38,0.24,5.64,24.7,-0.25
6,"(25, 20, 3)",2,139,80,34,16,8,5.15,0.26,4.66,24.0,-0.36
6,"(25, 20, 5)",19,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",16,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",17,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",15,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",14,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",21,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 17)",9,139,80,34,16,8,3.76,0.22,6.12,23.01,-0.19
6,"(25, 20, 15)",9,139,80,34,16,8,3.82,0.22,5.98,22.84,-0.22
6,"(25, 20, 5)",29,139,80,34,16,8,4.4,0.24,5.0,22.0,-0.31
6,"(25, 20, 5)",25,139,80,34,16,8,4.4,0.24,5.0,22.0,-0.31
6,"(25, 20, 5)",5,139,80,34,16,8,4.36,0.24,5.01,21.84,-0.31
6,"(25, 20, 5)",6,139,80,34,16,8,4.36,0.24,5.01,21.84,-0.31
6,"(25, 20, 13)",9,139,80,34,16,8,3.78,0.22,5.67,21.43,-0.26
6,"(25, 20, 4)",9,139,80,34,16,8,4.33,0.24,4.69,20.31,-0.38
6,"(25, 20, 5)",23,139,80,34,16,8,4.02,0.23,4.82,19.38,-0.31
6,"(25, 20, 1)",9,139,80,34,16,8,5.1,0.26,3.46,17.65,-0.69
6,"(25, 20, 2)",2,139,80,34,16,8,4.13,0.23,3.84,15.86,-0.49
6,"(25, 20, 3)",9,139,80,34,16,8,3.41,0.21,3.99,13.61,-0.41
6,"(25, 20, 2)",9,139,80,34,16,8,2.63,0.18,3.29,8.65,-0.5
