rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 3)",9,139,10,34,16,8,18.68,0.27,8.22,153.55,-0.19
3,"(25, 20, 3)",9,139,11,34,16,8,20.6,0.28,7.44,153.26,-0.21
3,"(25, 20, 3)",9,139,13,34,16,8,21.38,0.28,7.14,152.65,-0.21
3,"(25, 20, 3)",9,139,12,34,16,8,21.09,0.28,7.12,150.16,-0.23
3,"(25, 20, 3)",9,139,9,34,16,8,12.53,0.23,8.15,102.12,-0.19
3,"(25, 20, 3)",9,139,8,34,16,8,9.55,0.21,7.73,73.82,-0.19
3,"(25, 20, 3)",9,139,7,34,16,8,4.33,0.14,6.36,27.54,-0.23
3,"(25, 20, 3)",9,139,6,34,16,8,2.73,0.11,5.37,14.66,-0.2
3,"(25, 20, 3)",9,139,4,34,16,8,2.02,0.09,5.31,10.73,-0.14
3,"(25, 20, 3)",9,139,5,34,16,8,1.93,0.09,4.93,9.51,-0.17
3,"(25, 20, 3)",9,139,3,34,16,8,1.35,0.07,5.36,7.24,-0.09
3,"(25, 20, 3)",9,139,2,34,16,8,1.14,0.06,5.88,6.7,-0.09
3,"(25, 20, 3)",9,139,1,34,16,8,0.71,0.04,4.85,3.44,-0.07
