rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 10)",9,139,25,34,16,8,9.05,0.2,7.4,66.97,-0.19
3,"(25, 20, 10)",9,139,21,34,16,8,8.8,0.2,7.46,65.65,-0.17
3,"(25, 20, 10)",9,139,29,34,16,8,8.82,0.2,7.26,64.03,-0.18
3,"(25, 20, 10)",9,139,33,34,16,8,8.56,0.2,7.18,61.46,-0.19
3,"(25, 20, 10)",9,139,37,34,16,8,8.27,0.19,7.17,59.3,-0.18
3,"(25, 20, 10)",9,139,17,34,16,8,6.71,0.18,7.14,47.91,-0.19
3,"(25, 20, 10)",9,139,13,34,16,8,4.76,0.15,6.76,32.18,-0.17
3,"(25, 20, 10)",9,139,9,34,16,8,3.01,0.12,6.81,20.5,-0.18
3,"(25, 20, 10)",9,139,5,34,16,8,1.02,0.06,4.7,4.79,-0.15
3,"(25, 20, 10)",9,139,1,34,16,8,0.59,0.04,6.1,3.6,-0.06
