rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
1,"(25, 20, 5)",9,139,80,16,16,9,67.11,0.73,6.79,455.68,-0.46
1,"(25, 20, 5)",9,139,80,16,16,8,62.13,0.72,6.79,421.86,-0.44
1,"(25, 20, 5)",9,139,80,16,16,10,58.34,0.7,6.75,393.8,-0.46
1,"(25, 20, 5)",9,139,80,16,15,9,58.59,0.7,6.54,383.18,-0.48
1,"(25, 20, 5)",9,139,80,16,9,9,56.01,0.69,6.54,366.31,-0.46
1,"(25, 20, 5)",9,139,80,16,11,9,54.59,0.69,6.45,352.11,-0.46
1,"(25, 20, 5)",9,139,80,16,14,9,53.98,0.69,6.52,351.95,-0.46
1,"(25, 20, 5)",9,139,80,16,13,9,54.15,0.69,6.49,351.43,-0.46
1,"(25, 20, 5)",9,139,80,16,10,9,54.03,0.69,6.47,349.57,-0.46
1,"(25, 20, 5)",9,139,80,16,16,11,52.14,0.68,6.53,340.47,-0.45
1,"(25, 20, 5)",9,139,80,16,16,7,50.31,0.67,6.68,336.07,-0.5
1,"(25, 20, 5)",9,139,80,16,12,9,46.86,0.66,6.28,294.28,-0.46
1,"(25, 20, 5)",9,139,80,16,16,14,31.25,0.57,5.63,175.94,-0.54
1,"(25, 20, 5)",9,139,80,16,16,4,26.91,0.54,6.22,167.38,-0.46
1,"(25, 20, 5)",9,139,80,16,16,15,29.19,0.56,5.5,160.55,-0.56
1,"(25, 20, 5)",9,139,80,16,13,5,23.14,0.51,5.87,135.83,-0.49
1,"(25, 20, 5)",9,139,80,16,16,13,24.74,0.53,5.47,135.33,-0.5
1,"(25, 20, 5)",9,139,80,16,16,6,22.18,0.51,5.51,122.21,-0.48
1,"(25, 20, 5)",9,139,80,16,16,1,20.55,0.49,5.76,118.37,-0.37
1,"(25, 20, 5)",9,139,80,16,9,5,20.74,0.49,5.67,117.6,-0.44
1,"(25, 20, 5)",9,139,80,16,5,5,19.64,0.48,5.59,109.79,-0.49
1,"(25, 20, 5)",9,139,80,16,16,3,18.83,0.48,5.44,102.44,-0.44
1,"(25, 20, 5)",9,139,80,16,16,12,19.82,0.49,5.15,102.07,-0.54
1,"(25, 20, 5)",9,139,80,16,16,5,17.98,0.47,5.57,100.15,-0.49
