rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
6,"(25, 20, 5)",2,139,80,25,16,10,6.23,0.29,5.83,36.32,-0.3
6,"(25, 20, 7)",9,139,80,34,16,10,6.02,0.28,6.03,36.3,-0.32
6,"(25, 20, 5)",9,139,80,33,16,10,6.16,0.29,5.84,35.97,-0.26
6,"(25, 20, 5)",1,139,80,34,16,15,6.51,0.29,5.49,35.74,-0.34
6,"(25, 20, 5)",2,139,80,21,16,10,6.36,0.29,5.57,35.43,-0.4
6,"(25, 20, 5)",2,139,80,17,16,10,6.09,0.28,5.68,34.59,-0.38
6,"(25, 20, 5)",9,139,80,34,19,8,6.03,0.28,5.69,34.31,-0.31
6,"(25, 20, 9)",9,139,80,34,16,10,5.56,0.27,6.09,33.86,-0.28
6,"(25, 20, 5)",9,139,80,65,16,10,6.27,0.29,5.39,33.8,-0.36
6,"(25, 20, 5)",9,139,80,34,13,8,6.0,0.28,5.63,33.78,-0.31
6,"(25, 20, 5)",9,139,80,34,31,8,6.08,0.28,5.55,33.74,-0.31
6,"(25, 20, 5)",1,139,80,73,16,10,6.18,0.29,5.4,33.37,-0.28
6,"(25, 20, 1)",9,139,80,34,16,10,8.47,0.33,3.87,32.78,-0.63
6,"(25, 20, 5)",9,139,80,37,16,8,5.94,0.28,5.51,32.73,-0.33
6,"(25, 20, 5)",9,139,80,49,16,10,6.02,0.28,5.43,32.69,-0.43
6,"(25, 20, 5)",9,139,80,34,33,10,5.9,0.28,5.42,31.98,-0.29
6,"(25, 20, 11)",9,139,80,34,16,10,5.08,0.26,6.29,31.95,-0.24
6,"(25, 20, 5)",1,139,80,34,16,8,5.69,0.27,5.5,31.3,-0.31
6,"(25, 20, 5)",1,139,80,61,16,10,6.01,0.28,5.16,31.01,-0.35
6,"(25, 20, 5)",9,139,80,81,16,10,5.85,0.28,5.3,31.0,-0.28
6,"(25, 20, 5)",1,139,80,25,16,10,5.3,0.27,5.52,29.26,-0.3
6,"(25, 20, 5)",9,139,80,34,25,8,5.5,0.27,5.3,29.15,-0.31
6,"(25, 20, 5)",2,139,80,34,21,4,4.83,0.25,5.9,28.5,-0.25
6,"(25, 20, 13)",9,139,80,34,16,10,4.53,0.24,6.21,28.13,-0.22
6,"(25, 20, 5)",13,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",9,139,80,34,16,8,5.25,0.26,5.35,28.09,-0.31
6,"(25, 20, 5)",2,139,80,34,16,4,4.66,0.25,5.84,27.21,-0.25
6,"(25, 20, 5)",9,139,80,89,16,10,5.24,0.26,5.12,26.83,-0.26
6,"(25, 20, 5)",9,139,80,34,16,16,5.34,0.27,5.02,26.81,-0.47
6,"(25, 20, 5)",1,139,80,34,16,3,4.85,0.25,5.5,26.67,-0.28
6,"(25, 20, 5)",9,139,80,109,16,8,4.88,0.25,5.36,26.16,-0.32
6,"(25, 20, 11)",9,139,80,34,16,8,4.41,0.24,5.92,26.11,-0.23
6,"(25, 20, 5)",1,139,80,19,16,10,4.87,0.25,5.29,25.76,-0.37
6,"(25, 20, 5)",9,139,80,25,16,10,4.83,0.25,5.27,25.45,-0.35
6,"(25, 20, 9)",9,139,80,34,16,8,4.38,0.24,5.64,24.7,-0.25
6,"(25, 20, 5)",9,139,80,49,16,8,4.84,0.25,5.06,24.49,-0.41
6,"(25, 20, 5)",17,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",21,139,80,34,16,8,4.69,0.25,5.11,23.97,-0.31
6,"(25, 20, 5)",9,139,80,17,16,10,4.61,0.25,5.08,23.42,-0.41
6,"(25, 20, 5)",9,139,80,61,16,8,4.67,0.25,4.95,23.12,-0.38
6,"(25, 20, 17)",9,139,80,34,16,8,3.76,0.22,6.12,23.01,-0.19
6,"(25, 20, 15)",9,139,80,34,16,8,3.82,0.22,5.98,22.84,-0.22
6,"(25, 20, 5)",25,139,80,34,16,8,4.4,0.24,5.0,22.0,-0.31
6,"(25, 20, 5)",29,139,80,34,16,8,4.4,0.24,5.0,22.0,-0.31
6,"(25, 20, 5)",9,139,80,73,16,10,4.58,0.25,4.8,21.98,-0.33
6,"(25, 20, 5)",9,139,80,73,16,8,4.45,0.24,4.93,21.94,-0.37
6,"(25, 20, 5)",5,139,80,34,16,8,4.36,0.24,5.01,21.84,-0.31
6,"(25, 20, 5)",2,139,80,34,21,7,4.35,0.24,5.02,21.84,-0.33
6,"(25, 20, 5)",9,139,80,85,16,8,4.38,0.24,4.97,21.77,-0.32
6,"(25, 20, 5)",9,139,80,57,16,10,4.5,0.24,4.83,21.74,-0.39
6,"(25, 20, 13)",9,139,80,34,16,8,3.78,0.22,5.67,21.43,-0.26
6,"(25, 20, 5)",9,139,80,25,16,8,4.33,0.24,4.88,21.13,-0.4
6,"(25, 20, 5)",2,139,80,34,21,5,4.09,0.23,5.13,20.98,-0.26
6,"(25, 20, 5)",9,139,80,97,16,8,4.18,0.23,4.78,19.98,-0.4
6,"(25, 20, 5)",9,139,80,34,16,4,3.82,0.22,5.12,19.56,-0.25
6,"(25, 20, 5)",9,139,80,34,16,1,3.78,0.22,4.8,18.14,-0.28
6,"(25, 20, 1)",9,139,80,34,16,8,5.1,0.26,3.46,17.65,-0.69
6,"(25, 20, 5)",1,139,80,34,16,1,3.56,0.21,4.89,17.41,-0.28
6,"(25, 20, 5)",9,139,80,34,16,7,3.41,0.21,4.56,15.55,-0.38
6,"(25, 20, 5)",1,139,80,34,16,7,3.26,0.2,4.52,14.74,-0.35
6,"(25, 20, 5)",1,139,80,34,16,5,3.12,0.2,4.61,14.38,-0.25
6,"(25, 20, 3)",9,139,80,34,16,8,3.41,0.21,3.99,13.61,-0.41
