rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 5)",9,139,22,34,16,8,20.02,0.28,8.02,160.56,-0.2
3,"(25, 20, 5)",9,139,45,34,16,8,20.68,0.28,7.51,155.31,-0.22
3,"(25, 20, 5)",9,139,21,34,16,8,18.86,0.27,8.01,151.07,-0.2
3,"(25, 20, 5)",9,139,25,34,16,8,18.84,0.27,7.86,148.08,-0.17
3,"(25, 20, 5)",9,139,24,34,16,8,18.69,0.27,7.83,146.34,-0.2
3,"(25, 20, 5)",9,139,30,34,16,8,18.3,0.27,7.64,139.81,-0.2
3,"(25, 20, 5)",9,139,29,34,16,8,18.29,0.27,7.62,139.37,-0.2
3,"(25, 20, 5)",9,139,27,34,16,8,17.82,0.26,7.61,135.61,-0.18
3,"(25, 20, 5)",9,139,19,34,16,8,16.59,0.26,7.88,130.73,-0.28
3,"(25, 20, 5)",9,139,41,34,16,8,15.84,0.25,7.11,112.62,-0.24
3,"(25, 20, 5)",9,139,33,34,16,8,15.44,0.25,7.27,112.25,-0.22
3,"(25, 20, 5)",9,139,18,34,16,8,13.77,0.24,7.59,104.51,-0.27
3,"(25, 20, 5)",9,139,37,34,16,8,14.69,0.25,7.09,104.15,-0.23
3,"(25, 20, 5)",9,139,17,34,16,8,13.52,0.24,7.53,101.81,-0.27
3,"(25, 20, 5)",9,139,36,34,16,8,14.24,0.24,7.08,100.82,-0.23
3,"(25, 20, 5)",9,139,15,34,16,8,12.74,0.23,7.29,92.87,-0.26
3,"(25, 20, 5)",9,139,10,34,16,8,9.74,0.21,8.61,83.86,-0.22
3,"(25, 20, 5)",9,139,16,34,16,8,11.27,0.22,7.04,79.34,-0.29
3,"(25, 20, 5)",9,139,12,34,16,8,10.48,0.22,7.43,77.87,-0.24
3,"(25, 20, 5)",9,139,13,34,16,8,9.62,0.21,7.18,69.07,-0.24
3,"(25, 20, 5)",9,139,9,34,16,8,6.13,0.17,7.85,48.12,-0.2
3,"(25, 20, 5)",9,139,7,34,16,8,2.97,0.12,6.48,19.25,-0.22
3,"(25, 20, 5)",9,139,4,34,16,8,1.77,0.08,5.79,10.25,-0.14
3,"(25, 20, 5)",9,139,6,34,16,8,1.9,0.09,5.3,10.07,-0.2
3,"(25, 20, 5)",9,139,1,34,16,8,0.98,0.06,7.14,7.0,-0.06
3,"(25, 20, 5)",9,139,5,34,16,8,1.42,0.07,4.9,6.96,-0.2
