rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 3)",9,139,104,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,100,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,126,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,137,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,148,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,159,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,170,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,115,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 3)",9,139,49,34,16,8,67.41,0.4,8.13,548.04,-0.25
3,"(25, 20, 3)",9,139,51,34,16,8,66.84,0.4,8.12,542.74,-0.25
3,"(25, 20, 3)",9,139,55,34,16,8,61.84,0.39,7.97,492.86,-0.26
3,"(25, 20, 3)",9,139,93,34,16,8,61.0,0.39,7.93,483.73,-0.31
3,"(25, 20, 3)",9,139,91,34,16,8,61.0,0.39,7.93,483.73,-0.31
3,"(25, 20, 3)",9,139,64,34,16,8,56.46,0.38,7.79,439.82,-0.28
3,"(25, 20, 3)",9,139,60,34,16,8,55.79,0.38,7.76,432.93,-0.28
3,"(25, 20, 3)",9,139,61,34,16,8,55.79,0.38,7.76,432.93,-0.28
3,"(25, 20, 3)",9,139,71,34,16,8,55.15,0.38,7.74,426.86,-0.3
3,"(25, 20, 3)",9,139,73,34,16,8,54.51,0.38,7.72,420.82,-0.3
3,"(25, 20, 3)",9,139,46,34,16,8,52.33,0.37,7.98,417.59,-0.31
3,"(25, 20, 3)",9,139,81,34,16,8,47.69,0.36,7.45,355.29,-0.32
3,"(25, 20, 3)",9,139,82,34,16,8,47.69,0.36,7.45,355.29,-0.32
3,"(25, 20, 3)",9,139,19,34,16,8,37.95,0.34,7.78,295.25,-0.27
3,"(25, 20, 3)",9,139,28,34,16,8,35.1,0.33,7.59,266.41,-0.25
3,"(25, 20, 3)",9,139,27,34,16,8,34.89,0.33,7.6,265.16,-0.24
3,"(25, 20, 3)",9,139,21,34,16,8,31.86,0.32,7.59,241.82,-0.29
3,"(25, 20, 3)",9,139,31,34,16,8,31.08,0.32,7.39,229.68,-0.28
3,"(25, 20, 3)",9,139,41,34,16,8,25.42,0.3,6.94,176.41,-0.36
3,"(25, 20, 3)",9,139,37,34,16,8,24.61,0.3,7.03,173.01,-0.31
3,"(25, 20, 3)",9,139,38,34,16,8,23.89,0.29,6.96,166.27,-0.33
3,"(25, 20, 3)",9,139,10,34,16,8,18.68,0.27,8.22,153.55,-0.19
3,"(25, 20, 3)",9,139,11,34,16,8,20.6,0.28,7.44,153.26,-0.21
3,"(25, 20, 3)",9,139,1,34,16,8,0.71,0.04,4.85,3.44,-0.07
