rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
1,"(25, 20, 5)",9,139,80,25,16,5,22.09,0.51,5.76,127.24,-0.52
1,"(25, 20, 5)",9,139,80,55,16,9,21.26,0.5,5.8,123.31,-0.46
1,"(25, 20, 5)",9,139,80,16,16,1,20.55,0.49,5.76,118.37,-0.37
1,"(25, 20, 5)",9,139,80,58,16,9,19.6,0.48,5.75,112.7,-0.47
1,"(25, 20, 5)",9,139,80,37,16,2,18.44,0.47,5.81,107.14,-0.45
1,"(25, 20, 5)",9,139,80,37,16,1,18.43,0.47,5.57,102.66,-0.42
1,"(25, 20, 5)",9,139,80,16,16,3,18.83,0.48,5.44,102.44,-0.44
1,"(25, 20, 5)",9,139,80,43,16,5,17.71,0.46,5.69,100.77,-0.52
1,"(25, 20, 5)",9,139,80,16,16,5,17.98,0.47,5.57,100.15,-0.49
1,"(25, 20, 5)",9,139,80,55,16,5,17.21,0.46,5.56,95.69,-0.48
1,"(25, 20, 5)",9,139,80,73,16,9,16.43,0.45,5.69,93.49,-0.47
1,"(25, 20, 5)",9,139,80,19,16,5,15.76,0.44,5.22,82.27,-0.49
1,"(25, 20, 5)",9,139,80,62,16,9,14.89,0.43,5.09,75.79,-0.47
1,"(25, 20, 5)",9,139,80,79,16,9,12.5,0.4,4.84,60.5,-0.47
1,"(25, 20, 5)",9,139,80,49,16,5,11.71,0.39,4.9,57.38,-0.52
1,"(25, 20, 5)",9,139,80,67,16,9,11.11,0.38,4.75,52.77,-0.49
1,"(25, 20, 5)",9,139,80,66,16,9,8.44,0.34,4.39,37.05,-0.49
