rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 1)",9,139,60,34,16,8,293.82,0.58,6.69,1965.66,-0.52
3,"(25, 20, 3)",9,139,60,34,16,8,79.21,0.42,8.28,655.86,-0.31
3,"(25, 20, 5)",9,139,60,34,16,8,33.2,0.33,8.31,275.89,-0.24
3,"(25, 20, 4)",9,139,60,34,16,8,35.77,0.33,7.71,275.79,-0.27
3,"(25, 20, 7)",9,139,60,34,16,8,26.29,0.3,8.33,219.0,-0.24
3,"(25, 20, 9)",9,139,60,34,16,8,16.75,0.26,8.32,139.36,-0.2
3,"(25, 20, 10)",9,139,60,34,16,8,15.3,0.25,8.41,128.67,-0.18
3,"(25, 20, 11)",9,139,60,34,16,8,14.52,0.25,8.56,124.29,-0.21
3,"(25, 20, 13)",9,139,60,34,16,8,12.01,0.23,8.54,102.57,-0.22
3,"(25, 20, 15)",9,139,60,34,16,8,11.11,0.22,8.6,95.55,-0.23
3,"(25, 20, 16)",9,139,60,34,16,8,10.58,0.22,8.57,90.67,-0.22
3,"(25, 20, 17)",9,139,60,34,16,8,10.32,0.21,8.73,90.09,-0.21
3,"(25, 20, 19)",9,139,60,34,16,8,9.46,0.21,8.85,83.72,-0.19
