top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(25, 20, 5)",9,139,80,85,47,4,17.98,0.26,2.45,44.05,-0.27
"(25, 20, 5)",9,139,80,85,41,4,16.5,0.25,2.41,39.76,-0.25
"(25, 20, 5)",9,139,80,85,40,4,16.18,0.25,2.39,38.67,-0.25
"(25, 20, 5)",9,139,80,85,38,4,15.76,0.24,2.38,37.51,-0.25
"(25, 20, 5)",9,139,80,85,35,4,15.23,0.24,2.38,36.25,-0.25
"(25, 20, 5)",9,139,80,85,31,4,15.11,0.24,2.36,35.66,-0.25
"(25, 20, 5)",9,139,80,85,29,4,15.21,0.24,2.34,35.59,-0.25
"(25, 20, 5)",9,139,80,85,51,4,15.26,0.24,2.33,35.56,-0.26
"(25, 20, 5)",9,139,80,85,46,4,15.11,0.24,2.33,35.21,-0.27
"(25, 20, 5)",9,139,80,85,44,4,14.88,0.24,2.36,35.12,-0.28
"(25, 20, 5)",9,139,80,85,62,4,14.9,0.24,2.31,34.42,-0.28
"(25, 20, 5)",9,139,80,85,43,4,14.56,0.24,2.32,33.78,-0.27
"(25, 20, 5)",9,139,80,83,41,4,14.31,0.23,2.3,32.91,-0.27
"(25, 20, 5)",9,139,80,85,36,4,13.88,0.23,2.3,31.92,-0.25
"(25, 20, 5)",9,139,80,85,64,4,13.6,0.23,2.27,30.87,-0.28
"(25, 20, 5)",9,139,80,85,11,4,13.46,0.23,2.26,30.42,-0.28
"(25, 20, 5)",9,139,80,85,57,4,13.42,0.23,2.24,30.06,-0.26
"(25, 20, 5)",9,139,80,82,41,4,13.25,0.23,2.25,29.81,-0.27
"(25, 20, 5)",9,139,80,85,53,4,13.32,0.23,2.23,29.7,-0.25
"(25, 20, 5)",9,139,80,85,50,4,13.24,0.23,2.23,29.53,-0.26
"(25, 20, 5)",9,139,80,88,41,4,12.7,0.22,2.23,28.32,-0.26
"(25, 20, 5)",9,139,80,85,66,4,12.75,0.22,2.21,28.18,-0.25
"(25, 20, 5)",9,139,80,85,17,4,12.63,0.22,2.23,28.16,-0.25
"(25, 20, 5)",9,139,80,85,78,4,12.5,0.22,2.21,27.62,-0.29
"(25, 20, 5)",9,139,80,85,32,4,12.33,0.22,2.22,27.37,-0.25
"(25, 20, 5)",9,139,80,85,85,4,12.46,0.22,2.18,27.16,-0.27
"(25, 20, 5)",9,139,80,101,40,4,12.25,0.22,2.2,26.95,-0.29
"(25, 20, 5)",9,139,80,85,16,4,12.15,0.22,2.21,26.85,-0.25
"(25, 20, 5)",9,139,80,85,40,10,12.35,0.22,2.16,26.68,-0.29
"(25, 20, 5)",9,139,80,85,23,4,11.94,0.22,2.2,26.27,-0.27
"(25, 20, 5)",9,139,80,85,61,4,12.13,0.22,2.15,26.08,-0.28
"(25, 20, 5)",9,139,80,85,21,4,11.94,0.22,2.18,26.03,-0.25
"(25, 20, 5)",9,139,80,85,65,4,12.01,0.22,2.16,25.94,-0.29
"(25, 20, 5)",9,139,80,99,41,4,11.85,0.22,2.17,25.71,-0.28
"(25, 20, 5)",9,139,80,85,76,4,11.76,0.22,2.17,25.52,-0.25
"(25, 20, 5)",9,139,80,143,41,4,11.68,0.22,2.18,25.46,-0.27
"(25, 20, 5)",9,139,80,85,59,4,11.64,0.22,2.15,25.03,-0.26
"(25, 20, 5)",9,139,80,85,20,4,11.57,0.22,2.16,24.99,-0.25
"(25, 20, 5)",9,139,80,85,40,8,11.71,0.22,2.12,24.83,-0.29
"(25, 20, 5)",9,139,80,81,40,4,11.37,0.21,2.15,24.45,-0.27
"(25, 20, 5)",9,139,80,85,71,4,11.4,0.21,2.13,24.28,-0.29
"(25, 20, 5)",9,139,80,85,26,4,11.31,0.21,2.14,24.2,-0.31
"(25, 20, 5)",9,139,80,85,8,4,11.15,0.21,2.15,23.97,-0.28
"(25, 20, 5)",9,139,80,85,41,8,11.26,0.21,2.1,23.65,-0.33
"(25, 20, 5)",9,139,80,100,41,4,10.98,0.21,2.12,23.28,-0.3
"(25, 20, 5)",9,139,80,46,41,4,11.13,0.21,2.08,23.15,-0.28
"(25, 20, 5)",9,139,80,60,40,13,11.3,0.21,2.04,23.05,-0.29
"(25, 20, 5)",9,139,80,123,41,4,10.75,0.21,2.14,23.01,-0.29
"(25, 20, 5)",9,139,80,85,15,4,10.85,0.21,2.12,23.0,-0.27
"(25, 20, 5)",9,139,80,85,56,4,10.76,0.21,2.09,22.49,-0.26
"(25, 20, 5)",9,139,80,63,41,4,10.72,0.21,2.09,22.4,-0.29
"(25, 20, 5)",9,139,80,133,41,4,10.46,0.21,2.12,22.18,-0.26
"(25, 20, 5)",9,139,80,93,41,4,10.59,0.21,2.07,21.92,-0.3
"(25, 20, 5)",9,139,80,127,41,4,10.34,0.21,2.11,21.82,-0.26
"(25, 20, 5)",9,139,80,85,40,7,10.54,0.21,2.06,21.71,-0.29
"(25, 20, 5)",9,139,80,155,41,4,10.29,0.21,2.08,21.4,-0.26
"(25, 20, 5)",9,139,80,60,43,4,10.25,0.21,2.08,21.32,-0.25
"(25, 20, 5)",9,139,80,85,22,4,10.18,0.2,2.07,21.07,-0.26
"(25, 20, 5)",9,139,80,73,41,4,10.31,0.21,2.04,21.03,-0.3
"(25, 20, 5)",9,139,80,85,40,6,10.32,0.21,2.02,20.85,-0.28
"(25, 20, 5)",9,139,80,64,41,4,10.25,0.21,2.03,20.81,-0.33
"(25, 20, 5)",9,139,80,103,41,4,10.11,0.2,2.05,20.73,-0.28
"(25, 20, 5)",9,139,80,118,41,4,9.87,0.2,2.07,20.43,-0.29
"(25, 20, 5)",9,139,80,121,40,4,9.83,0.2,2.06,20.25,-0.31
"(25, 20, 5)",9,139,80,124,41,4,9.78,0.2,2.07,20.24,-0.31
"(25, 20, 5)",9,139,80,153,41,4,9.76,0.2,2.07,20.2,-0.27
"(25, 20, 5)",9,139,80,85,41,2,9.25,0.2,2.16,19.98,-0.43
"(25, 20, 5)",9,139,80,161,40,4,9.75,0.2,2.04,19.89,-0.29
"(25, 20, 5)",9,139,80,85,81,4,9.73,0.2,2.04,19.85,-0.25
"(25, 20, 5)",9,139,80,85,6,4,9.67,0.2,2.05,19.82,-0.25
"(25, 20, 5)",9,139,80,70,41,4,9.84,0.2,2.01,19.78,-0.29
"(25, 20, 5)",9,139,80,52,41,4,9.71,0.2,2.0,19.42,-0.31
"(25, 20, 5)",9,139,80,141,41,4,9.42,0.2,2.04,19.22,-0.27
"(25, 20, 5)",9,139,80,106,41,4,9.46,0.2,2.02,19.11,-0.28
"(25, 20, 5)",9,139,80,85,41,6,9.68,0.2,1.97,19.07,-0.31
"(25, 20, 5)",9,139,80,76,41,4,9.41,0.2,2.01,18.91,-0.28
"(25, 20, 5)",9,139,80,130,41,4,9.31,0.2,2.02,18.81,-0.26
"(25, 20, 5)",9,139,80,85,41,7,9.33,0.2,2.0,18.66,-0.28
"(25, 20, 5)",9,139,80,113,41,4,9.21,0.2,2.01,18.51,-0.3
"(25, 20, 5)",9,139,80,61,40,4,9.38,0.2,1.97,18.48,-0.3
"(25, 20, 5)",9,139,80,112,41,4,9.13,0.2,1.99,18.17,-0.32
