rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
3,"(25, 20, 8)",9,139,67,34,16,8,17.7,0.26,7.87,139.3,-0.2
3,"(25, 20, 8)",9,139,72,34,16,8,17.54,0.26,7.84,137.51,-0.21
3,"(25, 20, 8)",9,139,77,34,16,8,16.68,0.26,7.68,128.1,-0.21
3,"(25, 20, 8)",9,139,62,34,16,8,16.62,0.26,7.68,127.64,-0.2
3,"(25, 20, 8)",9,139,57,34,16,8,16.35,0.26,7.63,124.75,-0.21
3,"(25, 20, 8)",9,139,52,34,16,8,15.2,0.25,7.73,117.5,-0.21
3,"(25, 20, 8)",9,139,47,34,16,8,14.53,0.25,7.94,115.37,-0.21
3,"(25, 20, 8)",9,139,45,34,16,8,13.13,0.24,7.56,99.26,-0.2
3,"(25, 20, 8)",9,139,21,34,16,8,11.92,0.23,7.53,89.76,-0.18
3,"(25, 20, 8)",9,139,25,34,16,8,11.95,0.23,7.43,88.79,-0.2
3,"(25, 20, 8)",9,139,22,34,16,8,11.81,0.23,7.41,87.51,-0.19
3,"(25, 20, 8)",9,139,42,34,16,8,11.74,0.23,7.41,86.99,-0.21
3,"(25, 20, 8)",9,139,27,34,16,8,11.5,0.22,7.3,83.95,-0.22
3,"(25, 20, 8)",9,139,29,34,16,8,11.53,0.22,7.28,83.94,-0.21
3,"(25, 20, 8)",9,139,19,34,16,8,10.38,0.21,7.62,79.1,-0.21
3,"(25, 20, 8)",9,139,41,34,16,8,10.4,0.21,7.06,73.42,-0.21
3,"(25, 20, 8)",9,139,33,34,16,8,10.11,0.21,6.95,70.26,-0.23
3,"(25, 20, 8)",9,139,17,34,16,8,9.45,0.21,7.42,70.12,-0.2
3,"(25, 20, 8)",9,139,32,34,16,8,10.06,0.21,6.88,69.21,-0.25
3,"(25, 20, 8)",9,139,37,34,16,8,9.7,0.21,6.94,67.32,-0.21
3,"(25, 20, 8)",9,139,16,34,16,8,8.0,0.19,6.93,55.44,-0.24
3,"(25, 20, 8)",9,139,12,34,16,8,6.72,0.18,7.24,48.65,-0.19
3,"(25, 20, 8)",9,139,10,34,16,8,5.86,0.17,8.06,47.23,-0.2
3,"(25, 20, 8)",9,139,13,34,16,8,6.56,0.18,7.17,47.04,-0.19
3,"(25, 20, 8)",9,139,9,34,16,8,4.19,0.14,7.4,31.01,-0.2
3,"(25, 20, 8)",9,139,7,34,16,8,2.09,0.09,6.29,13.15,-0.2
3,"(25, 20, 8)",9,139,5,34,16,8,1.12,0.06,4.75,5.32,-0.15
3,"(25, 20, 8)",9,139,4,34,16,8,1.04,0.06,4.81,5.0,-0.13
3,"(25, 20, 8)",9,139,1,34,16,8,0.65,0.04,5.92,3.85,-0.06
