top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 10)",9,139,80,16,14,4,17.02,0.25,6.05,102.97,-0.17
"(30, 20, 10)",9,139,80,14,14,4,16.76,0.25,6.04,101.23,-0.18
"(30, 20, 10)",9,139,80,12,14,4,16.31,0.25,5.9,96.23,-0.17
"(30, 20, 10)",9,139,80,15,14,4,15.91,0.25,5.94,94.51,-0.18
"(30, 20, 10)",9,139,80,5,14,2,14.55,0.24,6.01,87.45,-0.16
"(30, 20, 10)",9,139,80,13,14,4,14.74,0.24,5.86,86.38,-0.17
"(30, 20, 10)",9,139,80,14,14,8,15.65,0.24,5.4,84.51,-0.23
"(30, 20, 10)",9,139,80,9,14,4,14.42,0.24,5.81,83.78,-0.19
"(30, 20, 10)",9,139,80,17,14,4,14.39,0.24,5.72,82.31,-0.18
"(30, 20, 10)",9,139,80,10,14,4,14.04,0.23,5.84,81.99,-0.17
"(30, 20, 10)",9,139,80,11,14,4,14.37,0.24,5.69,81.77,-0.18
"(30, 20, 10)",9,139,80,1,14,4,12.22,0.22,6.22,76.01,-0.12
"(30, 20, 10)",9,139,80,14,14,6,13.28,0.23,5.54,73.57,-0.21
"(30, 20, 10)",9,139,80,16,14,3,12.8,0.23,5.65,72.32,-0.17
"(30, 20, 10)",9,139,80,5,14,4,12.49,0.22,5.63,70.32,-0.19
"(30, 20, 10)",9,139,80,14,14,5,12.62,0.23,5.53,69.79,-0.23
"(30, 20, 10)",9,139,80,18,14,4,12.51,0.22,5.54,69.31,-0.17
"(30, 20, 10)",9,139,80,16,14,6,12.52,0.22,5.45,68.23,-0.21
"(30, 20, 10)",9,139,80,1,14,2,11.24,0.22,6.04,67.89,-0.16
"(30, 20, 10)",9,139,80,16,14,5,12.35,0.22,5.46,67.43,-0.23
"(30, 20, 10)",9,139,80,4,14,4,12.1,0.22,5.54,67.03,-0.19
"(30, 20, 10)",9,139,80,19,14,4,12.0,0.22,5.37,64.44,-0.17
"(30, 20, 10)",9,139,80,17,14,2,11.65,0.22,5.39,62.79,-0.16
"(30, 20, 10)",9,139,80,16,14,2,11.51,0.22,5.35,61.58,-0.16
"(30, 20, 10)",9,139,80,8,14,4,11.38,0.22,5.35,60.88,-0.19
"(30, 20, 10)",9,139,80,7,14,4,10.98,0.21,5.41,59.4,-0.19
"(30, 20, 10)",9,139,80,14,14,7,11.74,0.22,4.9,57.53,-0.23
"(30, 20, 10)",9,139,80,14,14,3,10.71,0.21,5.36,57.41,-0.18
"(30, 20, 10)",9,139,80,23,14,4,10.96,0.21,5.16,56.55,-0.18
"(30, 20, 10)",9,139,80,13,14,2,10.47,0.21,5.26,55.07,-0.16
"(30, 20, 10)",9,139,80,9,14,2,10.4,0.21,5.19,53.98,-0.18
"(30, 20, 10)",9,139,80,14,14,2,10.25,0.21,5.2,53.3,-0.16
"(30, 20, 10)",9,139,80,22,14,4,10.28,0.21,5.13,52.74,-0.17
"(30, 20, 10)",9,139,80,21,14,4,10.35,0.21,5.09,52.68,-0.17
"(30, 20, 10)",9,139,80,20,14,4,10.0,0.21,5.02,50.2,-0.17
"(30, 20, 10)",9,139,80,25,14,4,9.83,0.2,4.97,48.86,-0.18
"(30, 20, 10)",9,139,80,28,14,4,9.66,0.2,4.99,48.2,-0.19
"(30, 20, 10)",9,139,80,14,14,1,8.85,0.19,5.23,46.29,-0.16
"(30, 20, 10)",9,139,80,33,14,2,9.24,0.2,4.89,45.18,-0.19
"(30, 20, 10)",9,139,80,27,14,4,8.78,0.19,4.85,42.58,-0.19
"(30, 20, 10)",9,139,80,25,14,2,8.67,0.19,4.73,41.01,-0.19
"(30, 20, 10)",9,139,80,21,14,2,8.31,0.19,4.63,38.48,-0.17
"(30, 20, 10)",9,139,80,24,14,4,8.22,0.19,4.66,38.31,-0.18
"(30, 20, 10)",9,139,80,29,14,2,6.17,0.17,4.26,26.28,-0.18
