top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(25, 20, 5)",1,139,80,42,15,11,41.7,0.34,5.99,249.78,-0.26
"(25, 20, 5)",1,139,80,42,14,11,41.41,0.34,5.98,247.63,-0.26
"(25, 20, 5)",1,139,80,42,12,11,41.17,0.34,5.97,245.78,-0.26
"(25, 20, 5)",1,139,80,42,18,11,39.33,0.33,5.96,234.41,-0.26
"(25, 20, 5)",1,139,80,42,16,11,39.09,0.33,5.91,231.02,-0.26
"(25, 20, 5)",1,139,80,42,20,11,38.06,0.33,5.91,224.93,-0.26
"(25, 20, 5)",1,139,80,35,15,11,38.98,0.33,5.75,224.14,-0.26
"(25, 20, 5)",1,139,80,41,15,11,36.2,0.33,5.79,209.6,-0.26
"(25, 20, 5)",1,139,80,42,22,11,35.91,0.32,5.83,209.36,-0.26
"(25, 20, 5)",1,139,80,37,15,10,35.72,0.32,5.7,203.6,-0.26
"(25, 20, 5)",1,139,80,34,15,11,34.57,0.32,5.68,196.36,-0.26
"(25, 20, 5)",1,139,80,38,15,11,34.13,0.32,5.61,191.47,-0.26
"(25, 20, 5)",1,139,80,42,24,11,33.02,0.32,5.72,188.87,-0.26
"(25, 20, 5)",1,139,80,42,15,10,32.16,0.31,5.71,183.63,-0.26
"(25, 20, 5)",1,139,80,37,15,11,32.69,0.31,5.58,182.41,-0.26
"(25, 20, 5)",1,139,80,37,15,8,32.17,0.31,5.51,177.26,-0.28
"(25, 20, 5)",1,139,80,37,17,11,31.37,0.31,5.54,173.79,-0.26
"(25, 20, 5)",1,139,80,37,13,8,31.62,0.31,5.49,173.59,-0.28
"(25, 20, 5)",1,139,80,37,11,11,31.41,0.31,5.52,173.38,-0.26
"(25, 20, 5)",1,139,80,37,13,11,31.41,0.31,5.52,173.38,-0.26
"(25, 20, 5)",1,139,80,32,15,11,31.38,0.31,5.5,172.59,-0.24
"(25, 20, 5)",1,139,80,37,8,8,31.44,0.31,5.48,172.29,-0.28
"(25, 20, 5)",1,139,80,37,9,8,31.44,0.31,5.48,172.29,-0.28
"(25, 20, 5)",1,139,80,37,21,11,31.11,0.31,5.53,172.04,-0.27
"(25, 20, 5)",1,139,80,44,15,11,30.73,0.31,5.59,171.78,-0.25
"(25, 20, 5)",1,139,80,37,16,8,31.32,0.31,5.48,171.63,-0.28
"(25, 20, 5)",1,139,80,37,10,8,30.88,0.31,5.46,168.6,-0.28
"(25, 20, 5)",1,139,80,46,15,11,30.16,0.31,5.59,168.59,-0.25
"(25, 20, 5)",1,139,80,37,19,11,30.44,0.31,5.52,168.03,-0.26
"(25, 20, 5)",1,139,80,37,11,8,30.52,0.31,5.43,165.72,-0.28
"(25, 20, 5)",1,139,80,37,17,8,30.39,0.31,5.44,165.32,-0.28
"(25, 20, 5)",1,139,80,37,23,11,30.07,0.31,5.48,164.78,-0.26
"(25, 20, 5)",1,139,80,37,28,8,29.66,0.31,5.36,158.98,-0.28
"(25, 20, 5)",1,139,80,37,19,8,29.45,0.3,5.39,158.74,-0.28
"(25, 20, 5)",1,139,80,22,15,11,29.28,0.3,5.42,158.7,-0.25
"(25, 20, 5)",1,139,80,23,15,11,29.11,0.3,5.42,157.78,-0.26
"(25, 20, 5)",1,139,80,37,27,11,28.58,0.3,5.4,154.33,-0.24
"(25, 20, 5)",1,139,80,37,22,8,28.78,0.3,5.34,153.69,-0.28
"(25, 20, 5)",1,139,80,37,21,8,28.77,0.3,5.34,153.63,-0.28
"(25, 20, 5)",1,139,80,37,31,8,28.6,0.3,5.32,152.15,-0.28
"(25, 20, 5)",1,139,80,37,25,8,28.51,0.3,5.32,151.67,-0.28
"(25, 20, 5)",1,139,80,16,16,8,27.98,0.3,5.27,147.45,-0.28
"(25, 20, 5)",1,139,80,37,25,11,27.54,0.3,5.35,147.34,-0.26
"(25, 20, 5)",1,139,80,43,8,8,26.9,0.3,5.36,144.18,-0.28
"(25, 20, 5)",1,139,80,26,15,11,27.45,0.3,5.22,143.29,-0.25
"(25, 20, 5)",1,139,80,43,15,8,26.29,0.29,5.33,140.13,-0.28
"(25, 20, 5)",1,139,80,42,15,8,26.27,0.29,5.33,140.02,-0.28
"(25, 20, 5)",1,139,80,16,10,8,27.12,0.3,5.15,139.67,-0.27
"(25, 20, 5)",1,139,80,37,8,3,23.89,0.28,5.76,137.61,-0.26
"(25, 20, 5)",1,139,80,37,15,1,23.04,0.28,5.92,136.4,-0.19
"(25, 20, 5)",1,139,80,37,15,3,23.69,0.28,5.72,135.51,-0.26
"(25, 20, 5)",1,139,80,46,8,8,24.92,0.29,5.29,131.83,-0.28
"(25, 20, 5)",1,139,80,47,15,11,25.02,0.29,5.25,131.35,-0.25
"(25, 20, 5)",1,139,80,30,15,11,24.83,0.29,5.26,130.61,-0.26
"(25, 20, 5)",1,139,80,25,15,8,24.14,0.29,4.98,120.22,-0.28
"(25, 20, 5)",1,139,80,18,15,11,23.42,0.28,5.1,119.44,-0.25
"(25, 20, 5)",1,139,80,31,15,8,23.57,0.28,4.98,117.38,-0.28
"(25, 20, 5)",1,139,80,16,13,8,23.39,0.28,4.96,116.01,-0.28
"(25, 20, 5)",1,139,80,42,15,9,22.57,0.28,5.08,114.66,-0.31
"(25, 20, 5)",1,139,80,16,8,1,20.61,0.27,5.53,113.97,-0.19
"(25, 20, 5)",1,139,80,42,15,12,22.56,0.28,5.02,113.25,-0.38
"(25, 20, 5)",1,139,80,17,15,11,22.32,0.28,5.05,112.72,-0.25
"(25, 20, 5)",1,139,80,20,15,11,22.4,0.28,5.02,112.45,-0.25
"(25, 20, 5)",1,139,80,37,15,9,22.57,0.28,4.97,112.17,-0.31
"(25, 20, 5)",1,139,80,31,8,8,22.51,0.28,4.92,110.75,-0.28
"(25, 20, 5)",1,139,80,19,8,8,21.97,0.28,4.93,108.31,-0.28
"(25, 20, 5)",1,139,80,19,15,8,21.55,0.27,4.9,105.6,-0.28
"(25, 20, 5)",1,139,80,42,15,7,18.85,0.26,5.39,101.6,-0.33
"(25, 20, 5)",1,139,80,16,8,7,20.33,0.27,4.94,100.43,-0.31
"(25, 20, 5)",1,139,80,25,8,8,20.74,0.27,4.77,98.93,-0.28
"(25, 20, 5)",1,139,80,37,8,1,17.79,0.26,5.55,98.73,-0.22
"(25, 20, 5)",1,139,80,28,8,8,20.4,0.27,4.82,98.33,-0.28
"(25, 20, 5)",1,139,80,29,15,11,20.14,0.27,4.82,97.07,-0.26
"(25, 20, 5)",1,139,80,37,15,14,20.03,0.27,4.8,96.14,-0.35
"(25, 20, 5)",1,139,80,53,15,11,17.99,0.26,5.33,95.89,-0.25
"(25, 20, 5)",1,139,80,37,15,13,19.36,0.26,4.82,93.32,-0.29
"(25, 20, 5)",1,139,80,37,15,2,16.74,0.25,5.54,92.74,-0.25
"(25, 20, 5)",1,139,80,37,15,12,19.06,0.26,4.84,92.25,-0.34
"(25, 20, 5)",1,139,80,42,15,13,18.62,0.26,4.8,89.38,-0.31
"(25, 20, 5)",1,139,80,13,8,8,19.0,0.26,4.69,89.11,-0.28
"(25, 20, 5)",1,139,80,37,15,7,17.43,0.25,5.11,89.07,-0.33
"(25, 20, 5)",1,139,80,55,15,8,16.01,0.25,5.31,85.01,-0.27
"(25, 20, 5)",1,139,80,55,8,8,15.92,0.25,5.26,83.74,-0.27
"(25, 20, 5)",1,139,80,58,15,11,15.47,0.24,5.25,81.22,-0.25
"(25, 20, 5)",1,139,80,37,15,15,17.94,0.26,4.43,79.47,-0.36
"(25, 20, 5)",1,139,80,10,8,8,17.28,0.25,4.58,79.14,-0.27
"(25, 20, 5)",1,139,80,50,15,11,16.3,0.25,4.8,78.24,-0.25
"(25, 20, 5)",1,139,80,37,8,7,15.73,0.25,4.95,77.86,-0.33
"(25, 20, 5)",1,139,80,42,15,6,14.9,0.24,5.12,76.29,-0.31
"(25, 20, 5)",1,139,80,42,15,14,16.59,0.25,4.54,75.32,-0.36
"(25, 20, 5)",1,139,80,49,15,8,15.5,0.24,4.76,73.78,-0.28
"(25, 20, 5)",1,139,80,59,15,11,14.17,0.24,5.16,73.12,-0.25
"(25, 20, 5)",1,139,80,42,15,15,16.37,0.25,4.39,71.86,-0.36
"(25, 20, 5)",1,139,80,49,8,8,15.19,0.24,4.72,71.7,-0.28
"(25, 20, 5)",1,139,80,54,15,11,14.04,0.23,4.98,69.92,-0.25
"(25, 20, 5)",1,139,80,56,15,11,13.73,0.23,5.08,69.75,-0.25
"(25, 20, 5)",1,139,80,37,15,6,13.77,0.23,4.84,66.65,-0.31
"(25, 20, 5)",1,139,80,37,15,4,12.11,0.22,4.8,58.13,-0.3
"(25, 20, 5)",1,139,80,62,15,11,11.59,0.22,4.86,56.33,-0.25
"(25, 20, 5)",1,139,80,16,8,4,12.31,0.22,4.54,55.89,-0.27
"(25, 20, 5)",1,139,80,73,15,8,11.22,0.22,4.62,51.84,-0.28
"(25, 20, 5)",1,139,80,73,8,8,11.23,0.22,4.58,51.43,-0.28
"(25, 20, 5)",1,139,80,61,15,8,10.85,0.21,4.69,50.89,-0.28
"(25, 20, 5)",1,139,80,37,15,5,10.49,0.21,4.49,47.1,-0.29
"(25, 20, 5)",1,139,80,64,8,8,10.39,0.21,4.51,46.86,-0.28
"(25, 20, 5)",1,139,80,67,15,8,10.18,0.21,4.42,45.0,-0.28
"(25, 20, 5)",1,139,80,42,15,5,9.0,0.2,4.5,40.5,-0.29
"(25, 20, 5)",1,139,80,66,15,11,9.28,0.2,4.36,40.46,-0.26
"(25, 20, 5)",1,139,80,100,8,8,9.13,0.2,4.43,40.45,-0.25
"(25, 20, 5)",1,139,80,37,8,5,9.16,0.2,4.3,39.39,-0.29
"(25, 20, 5)",1,139,80,65,15,11,8.94,0.2,4.29,38.35,-0.24
"(25, 20, 5)",1,139,80,91,8,8,7.62,0.18,4.13,31.47,-0.27
"(25, 20, 5)",1,139,80,82,8,8,7.68,0.18,4.06,31.18,-0.27
"(25, 20, 5)",1,139,80,79,15,8,6.05,0.16,3.76,22.75,-0.28
