top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(25, 20, 7)",1,139,80,17,14,8,24.46,0.29,5.62,137.47,-0.28
"(25, 20, 7)",1,139,80,17,12,8,24.37,0.29,5.64,137.45,-0.28
"(25, 20, 7)",1,139,80,17,11,8,24.28,0.29,5.64,136.94,-0.28
"(25, 20, 7)",1,139,80,17,9,8,24.3,0.29,5.63,136.81,-0.28
"(25, 20, 7)",1,139,80,17,10,8,24.1,0.29,5.66,136.41,-0.26
"(25, 20, 7)",1,139,80,17,8,8,24.0,0.28,5.61,134.64,-0.28
"(25, 20, 7)",1,139,80,15,14,8,24.14,0.29,5.57,134.46,-0.27
"(25, 20, 7)",1,139,80,17,13,8,23.75,0.28,5.63,133.71,-0.28
"(25, 20, 7)",1,139,80,41,10,8,23.81,0.28,5.57,132.62,-0.25
"(25, 20, 7)",1,139,80,17,14,10,23.88,0.28,5.54,132.3,-0.25
"(25, 20, 7)",1,139,80,19,14,8,23.72,0.28,5.52,130.93,-0.29
"(25, 20, 7)",1,139,80,34,10,8,23.43,0.28,5.53,129.57,-0.25
"(25, 20, 7)",1,139,80,16,10,3,21.11,0.27,6.0,126.66,-0.21
"(25, 20, 7)",1,139,80,17,11,11,22.84,0.28,5.47,124.93,-0.24
"(25, 20, 7)",1,139,80,23,14,8,22.48,0.28,5.53,124.31,-0.29
"(25, 20, 7)",1,139,80,16,10,8,22.27,0.28,5.56,123.82,-0.26
"(25, 20, 7)",1,139,80,17,17,8,22.54,0.28,5.48,123.52,-0.27
"(25, 20, 7)",1,139,80,17,11,2,21.41,0.27,5.61,120.11,-0.21
"(25, 20, 7)",1,139,80,17,14,11,22.08,0.28,5.43,119.89,-0.24
"(25, 20, 7)",1,139,80,37,10,8,21.53,0.27,5.42,116.69,-0.26
"(25, 20, 7)",1,139,80,16,13,8,21.17,0.27,5.49,116.22,-0.28
"(25, 20, 7)",1,139,80,17,10,3,19.56,0.27,5.92,115.8,-0.21
"(25, 20, 7)",1,139,80,19,11,8,21.07,0.27,5.41,113.99,-0.29
"(25, 20, 7)",1,139,80,23,11,8,20.62,0.27,5.5,113.41,-0.26
"(25, 20, 7)",1,139,80,15,11,8,21.03,0.27,5.39,113.35,-0.27
"(25, 20, 7)",1,139,80,19,8,8,21.02,0.27,5.39,113.3,-0.29
"(25, 20, 7)",1,139,80,17,11,10,21.08,0.27,5.29,111.51,-0.25
"(25, 20, 7)",1,139,80,16,16,8,20.07,0.27,5.41,108.58,-0.28
"(25, 20, 7)",1,139,80,17,15,8,20.34,0.27,5.31,108.01,-0.27
"(25, 20, 7)",1,139,80,19,10,8,20.06,0.27,5.35,107.32,-0.28
"(25, 20, 7)",1,139,80,21,14,8,19.87,0.27,5.3,105.31,-0.29
"(25, 20, 7)",1,139,80,17,10,1,18.74,0.26,5.59,104.76,-0.19
"(25, 20, 7)",1,139,80,37,8,8,19.65,0.27,5.32,104.54,-0.26
"(25, 20, 7)",1,139,80,13,11,8,19.33,0.26,5.39,104.19,-0.26
"(25, 20, 7)",1,139,80,33,10,8,19.69,0.27,5.26,103.57,-0.25
"(25, 20, 7)",1,139,80,11,11,8,19.58,0.27,5.28,103.38,-0.26
"(25, 20, 7)",1,139,80,16,10,1,17.69,0.26,5.7,100.83,-0.19
"(25, 20, 7)",1,139,80,25,14,8,19.11,0.26,5.24,100.14,-0.29
"(25, 20, 7)",1,139,80,25,11,8,18.84,0.26,5.29,99.66,-0.26
"(25, 20, 7)",1,139,80,25,8,8,18.82,0.26,5.27,99.18,-0.26
"(25, 20, 7)",1,139,80,28,10,8,18.58,0.26,5.29,98.29,-0.25
"(25, 20, 7)",1,139,80,25,10,8,18.58,0.26,5.27,97.92,-0.25
"(25, 20, 7)",1,139,80,13,8,8,18.42,0.26,5.31,97.81,-0.26
"(25, 20, 7)",1,139,80,17,11,9,19.3,0.26,5.05,97.46,-0.26
"(25, 20, 7)",1,139,80,17,14,9,18.99,0.26,5.05,95.9,-0.27
"(25, 20, 7)",1,139,80,16,10,7,18.65,0.26,5.1,95.11,-0.27
"(25, 20, 7)",1,139,80,13,10,8,17.95,0.26,5.29,94.96,-0.25
"(25, 20, 7)",1,139,80,16,8,1,16.46,0.25,5.75,94.65,-0.18
"(25, 20, 7)",1,139,80,31,10,8,17.78,0.26,5.32,94.59,-0.25
"(25, 20, 7)",1,139,80,21,11,8,18.02,0.26,5.22,94.06,-0.29
"(25, 20, 7)",1,139,80,31,11,8,17.73,0.26,5.3,93.97,-0.26
"(25, 20, 7)",1,139,80,16,10,9,18.66,0.26,5.01,93.49,-0.26
"(25, 20, 7)",1,139,80,21,10,8,17.97,0.26,5.19,93.26,-0.28
"(25, 20, 7)",1,139,80,31,8,8,17.33,0.25,5.26,91.16,-0.26
"(25, 20, 7)",1,139,80,22,10,8,17.42,0.25,5.19,90.41,-0.25
"(25, 20, 7)",1,139,80,17,10,7,17.86,0.26,5.02,89.66,-0.27
"(25, 20, 7)",1,139,80,17,16,8,17.1,0.25,5.13,87.72,-0.28
"(25, 20, 7)",1,139,80,27,14,8,17.01,0.25,5.12,87.09,-0.29
"(25, 20, 7)",1,139,80,17,10,9,17.52,0.26,4.93,86.37,-0.26
"(25, 20, 7)",1,139,80,16,10,5,15.45,0.24,5.46,84.36,-0.21
"(25, 20, 7)",1,139,80,17,11,7,16.95,0.25,4.94,83.73,-0.28
"(25, 20, 7)",1,139,80,17,14,12,16.11,0.25,5.09,82.0,-0.31
"(25, 20, 7)",1,139,80,43,8,8,15.89,0.25,5.06,80.4,-0.26
"(25, 20, 7)",1,139,80,16,8,4,14.8,0.24,5.4,79.92,-0.22
"(25, 20, 7)",1,139,80,17,11,3,14.66,0.24,5.29,77.55,-0.22
"(25, 20, 7)",1,139,80,27,11,8,15.02,0.24,4.99,74.95,-0.29
"(25, 20, 7)",1,139,80,17,10,5,14.08,0.24,5.22,73.5,-0.21
"(25, 20, 7)",1,139,80,29,10,8,14.67,0.24,4.99,73.2,-0.25
"(25, 20, 7)",1,139,80,29,11,8,14.6,0.24,4.99,72.85,-0.26
"(25, 20, 7)",1,139,80,55,8,8,13.16,0.23,5.49,72.25,-0.25
"(25, 20, 7)",1,139,80,16,8,7,15.05,0.24,4.7,70.74,-0.28
"(25, 20, 7)",1,139,80,10,10,8,14.17,0.24,4.83,68.44,-0.25
"(25, 20, 7)",1,139,80,17,11,6,13.39,0.23,5.07,67.89,-0.26
