top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 13, 5)",9,139,80,1,9,10,22.89,0.28,5.67,129.79,-0.19
"(30, 20, 5)",9,139,80,1,9,10,22.13,0.28,5.66,125.26,-0.19
"(30, 19, 5)",9,139,80,1,9,10,22.13,0.28,5.66,125.26,-0.19
"(30, 20, 5)",9,139,80,1,13,10,21.75,0.28,5.65,122.89,-0.19
"(37, 20, 5)",9,139,80,1,9,10,22.25,0.28,5.51,122.6,-0.22
"(30, 7, 5)",9,139,80,1,9,10,21.63,0.27,5.61,121.34,-0.19
"(30, 49, 5)",9,139,80,1,9,10,21.41,0.27,5.61,120.11,-0.19
"(30, 37, 5)",9,139,80,1,9,10,21.41,0.27,5.61,120.11,-0.19
"(30, 31, 5)",9,139,80,1,9,10,21.41,0.27,5.61,120.11,-0.19
"(30, 25, 5)",9,139,80,1,9,10,21.41,0.27,5.61,120.11,-0.19
"(30, 43, 5)",9,139,80,1,9,10,21.41,0.27,5.61,120.11,-0.19
"(30, 20, 5)",9,139,80,1,7,10,21.26,0.27,5.61,119.27,-0.19
"(16, 20, 5)",9,139,80,16,9,10,23.22,0.28,5.13,119.12,-0.32
"(28, 20, 5)",9,139,80,1,9,10,20.83,0.27,5.63,117.27,-0.19
"(31, 20, 5)",9,139,80,16,9,10,22.23,0.28,5.19,115.37,-0.27
"(30, 61, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(30, 51, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(30, 41, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(30, 31, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(30, 21, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(30, 20, 5)",9,139,80,16,9,10,22.21,0.28,5.19,115.27,-0.27
"(46, 20, 5)",9,139,80,16,9,10,22.04,0.28,5.21,114.83,-0.27
"(30, 20, 5)",9,139,80,16,11,10,21.9,0.28,5.18,113.44,-0.27
"(30, 20, 5)",9,139,80,1,10,10,20.4,0.27,5.56,113.42,-0.19
"(30, 20, 5)",9,139,80,1,19,10,20.26,0.27,5.57,112.85,-0.19
"(30, 20, 5)",9,139,80,16,16,10,21.65,0.27,5.19,112.36,-0.27
"(30, 19, 5)",9,139,80,16,9,3,20.52,0.27,5.4,110.81,-0.27
"(30, 20, 5)",9,139,80,41,9,10,21.39,0.27,5.16,110.37,-0.29
"(30, 20, 5)",9,139,80,17,9,10,21.25,0.27,5.16,109.65,-0.27
"(30, 11, 5)",9,139,80,16,9,10,21.34,0.27,5.09,108.62,-0.27
"(28, 20, 5)",9,139,80,16,9,3,20.17,0.27,5.36,108.11,-0.27
"(30, 20, 5)",9,139,80,1,16,10,19.59,0.27,5.48,107.35,-0.19
"(30, 20, 5)",9,139,80,16,9,3,20.04,0.27,5.35,107.21,-0.27
"(30, 20, 6)",9,139,80,16,9,3,18.75,0.26,5.66,106.12,-0.25
"(30, 1, 5)",9,139,80,1,9,10,28.7,0.3,3.55,101.88,-0.58
"(30, 20, 5)",9,139,80,16,26,10,19.57,0.27,4.93,96.48,-0.28
"(30, 20, 5)",9,139,80,9,9,10,19.28,0.26,4.89,94.28,-0.27
"(55, 20, 5)",9,139,80,16,9,3,18.02,0.26,5.21,93.88,-0.29
"(30, 20, 5)",9,139,80,16,6,10,18.5,0.26,4.99,92.32,-0.27
"(76, 20, 5)",9,139,80,16,9,10,18.81,0.26,4.9,92.17,-0.27
"(61, 20, 5)",9,139,80,16,9,10,18.62,0.26,4.94,91.98,-0.27
"(30, 20, 5)",9,139,80,1,22,10,17.29,0.25,5.31,91.81,-0.19
"(30, 20, 5)",9,139,80,31,9,3,17.23,0.25,5.28,90.97,-0.28
"(91, 20, 5)",9,139,80,16,9,10,18.0,0.26,4.8,86.4,-0.27
"(30, 20, 7)",9,139,80,16,9,10,16.41,0.25,5.14,84.35,-0.23
"(30, 20, 5)",9,139,80,16,21,10,17.37,0.25,4.82,83.72,-0.27
"(30, 20, 5)",9,139,80,25,9,10,17.67,0.26,4.7,83.05,-0.29
"(30, 20, 5)",9,139,80,1,4,10,14.85,0.24,5.4,80.19,-0.19
