top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",10,146,41,16,9,9,58.33,0.37,6.27,365.73,-0.32
"(30, 20, 5)",10,146,41,19,9,3,53.47,0.37,6.82,364.67,-0.25
"(30, 20, 5)",10,146,41,19,14,9,56.58,0.37,6.19,350.23,-0.32
"(30, 20, 5)",11,146,41,19,9,9,56.14,0.37,6.21,348.63,-0.32
"(30, 20, 5)",10,146,41,19,11,9,55.64,0.37,6.19,344.41,-0.32
"(30, 20, 5)",10,146,41,19,9,9,54.99,0.37,6.18,339.84,-0.32
"(30, 20, 5)",9,146,41,19,9,9,54.59,0.37,6.17,336.82,-0.32
"(30, 20, 5)",10,146,46,19,9,9,54.3,0.37,6.15,333.94,-0.32
"(30, 20, 5)",10,146,71,19,9,9,54.29,0.37,6.15,333.88,-0.3
"(30, 20, 5)",10,146,41,19,15,9,54.54,0.37,6.1,332.69,-0.31
"(30, 20, 5)",10,146,41,18,9,9,53.28,0.36,6.11,325.54,-0.32
"(30, 20, 5)",10,146,41,9,9,9,53.84,0.37,6.04,325.19,-0.32
"(30, 20, 5)",10,146,41,15,9,9,52.9,0.36,6.13,324.28,-0.32
"(30, 20, 5)",7,146,41,19,9,9,51.92,0.36,6.11,317.23,-0.32
"(30, 20, 5)",10,151,41,19,9,9,51.48,0.36,6.1,314.03,-0.32
"(30, 20, 5)",10,183,41,19,9,9,51.3,0.36,6.09,312.42,-0.32
"(30, 20, 5)",10,167,41,19,9,9,51.3,0.36,6.09,312.42,-0.32
"(30, 20, 5)",10,146,41,17,9,9,51.36,0.36,6.08,312.27,-0.32
"(30, 20, 5)",10,146,41,14,9,9,50.43,0.36,6.04,304.6,-0.32
"(30, 20, 5)",10,135,41,19,9,9,50.27,0.36,6.05,304.13,-0.32
"(30, 20, 5)",10,146,56,19,9,9,50.58,0.36,5.99,302.97,-0.3
"(30, 20, 5)",10,146,51,19,9,9,50.58,0.36,5.99,302.97,-0.33
