top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 10)",9,139,80,10,16,4,16.13,0.25,6.01,96.94,-0.16
"(30, 20, 10)",9,139,80,16,16,4,15.8,0.25,5.86,92.59,-0.17
"(30, 20, 10)",9,139,80,11,16,4,15.68,0.24,5.87,92.04,-0.18
"(30, 20, 10)",9,139,80,9,16,4,15.59,0.24,5.86,91.36,-0.18
"(30, 20, 10)",9,139,80,14,16,4,15.23,0.24,5.81,88.49,-0.17
"(30, 20, 10)",9,139,80,16,16,5,14.89,0.24,5.7,84.87,-0.21
"(30, 20, 10)",9,139,80,18,16,4,14.4,0.24,5.71,82.22,-0.18
"(30, 20, 10)",9,139,80,13,16,4,14.35,0.24,5.69,81.65,-0.17
"(30, 20, 10)",9,139,80,12,16,4,13.99,0.23,5.72,80.02,-0.17
"(30, 20, 10)",9,139,80,16,16,7,15.05,0.24,5.29,79.61,-0.22
"(30, 20, 10)",9,139,80,17,16,4,13.97,0.23,5.66,79.07,-0.17
"(30, 20, 10)",9,139,80,9,16,2,13.53,0.23,5.51,74.55,-0.17
"(30, 20, 10)",9,139,80,10,16,3,13.12,0.23,5.65,74.13,-0.17
"(30, 20, 10)",9,139,80,16,16,6,13.13,0.23,5.44,71.43,-0.2
"(30, 20, 10)",9,139,80,16,16,3,12.46,0.22,5.54,69.03,-0.16
"(30, 20, 10)",9,139,80,5,16,4,12.18,0.22,5.56,67.72,-0.18
"(30, 20, 10)",9,139,80,17,16,2,12.34,0.22,5.38,66.39,-0.16
"(30, 20, 10)",9,139,80,6,16,4,12.07,0.22,5.46,65.9,-0.19
"(30, 20, 10)",9,139,80,16,16,2,12.14,0.22,5.38,65.31,-0.15
"(30, 20, 10)",9,139,80,10,16,5,12.03,0.22,5.37,64.6,-0.21
"(30, 20, 10)",9,139,80,21,16,4,11.68,0.22,5.27,61.55,-0.18
"(30, 20, 10)",9,139,80,16,16,1,11.37,0.22,5.41,61.51,-0.18
"(30, 20, 10)",9,139,80,8,16,4,11.43,0.22,5.26,60.12,-0.18
"(30, 20, 10)",9,139,80,1,16,4,10.11,0.21,5.86,59.24,-0.14
"(30, 20, 10)",9,139,80,1,16,2,10.16,0.21,5.83,59.23,-0.18
"(30, 20, 10)",9,139,80,33,16,2,11.14,0.21,5.13,57.15,-0.19
"(30, 20, 10)",9,139,80,25,16,2,11.23,0.22,5.08,57.05,-0.18
"(30, 20, 10)",9,139,80,23,16,4,10.87,0.21,5.15,55.98,-0.18
"(30, 20, 10)",9,139,80,7,16,4,10.47,0.21,5.3,55.49,-0.18
"(30, 20, 10)",9,139,80,20,16,4,10.85,0.21,5.06,54.9,-0.18
"(30, 20, 10)",9,139,80,26,16,4,10.62,0.21,5.14,54.59,-0.17
"(30, 20, 10)",9,139,80,22,16,4,9.91,0.2,5.0,49.55,-0.17
"(30, 20, 10)",9,139,80,24,16,4,9.89,0.2,4.97,49.15,-0.18
"(30, 20, 10)",9,139,80,31,16,4,9.14,0.2,4.95,45.24,-0.16
