top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",1,143,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,142,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,139,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,135,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,137,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,134,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,140,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,136,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,138,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",1,132,80,12,12,12,9.12,0.2,3.89,35.48,-0.41
"(30, 20, 5)",1,133,80,12,12,12,9.12,0.2,3.89,35.48,-0.41
"(30, 20, 5)",1,130,80,12,12,12,8.94,0.2,3.87,34.6,-0.41
"(30, 20, 5)",1,131,80,12,12,12,8.94,0.2,3.87,34.6,-0.41
"(30, 20, 5)",2,139,80,12,12,12,8.84,0.19,3.86,34.12,-0.41
"(30, 20, 5)",1,127,80,12,12,12,8.26,0.19,3.81,31.47,-0.41
"(30, 20, 5)",1,128,80,12,12,12,8.26,0.19,3.81,31.47,-0.41
"(30, 20, 5)",1,126,80,12,12,12,8.26,0.19,3.81,31.47,-0.41
"(30, 20, 5)",1,125,80,12,12,12,8.26,0.19,3.81,31.47,-0.41
"(30, 20, 5)",1,107,80,12,12,12,8.07,0.19,3.77,30.42,-0.41
"(30, 20, 5)",1,129,80,12,12,12,7.69,0.18,3.72,28.61,-0.41
"(30, 20, 5)",1,101,80,12,12,12,7.29,0.18,3.63,26.46,-0.46
"(30, 20, 5)",1,147,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,151,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,149,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,144,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,145,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,148,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,150,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,146,80,12,12,12,7.42,0.18,3.56,26.42,-0.41
"(30, 20, 5)",1,99,80,12,12,12,7.08,0.18,3.59,25.42,-0.46
"(30, 20, 5)",1,124,80,12,12,12,6.97,0.18,3.58,24.95,-0.45
"(30, 20, 5)",1,123,80,12,12,12,6.97,0.18,3.58,24.95,-0.45
"(30, 20, 5)",1,119,80,12,12,12,6.97,0.18,3.58,24.95,-0.45
"(30, 20, 5)",1,121,80,12,12,12,6.97,0.18,3.58,24.95,-0.45
"(30, 20, 5)",1,118,80,12,12,12,6.97,0.18,3.58,24.95,-0.45
"(30, 20, 5)",1,109,80,12,12,12,6.75,0.17,3.56,24.03,-0.41
"(30, 20, 5)",1,112,80,12,12,12,6.69,0.17,3.54,23.68,-0.41
"(30, 20, 5)",1,111,80,12,12,12,6.69,0.17,3.54,23.68,-0.41
"(30, 20, 5)",1,115,80,12,12,12,6.69,0.17,3.54,23.68,-0.41
"(30, 20, 5)",1,113,80,12,12,12,6.69,0.17,3.54,23.68,-0.41
"(30, 20, 5)",1,154,80,12,12,12,6.83,0.17,3.45,23.56,-0.41
"(30, 20, 5)",1,152,80,12,12,12,6.83,0.17,3.45,23.56,-0.41
"(30, 20, 5)",1,171,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,159,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,155,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,167,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,161,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,169,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,157,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,163,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,166,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,160,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,158,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,156,80,12,12,12,6.66,0.17,3.42,22.78,-0.41
"(30, 20, 5)",1,172,80,12,12,12,6.03,0.16,3.3,19.9,-0.41
"(30, 20, 5)",1,173,80,12,12,12,6.03,0.16,3.3,19.9,-0.41
"(30, 20, 5)",1,175,80,12,12,12,6.03,0.16,3.3,19.9,-0.41
"(30, 20, 5)",1,179,80,12,12,12,6.03,0.16,3.3,19.9,-0.41
"(30, 20, 5)",92,139,80,12,12,12,5.95,0.16,3.27,19.46,-0.42
"(30, 20, 5)",1,187,80,12,12,12,5.85,0.16,3.27,19.13,-0.41
"(30, 20, 5)",1,185,80,12,12,12,5.85,0.16,3.27,19.13,-0.41
"(30, 20, 5)",1,89,80,12,12,12,5.49,0.16,3.45,18.94,-0.46
"(30, 20, 5)",118,139,80,12,12,12,5.82,0.16,3.25,18.92,-0.41
"(30, 20, 5)",1,97,80,12,12,12,5.38,0.16,3.42,18.4,-0.46
"(30, 20, 5)",1,95,80,12,12,12,5.38,0.16,3.42,18.4,-0.46
"(30, 20, 5)",50,141,80,12,12,12,5.66,0.16,3.21,18.17,-0.41
"(30, 20, 5)",53,139,80,12,12,12,5.66,0.16,3.21,18.17,-0.41
"(30, 20, 5)",1,193,80,12,12,12,5.62,0.16,3.22,18.1,-0.41
"(30, 20, 5)",1,199,80,12,12,12,5.62,0.16,3.22,18.1,-0.41
"(30, 20, 5)",1,189,80,12,12,12,5.62,0.16,3.22,18.1,-0.41
"(30, 20, 5)",1,209,80,12,12,12,5.55,0.16,3.2,17.76,-0.41
"(30, 20, 5)",1,217,80,12,12,12,5.52,0.16,3.2,17.66,-0.41
"(30, 20, 5)",1,202,80,12,12,12,5.52,0.16,3.2,17.66,-0.41
"(30, 20, 5)",105,139,80,12,12,12,5.43,0.16,3.16,17.16,-0.45
"(30, 20, 5)",50,106,80,12,12,12,5.34,0.15,3.19,17.03,-0.41
"(30, 20, 5)",1,241,80,12,12,12,5.22,0.15,3.13,16.34,-0.41
"(30, 20, 5)",79,139,80,12,12,12,5.1,0.15,3.09,15.76,-0.41
"(30, 20, 5)",1,232,80,12,12,12,5.06,0.15,3.1,15.69,-0.41
"(30, 20, 5)",14,139,80,12,12,12,4.95,0.15,3.08,15.25,-0.45
"(30, 20, 5)",66,139,80,12,12,12,4.7,0.15,2.99,14.05,-0.41
"(30, 20, 5)",1,265,80,12,12,12,4.57,0.14,2.98,13.62,-0.41
"(30, 20, 5)",1,82,80,12,12,12,4.34,0.14,3.12,13.54,-0.5
"(30, 20, 5)",1,79,80,12,12,12,4.34,0.14,3.12,13.54,-0.5
"(30, 20, 5)",50,176,80,12,12,12,4.55,0.14,2.96,13.47,-0.41
"(30, 20, 5)",1,52,80,12,12,12,4.13,0.14,3.12,12.89,-0.59
"(30, 20, 5)",27,139,80,12,12,12,4.3,0.14,2.93,12.6,-0.41
"(30, 20, 5)",50,211,80,12,12,12,4.22,0.14,2.87,12.11,-0.41
"(30, 20, 5)",40,139,80,12,12,12,3.79,0.13,2.79,10.57,-0.41
"(30, 20, 5)",1,73,80,12,12,12,3.44,0.12,2.86,9.84,-0.5
"(30, 20, 5)",1,67,80,12,12,12,3.41,0.12,2.83,9.65,-0.59
"(30, 20, 5)",1,49,80,12,12,12,3.03,0.11,2.77,8.39,-0.59
"(30, 20, 5)",50,71,80,12,12,12,2.94,0.11,2.52,7.41,-0.45
"(30, 20, 5)",1,69,80,12,12,12,2.83,0.11,2.59,7.33,-0.59
"(30, 20, 5)",1,37,80,12,12,12,2.35,0.1,2.52,5.92,-0.59
