top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(24, 20, 9)",9,139,80,16,10,4,22.28,0.28,6.37,141.92,-0.17
"(23, 20, 9)",9,139,80,16,10,4,21.75,0.28,6.28,136.59,-0.17
"(30, 20, 9)",9,139,80,16,10,4,20.34,0.27,6.32,128.55,-0.16
"(22, 20, 9)",9,139,80,16,10,4,20.26,0.27,6.23,126.22,-0.17
"(29, 20, 9)",9,139,80,16,10,4,19.94,0.27,6.31,125.82,-0.16
"(25, 20, 9)",9,139,80,16,10,4,20.14,0.27,6.24,125.67,-0.18
"(20, 20, 9)",9,139,80,16,10,4,20.07,0.27,6.16,123.63,-0.17
"(28, 20, 9)",9,139,80,16,10,4,18.93,0.26,6.15,116.42,-0.17
"(21, 20, 9)",9,139,80,16,10,4,19.05,0.26,6.08,115.82,-0.17
"(31, 20, 9)",9,139,80,16,10,4,18.64,0.26,6.21,115.75,-0.16
"(27, 20, 9)",9,139,80,16,10,4,18.74,0.26,6.16,115.44,-0.17
"(26, 20, 9)",9,139,80,16,10,4,18.48,0.26,6.1,112.73,-0.17
"(33, 20, 9)",9,139,80,16,10,4,17.78,0.26,6.07,107.92,-0.16
"(32, 20, 9)",9,139,80,16,10,4,17.13,0.25,6.1,104.49,-0.16
"(40, 20, 9)",9,139,80,16,10,4,17.29,0.25,5.94,102.7,-0.16
"(35, 20, 9)",9,139,80,16,10,4,17.15,0.25,5.96,102.21,-0.16
"(39, 20, 9)",9,139,80,16,10,4,17.1,0.25,5.94,101.57,-0.16
"(34, 20, 9)",9,139,80,16,10,4,17.05,0.25,5.95,101.45,-0.16
"(43, 20, 9)",9,139,80,16,10,4,16.93,0.25,5.93,100.39,-0.16
"(36, 20, 9)",9,139,80,16,10,4,16.86,0.25,5.94,100.15,-0.16
"(37, 20, 9)",9,139,80,16,10,4,16.77,0.25,5.92,99.28,-0.16
"(38, 20, 9)",9,139,80,16,10,4,16.52,0.25,5.87,96.97,-0.16
"(41, 20, 9)",9,139,80,16,10,4,16.39,0.25,5.85,95.88,-0.16
"(57, 20, 9)",9,139,80,16,10,4,15.88,0.25,5.98,94.96,-0.16
"(55, 20, 9)",9,139,80,16,10,4,15.89,0.25,5.97,94.86,-0.16
"(52, 20, 9)",9,139,80,16,10,4,15.77,0.25,5.95,93.83,-0.16
"(44, 20, 9)",9,139,80,16,10,4,16.01,0.25,5.85,93.66,-0.16
"(61, 20, 9)",9,139,80,16,10,4,15.6,0.24,5.95,92.82,-0.16
"(65, 20, 9)",9,139,80,16,10,4,15.13,0.24,5.88,88.96,-0.16
"(45, 20, 9)",9,139,80,16,10,4,15.25,0.24,5.8,88.45,-0.16
"(49, 20, 9)",9,139,80,16,10,4,15.04,0.24,5.8,87.23,-0.16
"(73, 20, 9)",9,139,80,16,10,4,14.91,0.24,5.83,86.93,-0.16
"(48, 20, 9)",9,139,80,16,10,4,14.75,0.24,5.8,85.55,-0.16
