top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 5)",1,139,80,12,12,12,9.54,0.2,3.95,37.68,-0.41
"(30, 20, 5)",2,139,80,12,12,12,8.84,0.19,3.86,34.12,-0.41
"(30, 20, 5)",1,115,80,12,12,12,6.69,0.17,3.54,23.68,-0.41
"(30, 20, 5)",85,139,80,12,12,12,6.28,0.17,3.34,20.98,-0.41
"(30, 20, 5)",1,172,80,12,12,12,6.03,0.16,3.3,19.9,-0.41
"(30, 20, 5)",1,229,80,12,12,12,5.52,0.16,3.2,17.66,-0.41
"(30, 20, 5)",50,117,80,12,12,12,5.04,0.15,3.08,15.52,-0.41
"(30, 20, 5)",43,139,80,12,12,12,4.38,0.14,2.93,12.83,-0.41
"(30, 20, 5)",50,233,80,12,12,12,4.08,0.13,2.84,11.59,-0.41
"(30, 20, 5)",1,58,80,12,12,12,3.7,0.13,2.95,10.92,-0.59
"(30, 20, 5)",1,1,80,12,12,12,0.0,0.0,,,0.0
