top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(25, 20, 9)",1,139,80,16,9,8,24.18,0.29,5.9,142.66,-0.24
"(25, 20, 9)",1,139,80,15,9,8,22.11,0.28,5.89,130.23,-0.24
"(25, 20, 9)",1,139,80,15,8,8,22.05,0.28,5.88,129.65,-0.24
"(25, 20, 9)",1,139,80,15,14,8,21.29,0.27,5.85,124.55,-0.22
"(25, 20, 9)",1,139,80,15,10,8,20.98,0.27,5.85,122.73,-0.22
"(25, 20, 9)",1,139,80,15,15,8,19.94,0.27,5.8,115.65,-0.22
"(25, 20, 9)",1,139,80,14,9,8,19.98,0.27,5.71,114.09,-0.24
"(25, 20, 9)",1,139,80,15,15,4,18.34,0.26,5.99,109.86,-0.18
"(25, 20, 9)",1,139,80,15,15,9,19.05,0.26,5.59,106.49,-0.25
"(25, 20, 9)",1,139,80,23,15,8,18.66,0.26,5.6,104.5,-0.24
"(25, 20, 9)",1,139,80,15,13,8,18.53,0.26,5.6,103.77,-0.22
"(25, 20, 9)",1,139,80,16,15,4,17.32,0.25,5.93,102.71,-0.18
"(25, 20, 9)",1,139,80,18,9,8,18.45,0.26,5.52,101.84,-0.24
"(25, 20, 9)",1,139,80,15,12,8,18.29,0.26,5.56,101.69,-0.24
"(25, 20, 9)",1,139,80,15,11,8,18.22,0.26,5.58,101.67,-0.24
"(25, 20, 9)",1,139,80,17,15,8,18.09,0.26,5.54,100.22,-0.24
"(25, 20, 9)",1,139,80,12,9,8,17.83,0.26,5.56,99.13,-0.26
"(25, 20, 9)",1,139,80,15,7,4,16.64,0.25,5.88,97.84,-0.17
"(25, 20, 9)",1,139,80,15,9,9,17.94,0.26,5.44,97.59,-0.22
"(25, 20, 9)",1,139,80,15,13,4,16.55,0.25,5.8,95.99,-0.17
"(25, 20, 9)",1,139,80,15,4,4,16.42,0.25,5.82,95.56,-0.18
"(25, 20, 9)",1,139,80,15,9,4,15.94,0.25,5.86,93.41,-0.18
"(25, 20, 9)",1,139,80,15,10,4,15.91,0.25,5.86,93.23,-0.16
"(25, 20, 9)",1,139,80,15,5,2,16.14,0.25,5.77,93.13,-0.16
"(25, 20, 9)",1,139,80,19,15,8,16.88,0.25,5.43,91.66,-0.23
"(25, 20, 9)",1,139,80,20,9,8,16.9,0.25,5.34,90.25,-0.24
"(25, 20, 9)",1,139,80,15,15,2,15.72,0.25,5.7,89.6,-0.19
"(25, 20, 9)",1,139,80,15,9,2,15.62,0.24,5.64,88.1,-0.17
"(25, 20, 9)",1,139,80,15,15,11,16.21,0.25,5.33,86.4,-0.23
"(25, 20, 9)",1,139,80,22,9,8,16.01,0.25,5.37,85.97,-0.26
"(25, 20, 9)",1,139,80,15,15,6,15.15,0.24,5.66,85.75,-0.21
"(25, 20, 9)",1,139,80,19,15,1,14.66,0.24,5.81,85.17,-0.16
"(25, 20, 9)",1,139,80,10,9,8,15.79,0.25,5.28,83.37,-0.25
"(25, 20, 9)",1,139,80,19,15,4,14.72,0.24,5.61,82.58,-0.18
"(25, 20, 9)",1,139,80,15,15,12,15.86,0.25,5.19,82.31,-0.25
"(25, 20, 9)",1,139,80,15,1,1,14.09,0.24,5.77,81.3,-0.16
"(25, 20, 9)",1,139,80,21,15,8,15.31,0.24,5.23,80.07,-0.23
"(25, 20, 9)",1,139,80,15,7,1,13.52,0.23,5.91,79.9,-0.13
"(25, 20, 9)",1,139,80,37,15,1,13.67,0.23,5.84,79.83,-0.18
"(25, 20, 9)",1,139,80,25,15,8,15.19,0.24,5.21,79.14,-0.26
"(25, 20, 9)",1,139,80,15,15,10,15.11,0.24,5.18,78.27,-0.22
"(25, 20, 9)",1,139,80,21,15,2,14.15,0.24,5.4,76.41,-0.17
"(25, 20, 9)",1,139,80,15,15,1,12.33,0.22,5.6,69.05,-0.16
"(25, 20, 9)",1,139,80,24,9,8,13.56,0.23,5.09,69.02,-0.26
"(25, 20, 9)",1,139,80,15,13,2,12.71,0.23,5.37,68.25,-0.17
"(25, 20, 9)",1,139,80,27,15,8,13.28,0.23,5.09,67.6,-0.24
"(25, 20, 9)",1,139,80,43,15,1,11.82,0.22,5.62,66.43,-0.19
"(25, 20, 9)",1,139,80,15,15,3,12.22,0.22,5.4,65.99,-0.18
"(25, 20, 9)",1,139,80,15,15,7,13.13,0.23,5.02,65.91,-0.23
"(25, 20, 9)",1,139,80,25,15,1,12.13,0.22,5.43,65.87,-0.19
"(25, 20, 9)",1,139,80,15,9,7,12.98,0.23,5.05,65.55,-0.24
"(25, 20, 9)",1,139,80,17,15,2,12.44,0.22,5.19,64.56,-0.19
"(25, 20, 9)",1,139,80,15,15,5,11.98,0.22,5.33,63.85,-0.23
"(25, 20, 9)",1,139,80,15,13,1,11.3,0.22,5.64,63.73,-0.15
"(25, 20, 9)",1,139,80,37,15,2,11.98,0.22,5.26,63.01,-0.18
"(25, 20, 9)",1,139,80,33,15,2,11.87,0.22,5.19,61.61,-0.19
"(25, 20, 9)",1,139,80,15,9,6,11.84,0.22,5.18,61.33,-0.21
"(25, 20, 9)",1,139,80,41,15,2,11.77,0.22,5.21,61.32,-0.2
"(25, 20, 9)",1,139,80,15,15,13,12.09,0.22,4.84,58.52,-0.26
