,Adj_Close
2010-02-07,0.0
2010-03-07,0.0
2010-04-04,0.0
2010-05-02,0.0
2010-05-30,0.0
2010-06-27,0.0
2010-07-25,0.0
2010-08-22,0.0
2010-09-19,0.0
2010-10-17,0.0
2010-11-14,0.027117391633350252
2010-12-12,-0.010607232280238521
2011-01-09,-0.021631344976512312
2011-02-06,0.01818688255217804
2011-03-06,0.02126564104218498
2011-04-03,-0.007504825513427016
2011-05-01,-0.0313956050008487
2011-05-29,-0.005160046361260773
2011-06-26,-0.0090181588128182
2011-07-24,0.0
2011-08-21,-0.05727122272989671
2011-09-18,0.0
2011-10-16,0.0
2011-11-13,0.0
2011-12-11,-0.03816444680001274
2012-01-08,0.0
2012-02-05,-0.0026235153718040527
2012-03-04,0.00721909698757317
2012-04-01,0.01272512780612245
2012-04-29,0.002846668845349898
2012-05-27,-0.004406309223646376
2012-06-24,-0.06450982364217239
2012-07-22,-0.009166675347970554
2012-08-19,0.0
2012-09-16,-0.014302151078298686
2012-10-14,0.02681516153123109
2012-11-11,-0.058508231405391964
2012-12-09,0.0
2013-01-06,0.00631679088528303
2013-02-03,-0.0017505477518925394
2013-03-03,0.0024420367864559367
2013-03-31,0.02264399956652796
2013-04-28,-0.04313343730684105
2013-05-26,0.08040545995894832
2013-06-23,-0.017530099856183923
2013-07-21,0.0340932754111094
2013-08-18,-0.01404750661082399
2013-09-15,0.053397466132793614
2013-10-13,0.04176172150750923
2013-11-10,0.0655100048422268
2013-12-08,0.06616299605517528
2014-01-05,0.030150596160753107
2014-02-02,0.02906989395561066
2014-03-02,0.011703813742609315
2014-03-30,0.011696400132718443
2014-04-27,-0.012641286972017607
2014-05-25,0.053286818879249465
2014-06-22,0.0
2014-07-20,-0.005634269479746767
2014-08-17,-0.024506790556477642
2014-09-14,0.015594202439336513
2014-10-12,-0.0005853894507218405
2014-11-09,-0.03702086666171789
2014-12-07,0.011774046981280373
2015-01-04,-0.03601546766217656
2015-02-01,-0.04452350422251672
2015-03-01,-0.004547414319527876
2015-03-29,0.008982560840214315
2015-04-26,-0.03142568964448622
2015-05-24,-0.02224972342740017
2015-06-21,0.03384881876321355
2015-07-19,-0.007597134434440211
2015-08-16,-0.035355157464067144
2015-09-13,-0.0966233961223214
2015-10-11,0.0
2015-11-08,0.0
2015-12-06,-0.04897775291466733
2016-01-03,-0.0643779198105171
2016-01-31,-0.06690810656474566
2016-02-28,0.0
2016-03-27,0.0
2016-04-24,0.0
2016-05-22,-0.012055983349532062
2016-06-19,0.0
2016-07-17,0.009119123611485369
2016-08-14,0.015806827729138995
2016-09-11,0.019726220669594285
2016-10-09,0.017491827181563835
2016-11-06,-0.05307417256670832
2016-12-04,0.04241343063874936
2017-01-01,0.030415382567906546
2017-01-29,0.0014921260654052748
2017-02-26,0.007857961657041113
2017-03-26,0.018702510245971915
2017-04-23,0.004572520438702599
2017-05-21,-0.008641150832503275
2017-06-18,0.046644932760586455
2017-07-16,0.026242664532843518
2017-08-13,0.0061301475489783375
2017-09-10,-0.03841434417342793
2017-10-08,0.03684077434595445
2017-11-05,-0.006355912423544718
2017-12-03,0.020588023961198854
2017-12-31,-0.018938230557319247
2018-01-28,0.07392256959027388
2018-02-25,-0.05002592642474468
2018-03-25,0.07273017820584071
2018-04-22,-0.021210350863766658
2018-05-20,-0.04442345878282872
2018-06-17,0.07418081367797025
2018-07-15,0.031061156263426426
2018-08-12,-0.017216197667287103
2018-09-09,-0.04178463368629959
2018-10-07,0.028367710707112304
2018-11-04,-0.027523664500718192
2018-12-02,0.0
2018-12-30,0.0
2019-01-27,0.0
2019-02-24,0.0
2019-03-24,0.03264730400553861
2019-04-21,0.0021507819075290424
2019-05-19,0.004585960655208998
2019-06-16,-0.005383488864550867
2019-07-14,0.01827505066623858
2019-08-11,-0.006185564216051542
2019-09-08,-0.036805044254701214
2019-10-06,-0.06594800934465461
2019-11-03,0.007079421077179404
2019-12-01,0.01466118684883777
2019-12-29,0.02302568072340838
2020-01-26,0.035867538827359935
2020-02-23,0.0035659521853386167
2020-03-22,-0.1450897306417378
2020-04-19,0.0
2020-05-17,0.0
2020-06-14,0.03969031915786725
2020-07-12,0.085264278217007
2020-08-09,0.034913441842872484
2020-09-06,-0.0033641257071944652
2020-10-04,-0.04662608734921725
2020-11-01,0.07166117036157638
2020-11-29,0.13060468937376113
2020-12-27,0.03062663942001209
2021-01-24,-0.005437036706862575
2021-02-21,-0.07442579521149817
2021-03-21,-0.12003286597516682
2021-04-18,-0.07014883628023527
2021-05-16,0.028443021057957152
2021-06-13,0.031336949841955786
2021-07-11,-0.015349702563787981
2021-08-08,-0.007024624129607804
2021-09-05,-0.06259933826928465
2021-10-03,-0.0023820404098574555
2021-10-31,-0.012335491761407802
2021-11-28,-0.050762361935943856
2021-12-26,-0.03519090471271058
2022-01-23,-0.00023477090944057366
2022-02-20,0.0
2022-03-20,0.0
2022-04-17,0.0
2022-05-15,0.0
2022-06-12,0.0
2022-07-10,0.0
2022-08-07,0.0
2022-09-04,0.0
2022-10-02,0.0
2022-10-30,0.0
2022-11-27,0.0
