top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",10,200,15,10,6,3,58.36,0.37,5.06,295.3,-0.26
"(30, 20, 2)",10,200,15,12,6,2,60.12,0.38,4.88,293.39,-0.35
"(30, 20, 2)",10,200,15,13,6,3,53.03,0.36,5.1,270.45,-0.25
"(30, 20, 2)",10,200,15,12,1,3,53.74,0.37,5.02,269.77,-0.3
"(30, 20, 2)",10,151,15,12,6,3,50.74,0.36,4.9,248.63,-0.29
"(30, 20, 2)",10,200,17,12,6,3,47.5,0.35,4.82,228.95,-0.34
"(30, 20, 2)",7,200,15,12,6,3,46.91,0.35,4.81,225.64,-0.29
"(30, 20, 2)",10,200,15,12,6,3,46.91,0.35,4.81,225.64,-0.29
"(30, 20, 2)",10,201,15,12,6,3,46.91,0.35,4.81,225.64,-0.29
"(30, 20, 2)",10,200,15,12,11,3,45.35,0.35,4.96,224.94,-0.26
"(30, 20, 2)",10,200,15,4,6,3,45.6,0.35,4.76,217.06,-0.26
"(30, 20, 2)",1,200,15,12,6,3,43.91,0.34,4.73,207.69,-0.29
"(30, 20, 2)",13,200,15,12,6,3,43.49,0.34,4.74,206.14,-0.29
"(30, 20, 2)",10,200,13,12,6,3,42.83,0.34,4.74,203.01,-0.23
"(30, 20, 2)",10,200,15,12,3,3,43.74,0.34,4.61,201.64,-0.29
"(30, 20, 2)",10,251,15,12,6,3,42.06,0.34,4.7,197.68,-0.29
"(30, 20, 2)",10,200,15,12,13,3,41.95,0.34,4.66,195.49,-0.25
"(30, 20, 2)",10,200,15,12,9,3,40.41,0.34,4.81,194.37,-0.22
"(30, 20, 2)",10,200,15,12,7,3,40.63,0.34,4.67,189.74,-0.29
"(30, 20, 2)",10,200,15,16,6,3,38.43,0.33,4.86,186.77,-0.24
"(30, 20, 2)",16,200,15,12,6,3,38.93,0.33,4.62,179.86,-0.3
"(30, 20, 2)",10,51,15,12,6,3,37.7,0.33,4.71,177.57,-0.31
"(30, 20, 2)",10,200,15,12,5,3,38.09,0.33,4.56,173.69,-0.29
"(30, 20, 2)",10,200,15,12,6,1,36.9,0.33,4.58,169.0,-0.35
"(30, 20, 2)",10,200,29,12,6,3,33.85,0.32,4.21,142.51,-0.45
"(30, 20, 2)",10,101,15,12,6,3,29.82,0.31,4.67,139.26,-0.4
"(30, 20, 2)",22,200,15,12,6,3,30.6,0.31,4.42,135.25,-0.37
"(30, 20, 2)",19,200,15,12,6,3,30.6,0.31,4.42,135.25,-0.37
"(30, 20, 2)",10,200,9,12,6,3,29.81,0.31,4.49,133.85,-0.29
"(30, 20, 2)",10,200,15,19,6,3,28.67,0.3,4.62,132.46,-0.26
"(30, 20, 2)",10,200,37,12,6,3,31.66,0.31,4.15,131.39,-0.46
"(30, 20, 2)",10,451,15,12,6,3,30.18,0.31,4.27,128.87,-0.38
"(30, 20, 2)",10,200,15,1,6,3,29.23,0.3,4.38,128.03,-0.34
"(30, 20, 2)",10,200,25,12,6,3,29.46,0.3,4.15,122.26,-0.43
"(30, 20, 2)",10,200,15,22,6,3,27.02,0.3,4.51,121.86,-0.26
"(30, 20, 2)",10,200,15,7,6,3,27.88,0.3,4.36,121.56,-0.28
"(30, 20, 2)",4,200,15,12,6,3,27.02,0.3,4.42,119.43,-0.29
"(30, 20, 2)",10,200,15,25,6,3,23.76,0.28,4.48,106.44,-0.27
"(30, 20, 2)",10,200,33,12,6,3,26.3,0.29,3.95,103.88,-0.51
"(30, 20, 2)",10,401,15,12,6,3,24.22,0.29,4.07,98.58,-0.45
"(30, 20, 2)",10,200,21,12,6,3,23.29,0.28,3.96,92.23,-0.43
"(30, 20, 2)",10,200,15,12,6,4,21.0,0.27,3.85,80.85,-0.4
"(30, 20, 2)",10,351,15,12,6,3,19.66,0.27,3.88,76.28,-0.38
"(30, 20, 2)",10,301,15,12,6,3,19.51,0.27,3.89,75.89,-0.38
"(30, 20, 2)",10,200,15,28,6,3,17.15,0.25,4.1,70.31,-0.23
"(30, 20, 2)",10,200,15,12,6,5,13.74,0.23,3.54,48.64,-0.36
"(30, 20, 2)",10,200,15,12,6,7,8.76,0.19,3.06,26.81,-0.51
"(30, 20, 2)",10,200,15,12,6,6,5.96,0.16,2.81,16.75,-0.45
"(30, 20, 2)",10,1,15,12,6,3,3.63,0.13,2.93,10.64,-0.32
"(30, 20, 2)",10,200,5,12,6,3,1.72,0.08,2.21,3.8,-0.28
"(30, 20, 2)",10,200,1,12,6,3,0.46,0.03,1.41,0.65,-0.38
