top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",12,141,16,7,9,3,148.34,0.48,6.24,925.64,-0.23
"(30, 20, 2)",12,140,16,7,9,3,147.11,0.48,6.23,916.5,-0.22
"(30, 20, 2)",10,146,16,7,9,3,146.54,0.48,6.22,911.48,-0.23
"(30, 20, 2)",11,141,16,7,9,3,144.03,0.47,6.2,892.99,-0.23
"(30, 20, 2)",10,138,16,7,9,3,144.03,0.47,6.2,892.99,-0.23
"(30, 20, 2)",10,142,16,7,9,3,144.03,0.47,6.2,892.99,-0.23
"(30, 20, 2)",9,141,16,7,9,3,144.03,0.47,6.2,892.99,-0.23
"(30, 20, 2)",10,141,16,7,9,3,144.03,0.47,6.2,892.99,-0.23
"(30, 20, 2)",10,141,16,9,9,3,146.0,0.47,6.08,887.68,-0.22
"(30, 20, 2)",12,141,17,7,9,3,139.61,0.47,6.18,862.79,-0.25
"(30, 20, 2)",10,141,17,7,9,3,135.55,0.47,6.15,833.63,-0.25
"(30, 20, 2)",12,141,15,7,9,3,129.4,0.46,6.19,800.99,-0.22
"(30, 20, 2)",10,134,16,7,9,3,131.02,0.46,6.08,796.6,-0.22
"(30, 20, 2)",10,141,16,7,7,3,130.45,0.46,6.09,794.44,-0.23
"(30, 20, 2)",10,141,15,7,9,3,125.64,0.46,6.15,772.69,-0.22
"(30, 20, 2)",12,141,16,10,9,3,129.2,0.46,5.89,760.99,-0.29
"(30, 20, 2)",12,144,16,7,9,3,124.61,0.46,5.99,746.41,-0.23
"(30, 20, 2)",12,146,16,7,9,3,124.61,0.46,5.99,746.41,-0.23
"(30, 20, 2)",12,142,16,7,9,3,124.61,0.46,5.99,746.41,-0.23
"(30, 20, 2)",12,141,14,7,9,3,118.59,0.45,6.18,732.89,-0.21
"(30, 20, 2)",12,141,16,8,9,3,121.96,0.45,6.0,731.76,-0.29
"(30, 20, 2)",11,141,16,10,9,3,124.0,0.46,5.84,724.16,-0.29
"(30, 20, 2)",9,141,16,10,9,3,124.0,0.46,5.84,724.16,-0.29
"(30, 20, 2)",10,141,16,10,9,3,124.0,0.46,5.84,724.16,-0.29
"(30, 20, 2)",10,145,16,10,9,3,124.0,0.46,5.84,724.16,-0.29
"(30, 20, 2)",10,139,16,10,9,3,124.0,0.46,5.84,724.16,-0.29
"(30, 20, 2)",10,141,17,10,9,3,123.37,0.46,5.86,722.95,-0.31
"(30, 20, 2)",12,141,16,10,6,3,118.88,0.45,5.99,712.09,-0.26
"(30, 20, 2)",10,141,14,7,9,3,115.14,0.45,6.14,706.96,-0.21
"(30, 20, 2)",10,141,16,8,9,3,118.41,0.45,5.97,706.91,-0.29
"(30, 20, 2)",12,150,16,7,9,3,117.66,0.45,5.93,697.72,-0.23
"(30, 20, 2)",12,148,16,7,9,3,117.66,0.45,5.93,697.72,-0.23
"(30, 20, 2)",12,147,16,7,9,3,117.66,0.45,5.93,697.72,-0.23
"(30, 20, 2)",10,141,16,9,6,3,112.93,0.45,6.15,694.52,-0.23
"(30, 20, 2)",12,141,18,7,9,3,116.12,0.45,5.98,694.4,-0.28
"(30, 20, 2)",9,141,16,10,6,3,114.81,0.45,5.95,683.12,-0.26
"(30, 20, 2)",10,139,16,10,6,3,114.81,0.45,5.95,683.12,-0.26
"(30, 20, 2)",11,141,16,10,6,3,114.81,0.45,5.95,683.12,-0.26
"(30, 20, 2)",10,141,16,10,6,3,114.81,0.45,5.95,683.12,-0.26
"(30, 20, 2)",12,152,16,7,9,3,114.24,0.45,5.89,672.87,-0.23
"(30, 20, 2)",12,153,16,7,9,3,114.24,0.45,5.89,672.87,-0.23
"(30, 20, 2)",10,141,18,7,9,3,112.74,0.45,5.94,669.68,-0.28
"(30, 20, 2)",12,141,16,7,10,3,112.02,0.44,5.91,662.04,-0.29
"(30, 20, 2)",10,141,26,10,6,3,113.01,0.45,5.82,657.72,-0.37
"(30, 20, 2)",13,141,16,7,9,3,111.65,0.44,5.87,655.39,-0.22
"(30, 20, 2)",12,138,16,7,9,3,107.56,0.44,6.08,653.96,-0.22
"(30, 20, 2)",12,134,16,7,9,3,107.56,0.44,6.08,653.96,-0.22
"(30, 20, 2)",12,136,16,7,9,3,107.56,0.44,6.08,653.96,-0.22
"(30, 20, 2)",12,135,16,7,9,3,107.56,0.44,6.08,653.96,-0.22
"(30, 20, 2)",10,133,16,10,9,3,112.79,0.45,5.72,645.16,-0.29
"(30, 20, 2)",10,141,15,10,9,3,110.68,0.44,5.81,643.05,-0.29
"(30, 20, 2)",10,141,16,10,6,2,115.4,0.45,5.52,637.01,-0.28
"(30, 20, 2)",8,141,16,7,9,3,108.57,0.44,5.81,630.79,-0.23
"(30, 20, 2)",10,141,16,7,10,3,107.51,0.44,5.85,628.93,-0.29
"(30, 20, 2)",10,141,15,10,6,2,112.99,0.45,5.56,628.22,-0.28
"(30, 20, 2)",10,118,16,7,9,3,103.9,0.44,6.04,627.56,-0.22
"(30, 20, 2)",10,149,16,10,6,3,105.3,0.44,5.83,613.9,-0.26
"(30, 20, 2)",10,141,16,10,4,3,107.58,0.44,5.68,611.05,-0.26
"(30, 20, 2)",10,141,16,10,3,3,107.58,0.44,5.68,611.05,-0.26
"(30, 20, 2)",12,141,16,6,9,3,100.26,0.43,6.05,606.57,-0.23
"(30, 20, 2)",10,143,15,10,6,3,101.87,0.43,5.9,601.03,-0.26
"(30, 20, 2)",10,141,15,10,6,3,101.87,0.43,5.9,601.03,-0.26
"(30, 20, 2)",9,141,15,10,6,3,101.87,0.43,5.9,601.03,-0.26
"(30, 20, 2)",11,141,15,10,6,3,101.87,0.43,5.9,601.03,-0.26
"(30, 20, 2)",10,141,13,7,9,3,100.0,0.43,5.99,599.0,-0.2
"(30, 20, 2)",10,141,15,9,6,3,98.12,0.43,6.08,596.57,-0.22
"(30, 20, 2)",13,141,16,10,9,3,104.53,0.44,5.64,589.55,-0.29
"(30, 20, 2)",10,141,18,10,9,3,103.78,0.44,5.68,589.47,-0.33
"(30, 20, 2)",10,162,16,7,9,3,100.89,0.43,5.83,588.19,-0.23
"(30, 20, 2)",10,166,16,7,9,3,100.89,0.43,5.83,588.19,-0.23
"(30, 20, 2)",10,174,16,7,9,3,100.89,0.43,5.83,588.19,-0.23
"(30, 20, 2)",10,170,16,7,9,3,100.89,0.43,5.83,588.19,-0.23
"(30, 20, 2)",12,132,16,7,9,3,98.64,0.43,5.96,587.89,-0.22
"(30, 20, 2)",10,141,16,6,9,3,97.34,0.43,6.01,585.01,-0.23
"(30, 20, 2)",10,141,16,11,9,3,100.32,0.43,5.83,584.87,-0.22
"(30, 20, 2)",10,141,16,13,9,3,99.34,0.43,5.86,582.13,-0.22
"(30, 20, 2)",10,158,16,7,9,3,97.95,0.43,5.8,568.11,-0.23
"(30, 20, 2)",10,150,16,7,9,3,97.95,0.43,5.8,568.11,-0.23
"(30, 20, 2)",10,154,16,7,9,3,97.95,0.43,5.8,568.11,-0.23
"(30, 20, 2)",10,126,16,7,9,3,95.76,0.43,5.92,566.9,-0.22
"(30, 20, 2)",10,130,16,7,9,3,95.76,0.43,5.92,566.9,-0.22
"(30, 20, 2)",10,141,14,10,9,3,98.29,0.43,5.76,566.15,-0.26
"(30, 20, 2)",7,141,16,10,9,3,100.98,0.43,5.58,563.47,-0.29
"(30, 20, 2)",8,141,16,10,9,3,100.47,0.43,5.57,559.62,-0.29
"(30, 20, 2)",10,114,16,7,9,3,94.42,0.43,5.9,557.08,-0.29
"(30, 20, 2)",10,141,16,10,5,3,96.47,0.43,5.71,550.84,-0.26
"(30, 20, 2)",10,141,16,10,7,3,96.05,0.43,5.73,550.37,-0.26
"(30, 20, 2)",10,110,16,7,9,3,93.27,0.42,5.88,548.43,-0.29
"(30, 20, 2)",13,141,16,10,6,3,95.43,0.43,5.73,546.81,-0.26
"(30, 20, 2)",10,141,16,10,10,3,94.79,0.43,5.73,543.15,-0.26
"(30, 20, 2)",10,141,15,10,4,3,95.65,0.43,5.63,538.51,-0.26
"(30, 20, 2)",10,141,15,10,3,3,95.65,0.43,5.63,538.51,-0.26
"(30, 20, 2)",12,156,16,7,9,3,93.62,0.43,5.75,538.32,-0.23
"(30, 20, 2)",12,159,16,7,9,3,93.62,0.43,5.75,538.32,-0.23
"(30, 20, 2)",12,158,16,7,9,3,93.62,0.43,5.75,538.32,-0.23
"(30, 20, 2)",12,165,16,7,9,3,93.62,0.43,5.75,538.32,-0.23
"(30, 20, 2)",12,162,16,7,9,3,93.62,0.43,5.75,538.32,-0.23
"(30, 20, 2)",10,122,16,7,9,3,91.08,0.42,5.87,534.64,-0.22
"(30, 20, 2)",10,181,16,10,9,3,94.45,0.43,5.6,528.92,-0.29
"(30, 20, 2)",10,163,16,10,9,3,94.45,0.43,5.6,528.92,-0.29
"(30, 20, 2)",10,169,16,10,9,3,94.45,0.43,5.6,528.92,-0.29
"(30, 20, 2)",10,175,16,10,9,3,94.45,0.43,5.6,528.92,-0.29
"(30, 20, 2)",10,106,16,7,9,3,90.55,0.42,5.84,528.81,-0.29
"(30, 20, 2)",10,141,18,10,6,3,92.22,0.42,5.71,526.58,-0.29
"(30, 20, 2)",7,141,16,10,6,3,92.78,0.42,5.67,526.06,-0.26
"(30, 20, 2)",8,141,16,10,6,3,92.3,0.42,5.66,522.42,-0.26
"(30, 20, 2)",12,130,16,7,9,3,89.64,0.42,5.82,521.7,-0.29
"(30, 20, 2)",12,154,16,7,9,3,90.89,0.42,5.71,518.98,-0.23
"(30, 20, 2)",10,141,16,13,6,3,90.15,0.42,5.75,518.36,-0.26
"(30, 20, 2)",10,115,16,10,9,3,90.41,0.42,5.7,515.34,-0.29
"(30, 20, 2)",10,141,12,7,9,3,88.02,0.42,5.8,510.52,-0.21
"(30, 20, 2)",12,120,16,7,9,3,87.72,0.42,5.81,509.65,-0.29
"(30, 20, 2)",12,123,16,7,9,3,87.72,0.42,5.81,509.65,-0.29
"(30, 20, 2)",12,117,16,7,9,3,87.72,0.42,5.81,509.65,-0.29
"(30, 20, 2)",12,124,16,7,9,3,87.72,0.42,5.81,509.65,-0.29
"(30, 20, 2)",10,141,15,3,6,3,91.13,0.42,5.53,503.95,-0.25
"(30, 20, 2)",10,151,16,10,9,3,90.63,0.42,5.55,503.0,-0.29
"(30, 20, 2)",10,157,16,10,9,3,90.63,0.42,5.55,503.0,-0.29
"(30, 20, 2)",10,121,16,10,9,3,88.1,0.42,5.67,499.53,-0.29
"(30, 20, 2)",10,187,16,10,9,3,89.82,0.42,5.54,497.6,-0.29
"(30, 20, 2)",10,141,19,7,9,3,88.95,0.42,5.57,495.45,-0.36
"(30, 20, 2)",10,169,16,10,6,3,86.74,0.42,5.69,493.55,-0.26
"(30, 20, 2)",10,179,16,10,6,3,86.74,0.42,5.69,493.55,-0.26
"(30, 20, 2)",10,141,15,10,5,3,85.77,0.42,5.67,486.32,-0.26
"(30, 20, 2)",10,141,15,10,7,3,85.2,0.41,5.68,483.94,-0.26
