top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",1,141,15,13,6,3,45.78,0.35,5.81,265.98,-0.22
"(30, 20, 2)",1,106,15,13,6,3,33.13,0.32,5.74,190.17,-0.22
"(30, 20, 2)",1,200,22,13,6,3,35.16,0.32,5.29,186.0,-0.25
"(30, 20, 2)",1,200,15,13,7,3,34.29,0.32,5.29,181.39,-0.29
"(30, 20, 2)",1,200,15,13,5,3,33.95,0.32,5.29,179.6,-0.23
"(30, 20, 2)",1,200,15,13,6,3,32.26,0.31,5.27,170.01,-0.22
"(30, 20, 2)",1,200,25,13,6,3,32.86,0.32,5.16,169.56,-0.28
"(30, 20, 2)",1,200,16,13,6,3,32.84,0.32,5.15,169.13,-0.29
"(30, 20, 2)",1,200,19,13,6,3,32.24,0.31,5.11,164.75,-0.27
"(30, 20, 2)",1,211,15,13,6,3,31.38,0.31,5.24,164.43,-0.22
"(30, 20, 2)",1,200,15,12,6,7,31.67,0.31,5.11,161.83,-0.29
"(30, 20, 2)",1,200,15,13,3,3,30.7,0.31,5.16,158.41,-0.22
"(30, 20, 2)",1,200,28,13,6,3,31.15,0.31,5.08,158.24,-0.34
"(30, 20, 2)",1,200,15,13,9,3,28.91,0.3,5.47,158.14,-0.2
"(30, 20, 2)",1,200,15,13,2,3,30.13,0.31,5.16,155.47,-0.22
"(30, 20, 2)",1,200,15,13,4,3,30.09,0.31,5.13,154.36,-0.22
"(30, 20, 2)",1,176,15,13,6,3,29.95,0.31,5.15,154.24,-0.22
"(30, 20, 2)",1,200,15,13,8,3,28.7,0.3,5.05,144.94,-0.29
"(30, 20, 2)",1,200,33,12,6,3,27.1,0.3,5.09,137.94,-0.34
"(30, 20, 2)",1,200,37,12,6,3,26.48,0.29,5.05,133.72,-0.34
"(30, 20, 2)",1,200,15,10,6,3,23.38,0.28,5.21,121.81,-0.23
"(30, 20, 2)",1,200,15,13,1,3,23.15,0.28,4.97,115.06,-0.2
"(30, 20, 2)",1,200,15,13,11,3,21.63,0.27,5.04,109.02,-0.29
"(30, 20, 2)",1,246,15,13,6,3,21.35,0.27,4.83,103.12,-0.22
"(30, 20, 2)",1,200,25,12,6,3,21.69,0.28,4.68,101.51,-0.29
"(30, 20, 2)",1,200,13,13,6,3,20.86,0.27,4.85,101.17,-0.22
"(30, 20, 2)",1,200,21,12,6,3,21.44,0.27,4.67,100.12,-0.27
"(30, 20, 2)",1,200,15,13,10,3,20.27,0.27,4.89,99.12,-0.29
"(30, 20, 2)",1,200,29,12,6,3,20.58,0.27,4.63,95.29,-0.35
"(30, 20, 2)",1,151,15,12,6,3,20.25,0.27,4.63,93.76,-0.25
"(30, 20, 2)",1,200,7,13,6,3,18.19,0.26,4.92,89.49,-0.19
"(30, 20, 2)",1,200,15,13,12,3,19.49,0.27,4.57,89.07,-0.29
"(30, 20, 2)",1,200,17,12,6,3,19.78,0.27,4.5,89.01,-0.32
"(30, 20, 2)",1,200,10,13,6,3,18.25,0.26,4.71,85.96,-0.22
"(30, 20, 2)",1,200,15,12,7,3,19.03,0.26,4.51,85.83,-0.25
"(30, 20, 2)",1,200,15,7,6,3,18.27,0.26,4.43,80.94,-0.26
"(30, 20, 2)",1,200,15,16,6,3,16.78,0.25,4.75,79.71,-0.27
"(30, 20, 2)",2,200,15,13,6,3,16.22,0.25,4.81,78.02,-0.22
"(30, 20, 2)",1,281,15,13,6,3,16.99,0.25,4.56,77.47,-0.22
"(30, 20, 2)",1,200,15,12,5,3,16.84,0.25,4.35,73.25,-0.25
"(30, 20, 2)",1,200,15,1,6,3,16.02,0.25,4.5,72.09,-0.27
"(30, 20, 2)",1,200,15,4,6,3,16.47,0.25,4.35,71.64,-0.26
"(30, 20, 2)",1,201,15,12,6,3,16.44,0.25,4.33,71.19,-0.26
"(30, 20, 2)",1,200,15,12,6,3,16.44,0.25,4.33,71.19,-0.26
"(30, 20, 2)",1,200,15,12,11,3,15.31,0.24,4.56,69.81,-0.29
"(30, 20, 2)",1,200,15,12,13,3,15.71,0.25,4.37,68.65,-0.29
"(30, 20, 2)",10,200,15,12,6,3,15.85,0.25,4.32,68.47,-0.25
"(30, 20, 2)",7,200,15,12,6,3,15.85,0.25,4.32,68.47,-0.25
"(30, 20, 2)",1,200,15,12,9,3,14.6,0.24,4.42,64.53,-0.29
"(30, 20, 2)",13,200,15,12,6,3,14.65,0.24,4.23,61.97,-0.25
"(30, 20, 2)",1,200,15,12,3,3,14.29,0.24,4.14,59.16,-0.25
"(30, 20, 2)",1,101,15,12,6,3,13.25,0.23,4.41,58.43,-0.33
"(30, 20, 2)",1,200,15,12,6,6,14.37,0.24,3.89,55.9,-0.37
"(30, 20, 2)",1,200,15,19,6,3,12.85,0.23,4.29,55.13,-0.27
"(30, 20, 2)",1,200,15,13,6,4,13.52,0.23,3.96,53.54,-0.33
"(30, 20, 2)",1,200,15,13,6,1,11.86,0.22,4.45,52.78,-0.22
"(30, 20, 2)",1,200,15,22,6,3,11.9,0.22,4.33,51.53,-0.27
"(30, 20, 2)",1,200,15,12,6,4,12.94,0.23,3.9,50.47,-0.29
"(30, 20, 2)",16,200,15,12,6,3,12.31,0.22,4.03,49.61,-0.27
"(30, 20, 2)",1,200,13,12,6,3,12.12,0.22,4.08,49.45,-0.23
"(30, 20, 2)",1,200,15,12,1,3,11.83,0.22,4.08,48.27,-0.25
"(30, 20, 2)",1,36,15,13,6,3,11.22,0.22,4.21,47.24,-0.35
"(30, 20, 2)",1,200,15,13,6,5,12.39,0.22,3.76,46.59,-0.29
"(30, 20, 2)",19,200,15,12,6,3,11.8,0.22,3.87,45.67,-0.37
"(30, 20, 2)",22,200,15,12,6,3,11.8,0.22,3.87,45.67,-0.37
"(30, 20, 2)",1,200,15,12,6,5,12.33,0.22,3.68,45.37,-0.31
"(30, 20, 2)",1,200,15,13,6,2,10.79,0.21,3.98,42.94,-0.35
"(30, 20, 2)",1,200,15,13,6,6,10.92,0.21,3.8,41.5,-0.37
"(30, 20, 2)",1,251,15,12,6,3,10.72,0.21,3.87,41.49,-0.26
"(30, 20, 2)",1,71,15,13,6,3,9.75,0.2,4.14,40.36,-0.38
"(30, 20, 2)",1,200,9,12,6,3,10.21,0.21,3.94,40.23,-0.29
