top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd
"(30, 20, 2)",1,133,26,13,5,3,74.14,0.4,6.38,473.01,-0.27
"(30, 20, 2)",1,132,26,13,5,3,74.14,0.4,6.38,473.01,-0.27
"(30, 20, 2)",1,131,26,13,5,3,72.71,0.4,6.35,461.71,-0.27
"(30, 20, 2)",1,140,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,134,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,135,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,137,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,139,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,141,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,143,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,136,26,13,5,3,71.56,0.4,6.32,452.26,-0.27
"(30, 20, 2)",1,133,27,13,5,3,71.3,0.4,6.3,449.19,-0.27
"(30, 20, 2)",1,141,27,13,5,3,68.82,0.39,6.24,429.44,-0.27
"(30, 20, 2)",1,128,26,13,5,3,66.3,0.39,6.22,412.39,-0.27
"(30, 20, 2)",1,125,26,13,5,3,66.3,0.39,6.22,412.39,-0.27
"(30, 20, 2)",1,127,26,13,5,3,66.3,0.39,6.22,412.39,-0.27
"(30, 20, 2)",1,133,26,13,4,3,65.84,0.39,6.21,408.87,-0.27
"(30, 20, 2)",1,133,22,13,5,3,64.94,0.39,6.2,402.63,-0.25
"(30, 20, 2)",1,141,26,13,3,3,64.81,0.39,6.19,401.17,-0.27
"(30, 20, 2)",1,133,24,13,5,3,64.72,0.39,6.19,400.62,-0.25
"(30, 20, 2)",1,129,26,13,5,3,64.6,0.38,6.19,399.87,-0.27
"(30, 20, 2)",1,133,20,13,5,3,64.4,0.38,6.16,396.7,-0.24
"(30, 20, 2)",1,141,26,13,7,3,63.27,0.38,6.18,391.01,-0.32
"(30, 20, 2)",1,141,26,13,4,3,63.54,0.38,6.15,390.77,-0.27
"(30, 20, 2)",1,133,21,13,5,3,63.24,0.38,6.16,389.56,-0.24
"(30, 20, 2)",1,133,23,13,5,3,63.26,0.38,6.15,389.05,-0.25
"(30, 20, 2)",1,133,31,13,5,3,62.85,0.38,6.16,387.16,-0.29
"(30, 20, 2)",1,133,26,13,6,3,62.32,0.38,6.18,385.14,-0.27
"(30, 20, 2)",1,141,17,13,5,3,62.59,0.38,6.11,382.42,-0.22
"(30, 20, 2)",1,133,32,13,5,3,62.15,0.38,6.13,380.98,-0.29
"(30, 20, 2)",1,133,25,13,5,3,62.22,0.38,6.1,379.54,-0.27
"(30, 20, 2)",1,133,28,13,5,3,61.16,0.38,6.09,372.46,-0.29
"(30, 20, 2)",1,141,21,13,5,3,61.03,0.38,6.1,372.28,-0.24
"(30, 20, 2)",1,141,23,13,5,3,61.05,0.38,6.09,371.79,-0.25
"(30, 20, 2)",1,141,31,13,5,3,60.66,0.38,6.1,370.03,-0.29
"(30, 20, 2)",1,139,26,13,6,3,60.15,0.38,6.13,368.72,-0.27
"(30, 20, 2)",1,141,26,13,6,3,60.15,0.38,6.13,368.72,-0.27
"(30, 20, 2)",1,133,29,13,5,3,60.69,0.38,6.07,368.39,-0.29
"(30, 20, 2)",1,141,33,13,5,3,59.98,0.38,6.08,364.68,-0.29
"(30, 20, 2)",1,141,25,13,5,3,60.04,0.38,6.04,362.64,-0.27
"(30, 20, 2)",1,141,19,13,5,3,59.96,0.38,6.03,361.56,-0.24
"(30, 20, 2)",1,141,35,13,5,3,59.27,0.38,6.05,358.58,-0.29
"(30, 20, 2)",1,141,29,13,5,3,58.57,0.37,6.02,352.59,-0.29
"(30, 20, 2)",1,141,27,13,6,3,57.84,0.37,6.04,349.35,-0.27
"(30, 20, 2)",1,129,26,13,6,3,56.05,0.37,6.04,338.54,-0.27
"(30, 20, 2)",1,123,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,121,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,120,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,124,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,119,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,122,26,13,5,3,56.29,0.37,6.0,337.74,-0.32
"(30, 20, 2)",1,141,26,11,6,3,51.12,0.36,6.51,332.79,-0.2
"(30, 20, 2)",1,141,15,13,5,3,54.51,0.37,6.01,327.61,-0.2
"(30, 20, 2)",1,141,26,13,8,3,53.87,0.37,5.95,320.53,-0.32
"(30, 20, 2)",1,133,26,11,5,3,48.89,0.36,6.49,317.3,-0.2
"(30, 20, 2)",1,133,30,13,5,3,54.31,0.37,5.83,316.63,-0.3
"(30, 20, 2)",1,141,39,13,6,3,52.57,0.36,5.97,313.84,-0.29
"(30, 20, 2)",1,141,37,13,6,3,52.57,0.36,5.97,313.84,-0.29
"(30, 20, 2)",1,141,22,13,6,3,52.66,0.36,5.95,313.33,-0.25
"(30, 20, 2)",1,141,24,13,6,3,52.48,0.36,5.93,311.21,-0.25
"(30, 20, 2)",1,141,17,13,6,3,52.59,0.36,5.91,310.81,-0.24
"(30, 20, 2)",1,141,26,13,9,3,49.21,0.36,6.29,309.53,-0.27
"(30, 20, 2)",1,141,20,13,6,3,52.22,0.36,5.9,308.1,-0.27
"(30, 20, 2)",1,141,16,13,6,3,51.97,0.36,5.9,306.62,-0.24
"(30, 20, 2)",1,108,26,13,5,3,49.07,0.36,6.18,303.25,-0.27
"(30, 20, 2)",1,141,26,11,5,3,47.17,0.35,6.42,302.83,-0.2
"(30, 20, 2)",1,141,23,13,6,3,51.29,0.36,5.9,302.61,-0.25
"(30, 20, 2)",1,141,21,13,6,3,51.27,0.36,5.9,302.49,-0.24
"(30, 20, 2)",1,141,31,13,6,3,50.96,0.36,5.9,300.66,-0.29
"(30, 20, 2)",1,141,18,13,6,3,51.28,0.36,5.86,300.5,-0.24
"(30, 20, 2)",1,141,33,13,6,3,50.39,0.36,5.88,296.29,-0.29
"(30, 20, 2)",1,141,25,13,6,3,50.44,0.36,5.85,295.07,-0.27
"(30, 20, 2)",1,141,19,13,6,3,50.37,0.36,5.83,293.66,-0.27
"(30, 20, 2)",1,151,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,148,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,144,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,146,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,145,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,147,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,149,26,13,5,3,51.38,0.36,5.68,291.84,-0.28
"(30, 20, 2)",1,141,35,13,6,3,49.79,0.36,5.86,291.77,-0.29
"(30, 20, 2)",1,141,15,13,3,3,49.35,0.36,5.88,290.18,-0.22
"(30, 20, 2)",1,141,29,13,6,3,49.2,0.36,5.82,286.34,-0.29
"(30, 20, 2)",1,119,26,13,6,3,48.82,0.36,5.85,285.6,-0.32
"(30, 20, 2)",1,141,15,13,2,3,48.45,0.35,5.88,284.89,-0.22
"(30, 20, 2)",1,133,26,10,5,3,45.22,0.35,6.29,284.43,-0.2
"(30, 20, 2)",1,141,15,13,4,3,48.38,0.35,5.84,282.54,-0.22
