Date,open,high,low,close,adjclose,volume
2022-03-17 18:30:00+00:00,40822.15234375,40837.08984375,40794.10546875,40797.62109375,40797.62109375,0
2022-03-17 19:00:00+00:00,40814.8203125,40867.86328125,40809.69921875,40835.9375,40835.9375,0
2022-03-17 19:30:00+00:00,40840.296875,40867.88671875,40820.2890625,40820.62109375,40820.62109375,0
2022-03-17 20:00:00+00:00,40875.12890625,40875.12890625,40727.734375,40749.9453125,40749.9453125,0
2022-03-17 20:30:00+00:00,40730.6640625,40757.16015625,40693.40234375,40736.10546875,40736.10546875,17147725824
2022-03-17 21:00:00+00:00,40733.62890625,40774.52734375,40711.2421875,40769.73046875,40769.73046875,0
2022-03-17 21:30:00+00:00,40771.58984375,40899.59765625,40771.58984375,40899.59765625,40899.59765625,101693440
2022-03-17 22:00:00+00:00,40964.59375,40964.59375,40903.40625,40939.78125,40939.78125,237264896
2022-03-17 22:30:00+00:00,40941.26953125,40966.125,40924.48046875,40962.265625,40962.265625,33040384
2022-03-17 23:00:00+00:00,40965.5703125,40977.56640625,40916.33984375,40935.484375,40935.484375,0
2022-03-17 23:30:00+00:00,40936.69921875,40960.375,40918.4453125,40948.6640625,40948.6640625,18440192
2022-03-18 00:00:00+00:00,40930.6171875,40930.6171875,40825.3984375,40886.61328125,40886.61328125,106448896
2022-03-18 00:30:00+00:00,40888.23046875,40918.609375,40606.94140625,40606.94140625,40606.94140625,215617536
2022-03-18 01:00:00+00:00,40556.87109375,40556.87109375,40422.9296875,40514.953125,40514.953125,623101952
2022-03-18 01:30:00+00:00,40515.72265625,40553.8671875,40487.234375,40553.8671875,40553.8671875,2306048
2022-03-18 02:00:00+00:00,40558.890625,40561.3671875,40496.875,40521.92578125,40521.92578125,0
2022-03-18 02:30:00+00:00,40523.65625,40595.73828125,40512.296875,40554.78125,40554.78125,777852928
2022-03-18 03:00:00+00:00,40556.26171875,40567.71484375,40507.24609375,40522.44140625,40522.44140625,173697024
2022-03-18 03:30:00+00:00,40544.34765625,40546.76171875,40486.0390625,40546.76171875,40546.76171875,348123136
2022-03-18 04:00:00+00:00,40544.3515625,40552.9453125,40491.87109375,40552.9453125,40552.9453125,394921984
2022-03-18 04:30:00+00:00,40552.1171875,40623.2109375,40552.1171875,40618.8203125,40618.8203125,610643968
2022-03-18 05:00:00+00:00,40619.41015625,40819.68359375,40619.41015625,40761.04296875,40761.04296875,814997504
2022-03-18 05:30:00+00:00,40760.9921875,40795.640625,40733.1953125,40782.5078125,40782.5078125,942358528
2022-03-18 06:00:00+00:00,40783.82421875,40830.65625,40779.125,40789.75390625,40789.75390625,981463040
2022-03-18 06:30:00+00:00,40775.609375,40778.00390625,40751.1171875,40759.2421875,40759.2421875,392044544
2022-03-18 07:00:00+00:00,40761.12890625,40784.140625,40685.671875,40708.734375,40708.734375,345114624
2022-03-18 07:30:00+00:00,40683.45703125,40722.2109375,40625.81640625,40625.81640625,40625.81640625,732241920
2022-03-18 08:00:00+00:00,40619.29296875,40711.28125,40585.64453125,40707.40625,40707.40625,889149440
2022-03-18 08:30:00+00:00,40711.046875,40719.98828125,40585.85546875,40590.77734375,40590.77734375,540749824
2022-03-18 09:00:00+00:00,40624.484375,40624.484375,40551.0234375,40588.51953125,40588.51953125,284014592
2022-03-18 09:30:00+00:00,40595.0,40595.0,40530.77734375,40551.171875,40551.171875,67360768
2022-03-18 10:00:00+00:00,40548.5234375,40590.5234375,40540.46875,40587.5234375,40587.5234375,1327104
2022-03-18 10:30:00+00:00,40612.609375,40620.64453125,40450.93359375,40450.93359375,40450.93359375,8448000
2022-03-18 11:00:00+00:00,40455.875,40457.2109375,40339.9296875,40348.63671875,40348.63671875,240685056
2022-03-18 11:30:00+00:00,40317.75,40445.890625,40302.3984375,40445.890625,40445.890625,326531072
2022-03-18 12:00:00+00:00,40440.18359375,40499.58203125,40403.38671875,40430.5859375,40430.5859375,0
2022-03-18 12:30:00+00:00,40419.37890625,40545.63671875,40402.0625,40491.83984375,40491.83984375,153346048
2022-03-18 13:00:00+00:00,40493.8671875,40511.6171875,40422.99609375,40422.99609375,40422.99609375,73920512
2022-03-18 13:30:00+00:00,40425.43359375,40558.609375,40417.62890625,40553.0078125,40553.0078125,149567488
2022-03-18 14:00:00+00:00,40612.109375,40741.99609375,40612.109375,40648.4296875,40648.4296875,274812928
2022-03-18 14:30:00+00:00,40695.37109375,40749.33203125,40564.50390625,40593.3671875,40593.3671875,422823936
2022-03-18 15:00:00+00:00,40596.00390625,40666.11328125,40587.80078125,40633.5859375,40633.5859375,280606720
2022-03-18 15:30:00+00:00,40643.4453125,40943.73828125,40643.4453125,40879.46875,40879.46875,887525376
2022-03-18 16:00:00+00:00,40887.3046875,41126.24609375,40887.3046875,41126.24609375,41126.24609375,675696640
2022-03-18 16:30:00+00:00,41277.796875,41390.8515625,41209.7734375,41390.8515625,41390.8515625,715038720
2022-03-18 17:00:00+00:00,41386.98828125,41538.11328125,41386.98828125,41522.69140625,41522.69140625,791656448
2022-03-18 17:30:00+00:00,41525.67578125,41571.73046875,41432.98046875,41571.73046875,41571.73046875,157804544
2022-03-18 18:00:00+00:00,41576.9609375,41700.51953125,41576.9609375,41647.96484375,41647.96484375,724445184
2022-03-18 18:30:00+00:00,41645.37109375,41732.58203125,41619.2578125,41701.421875,41701.421875,204967936
2022-03-18 19:00:00+00:00,41697.0859375,41745.1328125,41675.7734375,41698.1875,41698.1875,111828992
2022-03-18 19:30:00+00:00,41710.00390625,41891.796875,41710.00390625,41891.796875,41891.796875,357724160
2022-03-18 20:00:00+00:00,41917.5,42195.74609375,41904.5390625,41918.2265625,41918.2265625,989341696
2022-03-18 20:30:00+00:00,41909.0625,41910.6328125,41853.09375,41854.5234375,41854.5234375,112291840
2022-03-18 21:00:00+00:00,41788.47265625,41831.13671875,41730.828125,41736.60546875,41736.60546875,208068608
2022-03-18 21:30:00+00:00,41728.6484375,41816.453125,41676.12890625,41809.36328125,41809.36328125,827097088
2022-03-18 22:00:00+00:00,41808.96875,41825.01953125,41698.84375,41698.84375,41698.84375,243712
2022-03-18 22:30:00+00:00,41702.1875,41749.296875,41692.63671875,41749.296875,41749.296875,94509056
2022-03-18 23:00:00+00:00,41736.5625,41825.79296875,41712.55859375,41821.40625,41821.40625,193093632
2022-03-18 23:30:00+00:00,41826.12890625,41854.29296875,41763.21875,41791.625,41791.625,65652736
2022-03-19 00:00:00+00:00,41794.6484375,41833.53515625,41772.984375,41832.01953125,41832.01953125,52287488
2022-03-19 00:30:00+00:00,41854.55859375,41962.12890625,41854.55859375,41898.99609375,41898.99609375,214689792
2022-03-19 01:00:00+00:00,41896.68359375,41896.98828125,41801.90625,41817.51171875,41817.51171875,64616448
2022-03-19 01:30:00+00:00,41813.21875,41819.85546875,41747.64453125,41763.0703125,41763.0703125,22175744
2022-03-19 02:00:00+00:00,41740.953125,41741.11328125,41692.34765625,41732.56640625,41732.56640625,40857600
2022-03-19 02:30:00+00:00,41734.546875,41774.30078125,41734.546875,41769.2734375,41769.2734375,11368448
2022-03-19 03:00:00+00:00,41767.25390625,41782.06640625,41688.32421875,41701.65234375,41701.65234375,81930240
2022-03-19 03:30:00+00:00,41701.9453125,41770.41796875,41602.66796875,41769.140625,41769.140625,156698624
2022-03-19 04:00:00+00:00,41767.23828125,41801.3359375,41717.234375,41800.5703125,41800.5703125,0
2022-03-19 04:30:00+00:00,41798.86328125,41879.99609375,41798.86328125,41803.16796875,41803.16796875,0
2022-03-19 05:00:00+00:00,41809.50390625,41809.50390625,41754.47265625,41780.734375,41780.734375,0
2022-03-19 05:30:00+00:00,41779.47265625,41815.52734375,41753.10546875,41753.10546875,41753.10546875,11749376
2022-03-19 06:00:00+00:00,41751.37109375,41765.078125,41739.2734375,41744.34375,41744.34375,0
2022-03-19 06:30:00+00:00,41748.11328125,41775.05078125,41744.7578125,41767.14453125,41767.14453125,0
2022-03-19 07:00:00+00:00,41769.015625,41773.83984375,41649.49609375,41693.828125,41693.828125,236961792
2022-03-19 07:30:00+00:00,41710.609375,41732.125,41614.43359375,41618.12890625,41618.12890625,0
2022-03-19 08:00:00+00:00,41617.59765625,41688.36328125,41617.59765625,41688.36328125,41688.36328125,0
2022-03-19 08:30:00+00:00,41687.29296875,41715.59375,41668.36328125,41712.32421875,41712.32421875,0
2022-03-19 09:00:00+00:00,41705.88671875,41738.609375,41689.56640625,41733.5078125,41733.5078125,57049088
2022-03-19 09:30:00+00:00,41735.31640625,41743.02734375,41688.9375,41688.9375,41688.9375,22016000
2022-03-19 10:00:00+00:00,41690.79296875,41704.3515625,41652.26171875,41670.40234375,41670.40234375,52490240
2022-03-19 10:30:00+00:00,41667.2265625,41706.5,41644.61328125,41706.5,41706.5,724557824
2022-03-19 11:00:00+00:00,41707.00390625,41763.90234375,41686.37109375,41763.90234375,41763.90234375,2967552
2022-03-19 11:30:00+00:00,41766.62890625,41781.92578125,41734.8125,41734.8125,41734.8125,0
2022-03-19 12:00:00+00:00,41734.73046875,41773.5390625,41722.390625,41772.10546875,41772.10546875,175525888
2022-03-19 12:30:00+00:00,41788.6015625,41843.86328125,41775.4765625,41831.03515625,41831.03515625,102043648
2022-03-19 13:00:00+00:00,41838.6015625,41903.90625,41805.73828125,41888.74609375,41888.74609375,755525632
2022-03-19 13:30:00+00:00,41881.703125,41881.703125,41754.18359375,41759.296875,41759.296875,229376
2022-03-19 14:00:00+00:00,41744.0703125,41756.73828125,41708.8203125,41755.6171875,41755.6171875,0
2022-03-19 14:30:00+00:00,41758.96484375,41832.0,41758.96484375,41828.1171875,41828.1171875,602908672
2022-03-19 15:00:00+00:00,41826.40625,41909.4609375,41791.55859375,41905.14453125,41905.14453125,106424320
2022-03-19 15:30:00+00:00,41941.23828125,42011.6015625,41941.23828125,41981.56640625,41981.56640625,209358848
2022-03-19 16:00:00+00:00,41959.4296875,41959.4296875,41883.703125,41939.08203125,41939.08203125,24276992
2022-03-19 16:30:00+00:00,41933.7109375,42059.94140625,41932.40625,42034.61328125,42034.61328125,119762944
2022-03-19 17:00:00+00:00,42010.30859375,42010.30859375,41869.95703125,41888.6328125,41888.6328125,29818880
2022-03-19 17:30:00+00:00,41866.65234375,41896.5546875,41834.0625,41891.91796875,41891.91796875,29503488
2022-03-19 18:00:00+00:00,41886.9375,41933.85546875,41854.58984375,41897.51953125,41897.51953125,0
2022-03-19 18:30:00+00:00,41895.91015625,42005.16015625,41895.91015625,41994.4140625,41994.4140625,84355072
2022-03-19 19:00:00+00:00,41994.66015625,42017.08984375,41952.1015625,41985.83984375,41985.83984375,52088832
2022-03-19 19:30:00+00:00,41969.8046875,42048.4375,41957.94921875,42042.03125,42042.03125,39739392
2022-03-19 20:00:00+00:00,42021.03125,42021.03125,41937.98046875,42020.453125,42020.453125,38027264
2022-03-19 20:30:00+00:00,42018.875,42277.4765625,42017.37890625,42255.3359375,42255.3359375,486955008
2022-03-19 21:00:00+00:00,42247.95703125,42287.51171875,42204.6953125,42287.51171875,42287.51171875,59396096
2022-03-19 21:30:00+00:00,42294.390625,42316.5546875,42180.484375,42180.484375,42180.484375,42426368
2022-03-19 22:00:00+00:00,42180.0703125,42180.0703125,41794.54296875,41807.390625,41807.390625,236007424
2022-03-19 22:30:00+00:00,41824.96484375,41959.12109375,41799.7578125,41954.71875,41954.71875,246902784
2022-03-19 23:00:00+00:00,41954.7578125,42152.88671875,41922.48828125,42152.88671875,42152.88671875,123947008
2022-03-19 23:30:00+00:00,42148.0,42189.9375,42120.953125,42189.9375,42189.9375,143708160
2022-03-20 00:00:00+00:00,42191.40625,42241.1640625,42149.8671875,42149.8671875,42149.8671875,188737536
2022-03-20 00:30:00+00:00,42151.87890625,42151.87890625,42014.44140625,42014.44140625,42014.44140625,46958592
2022-03-20 01:00:00+00:00,42021.10546875,42042.87109375,41909.23828125,41931.9296875,41931.9296875,119853056
2022-03-20 01:30:00+00:00,41914.0390625,41942.390625,41851.6484375,41942.390625,41942.390625,192110592
2022-03-20 02:00:00+00:00,41940.80859375,42013.25390625,41936.45703125,41952.16015625,41952.16015625,117932032
2022-03-20 02:30:00+00:00,41944.81640625,41944.81640625,41832.43359375,41849.640625,41849.640625,132560896
2022-03-20 03:00:00+00:00,41851.52734375,41922.52734375,41851.52734375,41919.39453125,41919.39453125,53852160
2022-03-20 03:30:00+00:00,41930.90234375,41983.4140625,41930.90234375,41940.75,41940.75,43694080
2022-03-20 04:00:00+00:00,41957.11328125,41957.11328125,41906.1484375,41935.06640625,41935.06640625,162271232
2022-03-20 04:30:00+00:00,41923.9296875,41937.69140625,41875.2578125,41876.76171875,41876.76171875,1425408
2022-03-20 05:00:00+00:00,41879.7421875,41920.890625,41858.68359375,41888.828125,41888.828125,60870656
2022-03-20 05:30:00+00:00,41886.38671875,41902.6953125,41836.015625,41899.88671875,41899.88671875,77043712
2022-03-20 06:00:00+00:00,41898.55078125,41970.875,41871.7265625,41967.3203125,41967.3203125,97847296
2022-03-20 06:30:00+00:00,41970.95703125,41972.84765625,41923.27734375,41923.27734375,41923.27734375,45709312
2022-03-20 07:00:00+00:00,41923.58984375,41950.65625,41906.01953125,41927.9453125,41927.9453125,139223040
2022-03-20 07:30:00+00:00,41925.08203125,41927.9140625,41841.53515625,41850.11328125,41850.11328125,69672960
2022-03-20 08:00:00+00:00,41855.55859375,41921.07421875,41852.3125,41921.07421875,41921.07421875,17643520
2022-03-20 08:30:00+00:00,41923.12109375,41932.80859375,41891.875,41895.72265625,41895.72265625,46718976
2022-03-20 09:00:00+00:00,41890.7421875,41890.7421875,41740.88671875,41740.88671875,41740.88671875,64774144
2022-03-20 09:30:00+00:00,41742.01171875,41772.703125,41702.80078125,41769.6875,41769.6875,337690624
2022-03-20 10:00:00+00:00,41772.9296875,41779.19140625,41694.49609375,41710.5703125,41710.5703125,240171008
2022-03-20 10:30:00+00:00,41713.7109375,41820.27734375,41713.7109375,41781.203125,41781.203125,114558976
2022-03-20 11:00:00+00:00,41778.98046875,41805.9140625,41740.6796875,41770.2890625,41770.2890625,25686016
2022-03-20 11:30:00+00:00,41737.765625,41737.765625,41652.20703125,41652.20703125,41652.20703125,49934336
2022-03-20 12:00:00+00:00,41640.84375,41654.50390625,41437.24609375,41556.7578125,41556.7578125,568465408
2022-03-20 12:30:00+00:00,41553.8984375,41680.3984375,41534.95703125,41664.1953125,41664.1953125,134019072
2022-03-20 13:00:00+00:00,41658.89453125,41658.89453125,41536.12109375,41547.328125,41547.328125,165199872
2022-03-20 13:30:00+00:00,41544.484375,41584.1171875,41512.11328125,41512.84375,41512.84375,25333760
2022-03-20 14:00:00+00:00,41510.1171875,41591.1015625,41494.80078125,41555.01953125,41555.01953125,310097920
2022-03-20 14:30:00+00:00,41548.97265625,41561.828125,41422.67578125,41422.67578125,41422.67578125,52686848
2022-03-20 15:00:00+00:00,41416.5546875,41511.8984375,41406.35546875,41406.98828125,41406.98828125,0
2022-03-20 15:30:00+00:00,41374.48828125,41388.4609375,41341.87890625,41388.4609375,41388.4609375,56365056
2022-03-20 16:00:00+00:00,41382.25,41455.1171875,41308.97265625,41414.22265625,41414.22265625,145201152
2022-03-20 16:30:00+00:00,41416.01953125,41454.95703125,41314.69921875,41314.69921875,41314.69921875,34465792
2022-03-20 17:00:00+00:00,41320.4765625,41331.0625,41239.1640625,41239.1640625,41239.1640625,84602880
2022-03-20 17:30:00+00:00,41228.3671875,41228.3671875,41010.63671875,41010.71875,41010.71875,507639808
2022-03-20 18:00:00+00:00,41031.7421875,41183.94140625,41008.828125,41183.2890625,41183.2890625,309479424
2022-03-20 18:30:00+00:00,41185.26953125,41211.30078125,41129.88671875,41194.25390625,41194.25390625,81631232
2022-03-20 19:00:00+00:00,41210.40625,41292.97265625,41189.46875,41278.47265625,41278.47265625,78348288
2022-03-20 19:30:00+00:00,41276.3203125,41373.6953125,41276.3203125,41366.05078125,41366.05078125,66476032
2022-03-20 20:00:00+00:00,41369.359375,41607.47265625,41364.703125,41583.44921875,41583.44921875,380911616
2022-03-20 20:30:00+00:00,41586.1640625,41588.421875,41351.43359375,41351.43359375,41351.43359375,48209920
2022-03-20 21:00:00+00:00,41352.19140625,41352.19140625,41224.51171875,41332.17578125,41332.17578125,199479296
2022-03-20 21:30:00+00:00,41358.28125,41388.8046875,41334.67578125,41349.0234375,41349.0234375,71768064
2022-03-20 22:00:00+00:00,41349.27734375,41373.09765625,41233.37109375,41233.37109375,41233.37109375,0
2022-03-20 22:30:00+00:00,41223.7265625,41308.7421875,41191.48046875,41302.05859375,41302.05859375,65771520
2022-03-20 23:00:00+00:00,41375.0,41420.4609375,41337.19140625,41337.19140625,41337.19140625,80240640
2022-03-20 23:30:00+00:00,41279.234375,41279.234375,41244.90234375,41245.05859375,41245.05859375,84899840
2022-03-21 00:00:00+00:00,41246.1328125,41375.80859375,41227.41796875,41227.41796875,41227.41796875,9652224
2022-03-21 00:30:00+00:00,41226.4140625,41370.25,41226.4140625,41370.25,41370.25,18808832
2022-03-21 01:00:00+00:00,41378.23828125,41420.94140625,41288.02734375,41288.02734375,41288.02734375,77791232
2022-03-21 01:30:00+00:00,41290.51171875,41318.421875,41228.60546875,41228.60546875,41228.60546875,8847360
2022-03-21 02:00:00+00:00,41248.66796875,41285.0,41089.1875,41089.1875,41089.1875,120043520
2022-03-21 02:30:00+00:00,41088.2578125,41088.2578125,40668.04296875,40789.12109375,40789.12109375,1186490368
2022-03-21 03:00:00+00:00,40809.08203125,40826.9296875,40772.44921875,40774.953125,40774.953125,166682624
2022-03-21 03:30:00+00:00,40784.375,40897.84375,40784.375,40866.5546875,40866.5546875,223363072
2022-03-21 04:00:00+00:00,40860.734375,40860.734375,40795.06640625,40814.44140625,40814.44140625,88608768
2022-03-21 04:30:00+00:00,40809.72265625,40899.30859375,40809.72265625,40894.671875,40894.671875,159455232
2022-03-21 05:00:00+00:00,40892.6484375,40916.71875,40871.91796875,40889.6640625,40889.6640625,34836480
2022-03-21 05:30:00+00:00,40894.31640625,40949.4140625,40894.31640625,40949.4140625,40949.4140625,77543424
2022-03-21 06:00:00+00:00,40958.41796875,41044.39453125,40945.375,40962.15625,40962.15625,231036928
2022-03-21 06:30:00+00:00,40933.8671875,40944.921875,40872.00390625,40901.6328125,40901.6328125,218503168
2022-03-21 07:00:00+00:00,40894.05078125,41008.0390625,40868.57421875,41007.21484375,41007.21484375,198309888
2022-03-21 07:30:00+00:00,41003.40625,41104.875,40976.453125,41098.65234375,41098.65234375,180455424
2022-03-21 08:00:00+00:00,41099.56640625,41258.84375,41094.08203125,41258.84375,41258.84375,319924224
2022-03-21 08:30:00+00:00,41259.03515625,41285.53125,41205.28125,41205.28125,41205.28125,266907648
2022-03-21 09:00:00+00:00,41201.4140625,41210.25,41151.2265625,41210.25,41210.25,161800192
2022-03-21 09:30:00+00:00,41213.5625,41306.5234375,41213.5625,41286.7578125,41286.7578125,118898688
2022-03-21 10:00:00+00:00,41302.69921875,41382.11328125,41302.69921875,41344.546875,41344.546875,317044736
2022-03-21 10:30:00+00:00,41343.55078125,41357.25390625,41298.10546875,41345.93359375,41345.93359375,47427584
2022-03-21 11:00:00+00:00,41346.44921875,41407.54296875,41334.06640625,41387.91796875,41387.91796875,277811200
2022-03-21 11:30:00+00:00,41363.87890625,41363.87890625,41272.58203125,41272.58203125,41272.58203125,140582912
2022-03-21 12:00:00+00:00,41276.1953125,41289.6640625,41177.23828125,41178.2734375,41178.2734375,32331776
2022-03-21 12:30:00+00:00,41187.12890625,41201.0390625,41008.25,41168.21875,41168.21875,173737984
2022-03-21 13:00:00+00:00,41236.109375,41386.8828125,41236.109375,41308.40234375,41308.40234375,394352640
2022-03-21 13:30:00+00:00,41310.55859375,41454.41015625,41218.18359375,41224.77734375,41224.77734375,674498560
2022-03-21 14:00:00+00:00,41209.80859375,41209.80859375,40870.3125,40907.546875,40907.546875,453894144
2022-03-21 14:30:00+00:00,40905.015625,40984.734375,40895.04296875,40984.734375,40984.734375,365611008
2022-03-21 15:00:00+00:00,41000.44921875,41138.484375,40964.70703125,41138.484375,41138.484375,535951360
2022-03-21 15:30:00+00:00,41119.453125,41213.37109375,41110.43359375,41189.97265625,41189.97265625,232892416
2022-03-21 16:00:00+00:00,41194.91796875,41217.2421875,41121.484375,41134.11328125,41134.11328125,95576064
2022-03-21 16:30:00+00:00,41138.2109375,41138.2109375,40877.0546875,40891.4453125,40891.4453125,507424768
2022-03-21 17:00:00+00:00,40883.12109375,40984.05859375,40850.90625,40984.05859375,40984.05859375,286717952
2022-03-21 17:30:00+00:00,40986.63671875,41046.42578125,40940.5703125,41036.81640625,41036.81640625,112093184
2022-03-21 18:00:00+00:00,41037.609375,41111.33984375,41013.3359375,41111.33984375,41111.33984375,200329216
2022-03-21 18:30:00+00:00,41122.3125,41122.3125,41000.5859375,41000.5859375,41000.5859375,160493568
2022-03-21 19:00:00+00:00,40981.61328125,40992.1875,40921.1640625,40967.46484375,40967.46484375,147982336
2022-03-21 19:30:00+00:00,40979.734375,41134.28515625,40978.12890625,41134.28515625,41134.28515625,238485504
2022-03-21 20:00:00+00:00,41163.35546875,41193.20703125,41155.87109375,41155.87890625,41155.87890625,180996096
2022-03-21 20:30:00+00:00,41156.26953125,41238.50390625,41150.7890625,41205.109375,41205.109375,6266880
2022-03-21 21:00:00+00:00,41201.29296875,41213.95703125,41108.16796875,41210.546875,41210.546875,106551296
2022-03-21 21:30:00+00:00,41202.2109375,41287.16796875,41168.19921875,41287.16796875,41287.16796875,142702592
2022-03-21 22:00:00+00:00,41287.7265625,41346.30078125,41255.71484375,41255.71484375,41255.71484375,167526400
2022-03-21 22:30:00+00:00,41243.6953125,41243.6953125,41185.09375,41185.09375,41185.09375,135368704
2022-03-21 23:00:00+00:00,41149.125,41161.91796875,41049.953125,41049.953125,41049.953125,31537152
2022-03-21 23:30:00+00:00,41038.40625,41103.0,41026.5625,41069.734375,41069.734375,177881088
2022-03-22 00:00:00+00:00,41045.35546875,41069.20703125,40986.578125,40992.56640625,40992.56640625,191367168
2022-03-22 00:30:00+00:00,40992.83203125,41148.99609375,40963.26953125,41142.4296875,41142.4296875,253634560
2022-03-22 01:00:00+00:00,41133.74609375,41163.28515625,41108.77734375,41108.77734375,41108.77734375,101767168
2022-03-22 01:30:00+00:00,41097.80078125,41168.07421875,41080.78125,41162.98046875,41162.98046875,68085760
2022-03-22 02:00:00+00:00,41178.74609375,41755.54296875,41172.91796875,41755.54296875,41755.54296875,1643253760
2022-03-22 02:30:00+00:00,41878.58984375,41925.765625,41814.08984375,41873.6015625,41873.6015625,256159744
2022-03-22 03:00:00+00:00,41869.23046875,42292.265625,41869.23046875,42249.0,42249.0,1181440000
2022-03-22 03:30:00+00:00,42253.36328125,42303.265625,42237.3203125,42237.3203125,42237.3203125,525846528
2022-03-22 04:00:00+00:00,42234.71875,42834.83984375,42234.71875,42834.83984375,42834.83984375,1109684224
2022-03-22 04:30:00+00:00,42837.0625,43124.70703125,42837.0625,42985.12890625,42985.12890625,2381850624
2022-03-22 05:00:00+00:00,42983.0390625,43021.26171875,42856.44140625,42866.1171875,42866.1171875,622518272
2022-03-22 05:30:00+00:00,42882.72265625,42951.2265625,42853.64453125,42869.37890625,42869.37890625,244930560
2022-03-22 06:00:00+00:00,42866.6328125,42866.6328125,42238.8515625,42240.14453125,42240.14453125,1007994880
2022-03-22 06:30:00+00:00,42233.6171875,42323.4765625,42118.1171875,42166.76171875,42166.76171875,556859392
2022-03-22 07:00:00+00:00,42173.29296875,42339.13671875,42173.29296875,42234.51953125,42234.51953125,637816832
2022-03-22 07:30:00+00:00,42235.578125,42278.39453125,42235.578125,42248.97265625,42248.97265625,152619008
2022-03-22 08:00:00+00:00,42246.953125,42444.125,42169.67578125,42439.54296875,42439.54296875,335929344
2022-03-22 08:30:00+00:00,42432.14453125,42577.8203125,42432.14453125,42506.19140625,42506.19140625,541622272
2022-03-22 09:00:00+00:00,42505.29296875,42533.375,42457.0625,42457.0625,42457.0625,263606272
2022-03-22 09:30:00+00:00,42458.1640625,42515.375,42449.29296875,42499.8828125,42499.8828125,208908288
2022-03-22 10:00:00+00:00,42497.2421875,42621.85546875,42474.9140625,42621.85546875,42621.85546875,456409088
2022-03-22 10:30:00+00:00,42628.8046875,42844.58203125,42628.8046875,42825.9375,42825.9375,564154368
2022-03-22 11:00:00+00:00,42821.5,42908.04296875,42776.3125,42897.62890625,42897.62890625,403787776
2022-03-22 11:30:00+00:00,42899.1640625,42933.0078125,42826.69140625,42930.4765625,42930.4765625,210518016
2022-03-22 12:00:00+00:00,42932.703125,42946.28515625,42840.48828125,42861.453125,42861.453125,300138496
2022-03-22 12:30:00+00:00,42881.37890625,42886.25390625,42796.19140625,42886.25390625,42886.25390625,114298880
2022-03-22 13:00:00+00:00,42906.765625,42921.6484375,42828.6875,42828.6875,42828.6875,107999232
2022-03-22 13:30:00+00:00,42817.3359375,42945.35546875,42749.36328125,42779.81640625,42779.81640625,258482176
2022-03-22 14:00:00+00:00,42804.99609375,42950.57421875,42804.99609375,42950.57421875,42950.57421875,53391360
2022-03-22 14:30:00+00:00,42935.1015625,43071.34765625,42815.90625,42815.90625,42815.90625,565985280
