Date,AAPL,AMZN,NFLX,AMD,NVDA,MSFT,WMT,IBM,KO,PSX,PG,BAC,WFC,CASH
2000-01-03,,,,,,,,,,,,,,0
2000-01-04,-0.08235294117647052,-0.08277404921700227,,-0.0567741935483872,-0.033333333333333326,-0.033744855967078324,-0.03731343283582089,-0.03403059631595384,0.0013324450366423157,,-0.019210977701543674,-0.05877976190476186,-0.04980842911877392,0
2000-01-05,0.012820512820512775,-0.14878048780487796,,0.0259917920656636,-0.034482758620689724,0.010505394662123857,-0.020436927413671535,0.03522947640594709,0.008649367930805063,,-0.018887722980062915,0.010276679841897174,-0.010080645161290258,0
2000-01-06,-0.08860759493670889,-0.06017191977077374,,0.06666666666666665,-0.05952380952380942,-0.03343635852767646,0.010791366906474753,-0.017327505463627824,0.0013192612137202797,,0.04598930481283414,0.08607198748043832,0.04378818737270862,0
2000-01-07,0.05555555555555558,0.060975609756097615,,0.015625,0.012658227848101333,0.013081395348837344,0.07568208778173213,-0.004289118347895249,0.0652173913043479,,0.07975460122699385,-0.026657060518732068,0.018536585365853675,0
2000-01-10,-0.02631578947368418,-0.005747126436781658,,0.07692307692307687,0.03749999999999987,0.007173601147776099,-0.018306131451257257,0.03956604977664324,-0.03153988868274593,,-0.004734848484848397,-0.03478904515173953,-0.03256704980842906,0
2000-01-11,-0.04054054054054057,-0.034682080924855474,,-0.014285714285714235,-0.04819277108433728,-0.02564102564102555,-0.014828128510447014,0.008440761203192038,0.0338441890166028,,0.015540754836663506,-0.020705521472392574,-0.015841584158415856,0
2000-01-12,-0.07042253521126751,-0.0479041916167664,,0.050434782608695716,-0.025316455696202556,-0.03245614035087718,-0.018015963511972655,0.004261147466139148,0.011117974058060476,,-0.006246096189881367,0.010963194988253822,0.028169014084507227,0
2000-01-13,0.1212121212121211,0.037735849056603765,,0.04194260485651213,0.051948051948051965,0.01903898458748854,0.0009289363678588458,-0.010456129716623686,-0.01527183872938298,,-0.016970458830923962,0.022463206816421222,0.05577299412915826,0
2000-01-14,0.027027027027026973,-0.027272727272727226,,0.0693855932203391,0.03703703703703698,0.040925266903914626,-0.009512761020881721,0.011638591117917318,0.008684863523573227,,0.017263427109974305,0.062121212121212244,0.030583873957367835,0
2000-01-18,0.03947368421052633,0.0,,-0.034175334323922835,0.04761904761904767,0.027350427350427475,0.016397282736003715,-0.032394792612776224,0.06396063960639609,,-0.0006285355122563896,-0.049928673323823114,-0.06744604316546765,0
2000-01-19,0.025316455696202445,0.04049844236760114,,0.004615384615384688,-0.011363636363636354,-0.07210205213533005,-0.02281631712376131,0.03238423028785964,0.004046242774566444,,-0.010691823899371067,0.0,-0.05496624879459966,0
2000-01-20,0.061728395061728225,-0.029940119760478945,,-0.004594180704441064,0.0,-0.009264793783622327,-0.010613207547169656,-0.00424306713138356,0.009786989061600249,,-0.024157660521296975,-0.018768768768768762,-0.010204081632653184,0
2000-01-21,-0.011627906976744207,-0.04320987654320996,,-0.028717948717948638,-0.011494252873563204,-0.02111613876319751,-0.01501787842669855,0.0210013696545428,0.014823261117445918,,-0.08794788273615628,-0.029839326702371882,0.007216494845360799,0
2000-01-24,-0.04705882352941171,0.13225806451612887,,-0.08922914466737075,-0.04651162790697683,-0.024345146379044724,-0.04888673765730889,0.0,-0.02977528089887649,,0.004285714285714226,-0.02444794952681395,-0.020470829068577223,0
2000-01-25,0.04938271604938271,-0.014245014245014231,,0.1594202898550725,-0.012195121951219412,0.015476942514213388,0.029516539440203715,-0.01952600983753172,0.015634047481181135,,-0.05440967283072551,0.012126111560226471,0.04911180773249724,0
2000-01-26,-0.0117647058823529,-0.06358381502890165,,-0.07499999999999996,-0.03703703703703709,-0.03328149300155525,0.013099357390014887,-0.019914867740954745,-0.04275940706955528,,0.03196690485144793,0.04472843450479247,0.009960159362550014,0
2000-01-27,0.0,0.033950617283950546,,-0.001621621621621716,-0.05128205128205132,-0.006435006435006385,-0.045376921200292686,-0.027764851869086393,-0.05658129839189985,,0.03425655976676367,0.021406727828746197,0.02564102564102555,0
2000-01-28,-0.08333333333333326,-0.08059701492537319,,-0.04602057390362735,-0.04054054054054057,-0.004857512953367782,-0.067722974699719,-0.01707083599234205,-0.04292929292929293,,-0.03594080338266381,-0.04940119760479045,-0.00576923076923086,0
2000-01-31,0.025974025974025983,0.04870129870129869,,0.02156640181611791,0.0,-0.0039049788480313152,-0.0065789473684209065,0.006167829897743893,0.00857519788918193,,0.007309941520467822,0.058267716535433056,0.03191489361702127,0
2000-02-01,-0.03797468354430378,0.04334365325077405,,0.015555555555555545,0.028169014084507005,0.05161711858869644,0.07174392935982343,-0.020164542668172247,0.011772400261609084,,-0.015602322206095809,0.011904761904761862,0.011246485473289436,0
2000-02-02,-0.013157894736842146,0.029673590504451175,,-0.013676148796498921,0.027397260273972712,-0.02050326188257212,-0.005149330587023715,0.03193941389529131,-0.029734970911441505,,-0.008477699963140406,-0.02573529411764708,-0.030583873957367724,0
2000-02-03,0.053333333333333455,0.21325648414985587,,0.08153078202995001,0.01333333333333342,0.027909927053599626,0.0,0.0319081046585834,-0.019986675549633515,,-0.008550185873605787,-0.02716981132075469,-0.002868068833652093,0
2000-02-04,0.03797468354430378,-0.0665083135391924,,-0.011282051282051175,0.026315789473684292,0.028386300524529506,-0.035455486542443015,-0.012832405689548576,0.018354860639021142,,-0.03112110986126737,-0.01241272304111718,-0.00862895493767979,0
