Date,AAPL,AMZN,NFLX,AMD,NVDA,MSFT,WMT,IBM,KO,PSX,PG,BAC,WFC,CASH
2000-01-31,-0.07058823529411784,-0.277404921700224,0.0,0.16129032258064524,-0.21111111111111114,-0.16021947873799747,-0.18046132971506101,-0.0323134561348738,0.01865423051299131,0.0,-0.05454545454545501,0.0,0.02203065134099602,0
2000-02-29,0.10126582278481044,0.06501547987616085,0.0,0.0972222222222221,0.7183098591549306,-0.08689970597843777,-0.10954746136865334,-0.08372318115825106,-0.15304120340091543,0.0,-0.13062409288824361,-0.04985119047619091,-0.16869728209934376,0
2000-03-31,0.18390804597701194,-0.026162790697674132,0.0,0.49367088607594933,0.32786885245901676,0.18890876565295134,0.1602107220328477,0.15211267605633783,-0.0316602316602318,0.0,-0.353923205342237,0.15191855912294416,0.23224351747463312,0
2000-04-30,-0.0873786407766991,-0.17611940298507445,0.0,0.48305084745762783,0.04938271604938271,-0.3436653626241346,-0.01976495726495686,-0.05806845965770169,0.007177033492822282,0.0,0.05749354005167984,-0.06526172671651931,0.007319304666056903,0
2000-05-31,-0.3191489361702129,-0.12318840579710166,0.0,-0.06560000000000032,0.2823529411764705,-0.1027051811095826,0.04059945504087126,-0.036502271252433216,0.12905779889152824,0.0,0.11301160659743492,0.14181818181818162,0.10808356039963662,0
2000-06-30,0.25000000000000044,-0.2479338842975204,0.0,-0.055283757338552064,0.11467889908256867,0.2784874808380178,0.0010473946059181838,0.021047314362687253,0.07994389901823329,0.0,-0.14654226125137182,-0.22420382165605102,-0.14344262295081966,0
2000-07-31,-0.0375000000000002,-0.1703296703296704,0.0,-0.06784049715173501,-0.05761316872428046,-0.12749800159872104,-0.04132879937222045,0.02457124010554068,0.06753246753246733,0.0,0.01028938906752419,0.10180623973727387,0.07081339712918644,0
2000-08-31,0.20779220779220697,0.3774834437086092,0.0,0.04166666666666652,0.32751091703056723,2.220446049250313e-16,-0.1377899045020462,0.17737003058103928,-0.14172749391727502,0.0,0.08465945257797514,0.14157973174366556,0.04647006255585362,0
2000-09-30,-0.5806451612903227,-0.07692307692307687,0.0,-0.36,0.029605263157894246,-0.13605130554283118,0.011392405063290978,-0.14695830485304195,0.05102763997165094,0.0,0.08392018779342725,-0.02219321148825093,0.06319385140905243,0
2000-10-31,-0.23076923076923095,-0.04687500000000011,0.0,-0.057499999999999885,-0.23961661341853024,0.14209968186638466,-0.056946182728410455,-0.12532051282051293,0.09507754551584635,0.0,0.07092582566323857,-0.08277703604806452,0.008032128514056769,0
2000-11-30,-0.16666666666666663,-0.32786885245901654,0.0,-0.3258178603006192,-0.3487394957983194,-0.16713091922005574,0.1499668214996679,-0.04965188713814561,0.04002463054187211,0.0,0.048533872598583994,-0.1572052401746722,0.030278884462151323,0
2000-12-31,-0.08000000000000018,-0.36585365853658525,0.0,-0.09442622950819679,-0.19354838709677424,-0.24414715719063584,0.01933064050779043,-0.09080393290919564,-0.02664298401420917,0.0,0.04725168756026976,0.1485319516407595,0.17324052590873906,0
2001-01-31,0.4347826086956519,0.11538461538461542,0.0,0.7813178855901526,0.5760000000000001,0.4085545722713868,0.06906311916218488,0.31764206955046737,-0.0486618004866185,0.0,-0.07965009208103135,0.17368421052631566,-0.07053394858272943,0
2001-02-28,-0.15151515151515116,-0.4137931034482759,0.0,-0.1260162601626016,-0.13197969543147248,-0.03403141361256545,-0.11808313476303978,-0.10701641454779531,-0.08567774936061323,0.0,-0.018509254627313565,-0.04804612427930777,-0.036170212765957555,0
2001-03-31,0.21428571428571508,-2.220446049250313e-16,0.0,0.2344186046511627,0.45029239766081863,-0.07317073170731658,0.009606724707295289,-0.037304018742116196,-0.1454545454545454,0.0,-0.11213047910295637,0.08008075370121115,-0.003679175864607198,0
2001-04-30,0.14705882352941146,0.5490196078431371,0.0,0.1680482290881693,0.2862903225806457,0.23918128654970805,0.024680344930122056,0.1971171845750661,0.022913256955810368,0.0,-0.03501722158438603,0.02305295950155739,-0.05022156573116687,0
2001-05-31,-0.23076923076923062,0.05063291139240467,0.0,-0.08870967741935476,0.025078369905956244,0.02076451156205783,4.440892098500626e-16,-0.027834245504300692,0.02639999999999998,0.0,0.07019631171921437,0.06820950060901354,0.006998444790046188,0
2001-06-30,0.1666666666666663,-0.14457831325301185,0.0,0.02300884955752225,0.08562691131498545,0.05547850208044358,-0.055426581543819076,0.015280682000964996,-0.04676539360872922,0.0,-0.007226236798221208,0.013112884834663552,-0.013899613899614804,0
2001-07-31,-0.1714285714285716,-0.12676056338028163,0.0,-0.36816608996539746,-0.12957746478873233,-0.09329829172141968,0.14531490015361004,-0.07303548795944237,-0.008994276369582721,0.0,0.11982082866741361,0.059651097355092775,-0.007830853563038476,0
2001-08-31,-0.0344827586206895,-0.27419354838709664,0.0,-0.2579408543263967,0.048543689320388994,-0.13816425120772957,-0.14028969957081583,-0.04888053324218078,0.09158415841584255,0.0,0.04400000000000026,-0.03345724907063219,0.0047355958958168465,0
2001-09-30,-0.14285714285714302,-0.33333333333333326,0.0,-0.39852398523985233,-0.3518518518518523,-0.10313901345291476,0.03151326053042114,-0.08230008984725923,-0.034013605442176686,0.0,-0.01867816091954022,-0.04175824175824172,-0.03377847604084827,0
