,Adj_Close
2010-04-30,0.0
2010-07-31,0.0
2010-10-31,0.0
2011-01-31,0.06586179864170516
2011-04-30,0.07326567744606471
2011-07-31,-0.008709407815599146
2011-10-31,0.00906898447900506
2012-01-31,0.018174378829080906
2012-04-30,0.13448202094358974
2012-07-31,0.01866152521661868
2012-10-31,0.0
2013-01-31,0.07994325267497326
2013-04-30,0.0669820454466632
2013-07-31,0.17061991626478856
2013-10-31,0.08362391507797029
2014-01-31,0.10816538124382391
2014-04-30,-0.07268029862757452
2014-07-31,0.06258932452455324
2014-10-31,0.08106889732624745
2015-01-31,0.050846718226105425
2015-04-30,0.07134128532579886
2015-07-31,0.1601623817508988
2015-10-31,-0.06208529639221971
2016-01-31,-0.059626068148888156
2016-04-30,0.0
2016-07-31,0.08046996008587626
2016-10-31,0.013354235548779014
2017-01-31,0.10259600619131892
2017-04-30,0.14488314099482902
2017-07-31,0.14646064578361329
2017-10-31,0.09110241252260787
2018-01-31,0.09249204890925222
2018-04-30,-0.028632423594128875
2018-07-31,0.1160764663875995
2018-10-31,-0.13006439548269877
2019-01-31,0.0
2019-04-30,0.0
2019-07-31,0.0738137405239021
2019-10-31,-0.030670828535475758
2020-01-31,0.14735873879409178
2020-04-30,0.033369437984700934
2020-07-31,0.4336755325830848
2020-10-31,0.07538886394293476
2021-01-31,0.18982536697220898
2021-04-30,-0.04570757232885314
2021-07-31,0.21700892017533668
2021-10-31,0.08755760302772253
2022-01-31,-0.19238154245091965
2022-04-30,0.0
2022-07-31,0.0
2022-10-31,0.0
