Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1993-02-01,43.96875,45.125,42.8125,44.40625,25.991743087768555,5417600.0,0.0,0
1993-03-01,44.5625,45.84375,44.21875,45.1875,26.449026107788086,3019200.0,0.0,0
1993-03-19,,,,,,,0.213,0
1993-04-01,45.25,45.25,43.28125,44.03125,25.893980026245117,2697200.0,0.0,0
1993-05-01,44.09375,45.65625,43.84375,45.21875,26.592315673828125,1808000.0,0.0,0
1993-06-01,45.375,45.8125,44.21875,45.0625,26.500442504882812,3438000.0,0.0,0
1993-06-18,,,,,,,0.318,0
1993-07-01,45.125,45.21875,44.15625,44.84375,26.55870246887207,6117600.0,0.0,0
1993-08-01,44.90625,46.5625,44.84375,46.5625,27.576627731323242,5440100.0,0.0,0
1993-09-01,46.40625,46.59375,44.8125,45.9375,27.206470489501953,4369900.0,0.0,0
1993-09-17,,,,,,,0.286,0
1993-10-01,45.875,47.15625,45.71875,46.84375,27.91604995727539,6972900.0,0.0,0
1993-11-01,46.78125,47.0,45.53125,46.34375,27.618087768554688,5351100.0,0.0,0
1993-12-01,46.59375,47.15625,46.375,46.59375,27.767078399658203,6128000.0,0.0,0
1993-12-17,,,,,,,0.317,0
1994-01-01,46.59375,48.3125,46.40625,48.21875,28.932188034057617,6837100.0,0.0,0
1994-02-01,48.15625,48.28125,46.5625,46.8125,28.088396072387695,10974400.0,0.0,0
1994-03-01,46.8125,47.3125,43.53125,44.59375,26.757089614868164,14705500.0,0.0,0
1994-03-18,,,,,,,0.271,0
1994-04-01,43.34375,45.359375,43.34375,45.09375,27.21320152282715,11429000.0,0.0,0
1994-05-01,45.09375,45.9375,44.171875,45.8125,27.646949768066406,8545100.0,0.0,0
1994-06-01,45.703125,46.5625,44.0,44.46875,26.836013793945312,10352700.0,0.0,0
1994-06-17,,,,,,,0.305,0
1994-07-01,44.6875,46.046875,44.375,45.90625,27.88669204711914,5452100.0,0.0,0
1994-08-01,45.9375,47.984375,45.65625,47.65625,28.949779510498047,7945800.0,0.0,0
1994-09-01,47.5,47.71875,45.734375,46.171875,28.048036575317383,6309300.0,0.0,0
1994-09-16,,,,,,,0.288,0
1994-10-01,46.203125,47.703125,45.0,47.484375,29.020784378051758,5437600.0,0.0,0
1994-11-01,47.28125,47.328125,44.609375,45.59375,27.865297317504883,4807300.0,0.0,0
1994-12-01,45.640625,46.40625,44.6875,45.5625,27.84621238708496,8568500.0,0.0,0
1994-12-16,,,,,,,0.363,0
1995-01-01,45.703125,47.234375,45.6875,47.09375,29.011550903320312,2768000.0,0.0,0
1995-02-01,47.15625,49.15625,47.0,49.015625,30.19547462463379,5954800.0,0.0,0
1995-03-01,48.96875,50.890625,48.21875,50.109375,30.869298934936523,4538000.0,0.0,0
1995-03-17,,,,,,,0.268,0
1995-04-01,50.09375,51.671875,50.0625,51.59375,31.955738067626953,4395200.0,0.0,0
1995-05-01,51.546875,53.640625,51.390625,53.640625,33.223533630371094,6986200.0,0.0,0
1995-06-01,53.40625,55.15625,52.75,54.40625,33.69772720336914,5790900.0,0.0,0
1995-06-16,,,,,,,0.316,0
1995-07-01,54.46875,56.703125,54.203125,56.15625,34.98589324951172,5508200.0,0.0,0
1995-08-01,56.234375,56.796875,55.421875,56.40625,35.14164352416992,8100100.0,0.0,0
1995-09-01,56.390625,58.90625,56.34375,58.484375,36.43633270263672,7431600.0,0.0,0
1995-09-15,,,,,,,0.312,0
1995-10-01,58.484375,59.1875,57.265625,58.3125,36.523170471191406,8944800.0,0.0,0
1995-11-01,58.28125,61.203125,58.234375,60.90625,38.147708892822266,8841700.0,0.0,0
1995-12-01,60.984375,62.796875,60.578125,61.484375,38.50982666015625,9816800.0,0.0,0
1995-12-15,,,,,,,0.382,0
1996-01-01,61.40625,63.6875,59.640625,63.671875,40.12649154663086,10661800.0,0.0,0
1996-02-01,63.609375,66.6875,63.4375,63.875,40.254493713378906,14850400.0,0.0,0
1996-03-01,64.640625,65.96875,62.0,64.6875,40.76652526855469,19022700.0,0.0,0
1996-03-15,,,,,,,0.285,0
1996-04-01,65.0,65.8125,62.125,65.390625,41.39268493652344,14999300.0,0.0,0
1996-05-01,65.375,68.4375,63.078125,66.875,42.33230209350586,17453200.0,0.0,0
1996-06-01,66.890625,68.5,66.15625,67.109375,42.48063659667969,16871800.0,0.0,0
1996-06-21,,,,,,,0.351,0
1996-07-01,67.28125,67.703125,60.375,64.09375,40.78672409057617,28811500.0,0.0,0
1996-08-01,64.15625,67.34375,64.0625,65.328125,41.572235107421875,15593100.0,0.0,0
1996-09-01,64.46875,69.25,64.375,68.625,43.670230865478516,17216100.0,0.0,0
1996-09-20,,,,,,,0.352,0
1996-10-01,68.703125,71.625,68.4375,70.84375,45.314170837402344,14791800.0,0.0,0
1996-11-01,70.984375,76.6875,70.265625,76.015625,48.62228775024414,24089700.0,0.0,0
1996-12-01,75.921875,76.578125,71.875,73.84375,47.233070373535156,34952800.0,0.0,0
1996-12-20,,,,,,,0.367,0
1997-01-01,74.375,79.6875,72.75,78.40625,50.39787673950195,43623700.0,0.0,0
1997-02-01,78.71875,82.0,77.125,79.15625,50.87995529174805,30028800.0,0.0,0
1997-03-01,78.75,81.796875,75.25,75.375,48.44944381713867,37514300.0,0.0,0
1997-03-21,,,,,,,0.299,0
1997-04-01,75.25,80.6875,73.3125,80.09375,51.67970275878906,57679300.0,0.0,0
1997-05-01,80.21875,85.5625,79.3125,85.15625,54.94623947143555,37473400.0,0.0,0
1997-06-01,85.34375,90.5,84.078125,88.3125,56.9827880859375,47332500.0,0.0,0
1997-06-20,,,,,,,0.35,0
1997-07-01,88.5,96.03125,88.390625,95.3125,61.73893356323242,65359700.0,0.0,0
1997-08-01,95.5,96.625,89.34375,90.375,58.54065704345703,99046800.0,0.0,0
1997-09-01,90.6875,96.375,90.25,94.375,61.131649017333984,78642200.0,0.0,0
1997-09-19,,,,,,,0.348,0
1997-10-01,95.25,98.5,84.375,92.0625,59.85249328613281,137440500.0,0.0,0
1997-11-01,93.1875,96.8125,90.09375,95.625,62.168556213378906,93157400.0,0.0,0
1997-12-01,96.21875,99.0,92.375,97.0625,63.103111267089844,79162300.0,0.0,0
1997-12-19,,,,,,,0.38,0
1998-01-01,97.3125,99.5625,90.90625,98.3125,64.17013549804688,104582300.0,0.0,0
1998-02-01,99.90625,105.53125,99.71875,105.125,68.61676025390625,69733700.0,0.0,0
1998-03-01,105.25,111.53125,103.15625,109.9375,71.75794219970703,87316900.0,0.0,0
1998-03-20,,,,,,,0.313,0
1998-04-01,110.3125,113.4375,107.625,111.34375,72.88465118408203,118629400.0,0.0,0
1998-05-01,111.75,113.3125,107.578125,109.03125,71.37086486816406,116264800.0,0.0,0
1998-06-01,108.96875,114.6875,107.5,113.3125,74.1733627319336,141993600.0,0.0,0
1998-07-01,114.0625,119.234375,111.3125,111.78125,73.40384674072266,155280200.0,0.0,0
1998-08-01,111.78125,112.421875,95.0,96.0,63.04071807861328,268542800.0,0.0,0
1998-09-01,96.0625,107.0,93.625,101.75,66.81661987304688,269370500.0,0.0,0
1998-09-18,,,,,,,0.359,0
1998-10-01,100.03125,110.90625,92.21875,110.0,72.4892807006836,249152700.0,0.0,0
1998-11-01,110.8125,119.71875,110.1875,116.125,76.52566528320312,136369000.0,0.0,0
1998-12-01,116.125,124.75,113.75,123.3125,81.26213836669922,156026700.0,0.0,0
1998-12-18,,,,,,,0.392,0
1999-01-01,123.375,128.5,120.375,127.65625,84.40410614013672,141419000.0,0.0,0
1999-02-01,128.6875,128.84375,121.328125,123.5625,81.69740295410156,164624900.0,0.0,0
1999-03-01,123.65625,132.625,121.78125,128.375,84.87934875488281,148191100.0,0.0,0
1999-03-19,,,,,,,0.32,0
1999-04-01,129.6875,137.5,128.125,133.25,88.31632995605469,156755700.0,0.0,0
1999-05-01,133.4375,138.0,128.0,130.203125,86.29688262939453,182566900.0,0.0,0
1999-06-01,130.125,137.5,128.015625,137.0,90.80174255371094,160692200.0,0.0,0
1999-06-18,,,,,,,0.405,0
1999-07-01,137.0,142.25,132.5625,132.75,88.25054931640625,115669100.0,0.0,0
1999-08-01,132.75,138.78125,127.0,132.0625,87.79347229003906,142925900.0,0.0,0
1999-09-01,132.9375,136.625,125.5625,128.75,85.59140014648438,167972700.0,0.0,0
1999-09-17,,,,,,,0.372,0
1999-10-01,127.9375,137.6875,123.4375,137.0,91.33238220214844,196829400.0,0.0,0
1999-11-01,136.5,143.0,134.59375,139.28125,92.85316467285156,125042200.0,0.0,0
1999-12-01,139.3125,147.5625,139.0,146.875,97.91560363769531,121529300.0,0.0,0
2000-01-01,148.25,148.25,135.0,139.5625,93.26908874511719,156770800.0,0.0,0
2000-02-01,139.75,144.5625,132.71875,137.4375,91.84890747070312,186938300.0,0.0,0
2000-03-01,137.625,155.75,135.03125,150.375,100.49504089355469,247594900.0,0.0,0
2000-03-17,,,,,,,0.371,0
2000-04-01,150.125,153.109375,133.5,145.09375,97.21202850341797,229246200.0,0.0,0
2000-05-01,146.5625,148.484375,136.5,142.8125,95.6836166381836,161024000.0,0.0,0
2000-06-01,143.6875,149.15625,143.0,145.28125,97.33761596679688,127146000.0,0.0,0
2000-07-01,145.4375,151.984375,141.515625,143.0,96.0348129272461,106780100.0,0.0,0
2000-08-01,143.625,153.09375,142.625,152.34375,102.30978393554688,102365500.0,0.0,0
2000-09-01,153.25,153.59375,142.125,143.625,96.45452117919922,113203000.0,0.0,0
2000-09-15,,,,,,,0.375,0
2000-10-01,144.28125,145.75,130.15625,142.953125,96.2445068359375,178392400.0,0.0,0
2000-11-01,142.25,144.296875,129.75,132.28125,89.0595703125,156699900.0,0.0,0
2000-12-01,133.1875,139.5625,125.53125,131.1875,88.32319641113281,165416700.0,0.0,0
2000-12-15,,,,,,,0.411,0
2001-01-01,132.0,138.6999969482422,127.5625,137.02000427246094,92.53292846679688,181296400.0,0.0,0
2001-02-01,137.10000610351562,137.99000549316406,121.80000305175781,123.94999694824219,83.70641326904297,178607000.0,0.0,0
2001-03-01,124.05000305175781,127.75,108.04000091552734,116.69000244140625,78.80358123779297,318187200.0,0.0,0
2001-04-01,116.30000305175781,127.2699966430664,109.30000305175781,126.66000366210938,85.76687622070312,251839700.0,0.0,0
2001-05-01,125.06999969482422,132.08999633789062,123.44000244140625,125.94999694824219,85.2861328125,208040000.0,0.0,0
2001-06-01,126.19999694824219,129.22999572753906,120.4000015258789,122.5999984741211,83.01768493652344,203578200.0,0.0,0
2001-06-15,,,,,,,0.346,0
2001-07-01,122.80000305175781,124.31999969482422,116.75,121.3499984741211,82.40496063232422,196892900.0,0.0,0
2001-08-01,121.97000122070312,123.25,112.04000091552734,114.1500015258789,77.51567840576172,269599600.0,0.0,0
2001-09-01,113.8499984741211,116.16999816894531,93.80000305175781,104.44000244140625,70.92192840576172,419156100.0,0.0,0
2001-09-21,,,,,,,0.369,0
2001-10-01,103.9000015258789,111.79000091552734,102.83000183105469,105.80000305175781,72.11502838134766,512612000.0,0.0,0
2001-11-01,106.5999984741211,116.9000015258789,105.69999694824219,114.05000305175781,77.73837280273438,372515000.0,0.0,0
2001-12-01,113.6500015258789,118.0,112.0,114.30000305175781,77.90873718261719,308403900.0,0.0,0
2001-12-21,,,,,,,0.393,0
2002-01-01,115.11000061035156,117.98999786376953,108.4000015258789,113.18000030517578,77.4106674194336,349380000.0,0.0,0
2002-02-01,113.08999633789062,113.30000305175781,107.81999969482422,111.1500015258789,76.02223205566406,424492600.0,0.0,0
2002-03-01,111.72000122070312,117.9000015258789,111.51000213623047,114.5199966430664,78.32723999023438,385578100.0,0.0,0
2002-03-15,,,,,,,0.331,0
2002-04-01,114.2300033569336,115.0999984741211,106.62999725341797,107.86000061035156,73.9833755493164,404461000.0,0.0,0
2002-05-01,107.97000122070312,111.25,104.9000015258789,107.22000122070312,73.54434204101562,452626500.0,0.0,0
2002-06-01,107.08999633789062,107.5999984741211,95.19000244140625,98.95999908447266,67.878662109375,534883500.0,0.0,0
2002-06-21,,,,,,,0.353,0
2002-07-01,99.18000030517578,99.80000305175781,77.68000030517578,91.16000366210938,62.74732971191406,1124248800.0,0.0,0
2002-08-01,90.87999725341797,97.1500015258789,83.55000305175781,91.77999877929688,63.17407989501953,936191200.0,0.0,0
2002-09-01,90.7300033569336,93.33000183105469,80.9000015258789,81.79000091552734,56.297760009765625,1013828600.0,0.0,0
2002-09-20,,,,,,,0.378,0
2002-10-01,82.43000030517578,91.29000091552734,77.06999969482422,88.5199966430664,61.20328903198242,1344248100.0,0.0,0
2002-11-01,88.3499984741211,94.94999694824219,87.44999694824219,93.9800033569336,64.9783706665039,818243400.0,0.0,0
2002-12-01,95.47000122070312,96.05000305175781,87.11000061035156,88.2300033569336,61.002830505371094,728285900.0,0.0,0
2002-12-20,,,,,,,0.436,0
2003-01-01,88.8499984741211,93.86000061035156,84.1500015258789,86.05999755859375,59.79484558105469,911319900.0,0.0,0
2003-02-01,86.13999938964844,86.80999755859375,81.0,84.9000015258789,58.98889923095703,862248300.0,0.0,0
2003-03-01,85.26000213623047,89.87999725341797,79.37999725341797,84.73999786376953,58.8776969909668,1156870200.0,0.0,0
2003-03-21,,,,,,,0.354,0
2003-04-01,85.25,92.80000305175781,84.91000366210938,91.91000366210938,64.116943359375,996114200.0,0.0,0
2003-05-01,91.91999816894531,97.08999633789062,90.5,96.94999694824219,67.63287353515625,881509900.0,0.0,0
2003-06-01,97.52999877929688,102.18000030517578,96.66999816894531,97.62999725341797,68.10725402832031,867970200.0,0.0,0
2003-06-20,,,,,,,0.36,0
2003-07-01,97.25,101.9000015258789,96.43000030517578,99.38999938964844,69.58547973632812,895260500.0,0.0,0
2003-08-01,99.19000244140625,101.81999969482422,96.33999633789062,101.44000244140625,71.02076721191406,772702000.0,0.0,0
2003-09-01,101.63999938964844,104.69999694824219,99.25,99.94999694824219,69.9775619506836,818513400.0,0.0,0
2003-09-19,,,,,,,0.4,0
2003-10-01,100.23999786376953,105.97000122070312,100.19999694824219,105.30000305175781,74.00623321533203,831700900.0,0.0,0
2003-11-01,105.75,106.94999694824219,103.62000274658203,106.44999694824219,74.8144760131836,630654200.0,0.0,0
2003-12-01,106.8499984741211,111.5199966430664,105.95999908447266,111.27999877929688,78.20905303955078,678350400.0,0.0,0
2003-12-19,,,,,,,0.516,0
2004-01-01,111.73999786376953,116.5,110.7300033569336,113.4800033569336,80.13211059570312,737674000.0,0.0,0
2004-02-01,113.69999694824219,116.5999984741211,112.77999877929688,115.0199966430664,81.21956634521484,676976900.0,0.0,0
2004-03-01,115.43000030517578,116.97000122070312,108.8499984741211,113.0999984741211,79.86377716064453,1125003900.0,0.0,0
2004-03-19,,,,,,,0.395,0
2004-04-01,113.06999969482422,115.41000366210938,110.9000015258789,110.95999908447266,78.6273422241211,968620900.0,0.0,0
2004-05-01,111.37000274658203,113.26000213623047,108.05999755859375,112.86000061035156,79.97369384765625,981083900.0,0.0,0
2004-06-01,112.45999908447266,114.94000244140625,111.87000274658203,114.52999877929688,81.15707397460938,721880400.0,0.0,0
2004-06-18,,,,,,,0.414,0
2004-07-01,114.25,114.4000015258789,108.20999908447266,110.83999633789062,78.82899475097656,954619200.0,0.0,0
2004-08-01,110.19000244140625,111.62999725341797,106.58999633789062,111.11000061035156,79.0210189819336,922892000.0,0.0,0
2004-09-01,110.94999694824219,113.73999786376953,110.41000366210938,111.76000213623047,79.48328399658203,790891900.0,0.0,0
2004-09-17,,,,,,,0.469,0
2004-10-01,112.26000213623047,114.68000030517578,109.3499984741211,113.19999694824219,80.8425064086914,1044071300.0,0.0,0
2004-11-01,113.55999755859375,119.13999938964844,113.19999694824219,117.88999938964844,84.19194793701172,961601700.0,0.0,0
2004-12-01,118.16000366210938,121.66000366210938,117.7300033569336,120.87000274658203,86.575927734375,909170200.0,0.0,0
2004-12-17,,,,,,,0.568,0
2005-01-01,121.55999755859375,121.76000213623047,116.37000274658203,118.16000366210938,85.03465270996094,1184211500.0,0.0,0
2005-02-01,118.25,121.66999816894531,118.0999984741211,120.62999725341797,86.81219482421875,1025608400.0,0.0,0
2005-03-01,120.81999969482422,123.25,116.25,117.95999908447266,84.89067840576172,1330548800.0,0.0,0
2005-03-18,,,,,,,0.467,0
2005-04-01,118.62999725341797,119.26000213623047,113.55000305175781,115.75,83.62744903564453,1633318500.0,0.0,0
2005-05-01,116.06999969482422,120.25,114.80000305175781,119.4800033569336,86.32234191894531,1334647300.0,0.0,0
2005-06-01,119.5199966430664,121.94000244140625,118.75,119.18000030517578,86.10555267333984,1089322900.0,0.0,0
2005-06-17,,,,,,,0.488,0
2005-07-01,119.44999694824219,124.63999938964844,118.26000213623047,123.73999786376953,89.76094055175781,1176306400.0,0.0,0
2005-08-01,123.83000183105469,124.73999786376953,120.37999725341797,122.58000183105469,88.9194564819336,1306564800.0,0.0,0
2005-09-01,122.5199966430664,124.73999786376953,120.44000244140625,123.04000091552734,89.25312042236328,1287005000.0,0.0,0
2005-09-16,,,,,,,0.522,0
2005-10-01,122.95999908447266,123.33999633789062,116.87999725341797,120.12999725341797,87.51318359375,1784566400.0,0.0,0
2005-11-01,120.58000183105469,127.41000366210938,120.12999725341797,125.41000366210938,91.35962677001953,1183732800.0,0.0,0
2005-12-01,126.0199966430664,128.08999633789062,124.36000061035156,124.51000213623047,90.70396423339844,1073146800.0,0.0,0
2005-12-16,,,,,,,0.672,0
2006-01-01,125.19000244140625,129.44000244140625,124.38999938964844,127.5,93.3744888305664,1233910800.0,0.0,0
2006-02-01,127.81999969482422,130.0399932861328,125.4000015258789,128.22999572753906,93.90909576416016,1145244400.0,0.0,0
2006-03-01,128.60000610351562,131.47000122070312,127.18000030517578,129.8300018310547,95.08086395263672,1350777100.0,0.0,0
2006-03-17,,,,,,,0.519,0
2006-04-01,130.07000732421875,131.86000061035156,128.02000427246094,131.47000122070312,96.66480255126953,1300327900.0,0.0,0
2006-05-01,131.47000122070312,132.8000030517578,124.76000213623047,127.51000213623047,93.7531509399414,1752747100.0,0.0,0
2006-06-01,127.37999725341797,129.42999267578125,122.33999633789062,127.27999877929688,93.58404541015625,2163829300.0,0.0,0
2006-06-16,,,,,,,0.555,0
2006-07-01,127.43000030517578,128.13999938964844,122.38999938964844,127.8499984741211,94.41862487792969,1691301400.0,0.0,0
2006-08-01,127.33999633789062,131.0399932861328,126.27999877929688,130.63999938964844,96.47907257080078,1420345400.0,0.0,0
2006-09-01,131.13999938964844,133.99000549316406,129.35000610351562,133.5800018310547,98.65032958984375,1363687900.0,0.0,0
2006-09-15,,,,,,,0.579,0
2006-10-01,133.5399932861328,139.0,132.64999389648438,137.7899932861328,102.20698547363281,1443344100.0,0.0,0
2006-11-01,138.22000122070312,141.16000366210938,135.6199951171875,140.52999877929688,104.23938751220703,1502059900.0,0.0,0
2006-12-01,140.52999877929688,143.24000549316406,138.97000122070312,141.6199951171875,105.04788970947266,1212756800.0,0.0,0
2006-12-15,,,,,,,0.793,0
2007-01-01,142.25,144.1300048828125,140.25,143.75,107.22196197509766,1330329900.0,0.0,0
2007-02-01,144.14999389648438,146.4199981689453,139.0,140.92999267578125,105.11851501464844,1494548900.0,0.0,0
2007-03-01,139.33999633789062,143.80999755859375,136.75,142.0,105.9166488647461,2918304400.0,0.0,0
2007-03-16,,,,,,,0.551,0
2007-04-01,142.16000366210938,149.8000030517578,141.47999572753906,148.2899932861328,111.04698181152344,1791289900.0,0.0,0
2007-05-01,148.4199981689453,153.88999938964844,147.6699981689453,153.32000732421875,114.81375122070312,2508178000.0,0.0,0
2007-06-01,153.8800048828125,154.39999389648438,148.05999755859375,150.42999267578125,112.64952087402344,3502885400.0,0.0,0
