rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd,stats_file
3,"(25, 20, 10)",9,139,91,34,16,8,14.09,0.24,8.16,114.97,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
5,"(25, 20, 10)",9,139,60,34,16,8,11.65,0.23,9.83,114.52,-0.17,M_nasdaq100_stats_2023.06.04.130559.csv
5,"(25, 20, 10)",9,139,40,34,16,8,11.65,0.23,9.83,114.52,-0.17,M_nasdaq100_stats_2023.06.04.143827.csv
5,"(25, 20, 10)",9,139,15,34,16,8,11.65,0.23,9.83,114.52,-0.17,M_nasdaq100_stats_2023.06.04.072715.csv
4,"(25, 20, 9)",9,139,40,34,16,8,12.55,0.24,9.03,113.33,-0.18,M_nasdaq100_stats_2023.06.04.143544.csv
1,"(25, 20, 5)",9,139,80,58,16,9,19.6,0.48,5.75,112.7,-0.47,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 5)",9,139,41,34,16,8,15.84,0.25,7.11,112.62,-0.24,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 5)",9,139,33,34,16,8,15.44,0.25,7.27,112.25,-0.22,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 5)",9,139,0,34,16,8,14.43,1.11,7.74,111.69,-0.45,M_nasdaq100_stats_2023.06.03.142137.csv
1,"(25, 20, 5)",9,139,80,34,16,8,14.43,1.11,7.74,111.69,-0.45,M_nasdaq100_stats_2023.06.03.141434.csv
1,"(25, 20, 8)",9,139,80,16,16,11,19.08,0.48,5.81,110.85,-0.42,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,11,19.08,0.48,5.81,110.85,-0.42,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 10)",9,139,70,34,16,8,13.65,0.24,8.06,110.02,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
1,"(25, 20, 5)",9,139,80,16,5,5,19.64,0.48,5.59,109.79,-0.49,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 10)",9,139,80,16,14,7,18.07,0.47,6.0,108.42,-0.42,M_nasdaq100_stats_2023.06.02.180942.csv
10,"(25, 20, 9)",9,139,40,34,16,8,9.2,0.22,11.72,107.82,-0.23,M_nasdaq100_stats_2023.06.04.143544.csv
6,"(25, 20, 5)",2,149,80,64,44,40,15.79,0.43,6.81,107.53,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,150,80,64,44,40,15.79,0.43,6.81,107.53,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
1,"(25, 20, 8)",9,139,80,16,13,5,17.95,0.47,5.98,107.34,-0.41,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,13,5,17.95,0.47,5.98,107.34,-0.41,M_nasdaq100_stats_2023.06.02.182610.csv
9,"(25, 20, 10)",9,139,15,34,16,8,8.51,0.21,12.59,107.14,-0.07,M_nasdaq100_stats_2023.06.04.072715.csv
1,"(25, 20, 5)",9,139,80,37,16,2,18.44,0.47,5.81,107.14,-0.45,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 10)",9,139,80,16,14,11,18.21,0.47,5.87,106.89,-0.4,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,11,5,19.12,0.48,5.56,106.31,-0.46,M_nasdaq100_stats_2023.06.02.174435.csv
3,"(25, 20, 10)",9,139,76,34,16,8,13.29,0.24,7.96,105.79,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
1,"(25, 20, 10)",9,139,80,16,15,7,17.92,0.47,5.89,105.55,-0.44,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 5)",9,139,18,34,16,8,13.77,0.24,7.59,104.51,-0.27,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 5)",9,139,37,34,16,8,14.69,0.25,7.09,104.15,-0.23,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 13)",9,139,80,34,16,8,16.95,0.46,6.14,104.07,-0.39,M_nasdaq100_stats_2023.06.02.192101.csv
1,"(25, 20, 13)",9,139,80,34,16,8,16.95,0.46,6.14,104.07,-0.39,M_nasdaq100_stats_2023.06.02.190501.csv
3,"(25, 20, 10)",9,139,77,34,16,8,13.1,0.24,7.91,103.62,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
6,"(25, 20, 5)",2,139,80,34,21,10,14.22,0.42,7.28,103.52,-0.23,W_nasdaq100_stats_2023.06.03.125348.csv
6,"(25, 20, 5)",2,139,80,34,21,10,14.22,0.42,7.28,103.52,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,1000,34,21,10,14.22,0.42,7.28,103.52,-0.23,W_nasdaq100_stats_2023.06.03.140346.csv
3,"(25, 20, 10)",9,139,81,34,16,8,13.04,0.24,7.89,102.89,-0.19,M_nasdaq100_stats_2023.06.04.114917.csv
1,"(25, 20, 5)",9,139,80,16,11,6,19.46,0.48,5.28,102.75,-0.49,M_nasdaq100_stats_2023.06.02.174435.csv
3,"(25, 20, 10)",9,139,61,34,16,8,13.02,0.23,7.89,102.73,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,60,34,16,8,13.02,0.23,7.89,102.73,-0.18,M_nasdaq100_stats_2023.06.04.095915.csv
1,"(25, 20, 5)",9,139,80,37,16,1,18.43,0.47,5.57,102.66,-0.42,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 13)",9,139,60,34,16,8,12.01,0.23,8.54,102.57,-0.22,M_nasdaq100_stats_2023.06.04.133243.csv
1,"(25, 20, 5)",9,139,80,16,16,3,18.83,0.48,5.44,102.44,-0.44,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,16,3,18.83,0.48,5.44,102.44,-0.44,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,3,18.83,0.48,5.44,102.44,-0.44,M_nasdaq100_stats_2023.06.02.175229.csv
3,"(25, 20, 3)",9,139,9,34,16,8,12.53,0.23,8.15,102.12,-0.19,M_nasdaq100_stats_2023.06.04.141803.csv
3,"(25, 20, 3)",9,139,9,34,16,8,12.53,0.23,8.15,102.12,-0.19,M_nasdaq100_stats_2023.06.04.141546.csv
1,"(25, 20, 5)",9,139,80,16,16,12,19.82,0.49,5.15,102.07,-0.54,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 5)",9,139,80,16,16,12,19.82,0.49,5.15,102.07,-0.54,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 10)",9,139,80,16,13,5,16.4,0.45,6.22,102.01,-0.38,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 10)",9,139,58,34,16,8,12.95,0.23,7.87,101.92,-0.17,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 5)",9,139,17,34,16,8,13.52,0.24,7.53,101.81,-0.27,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 5)",9,139,36,34,16,8,14.24,0.24,7.08,100.82,-0.23,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 5)",9,139,80,43,16,5,17.71,0.46,5.69,100.77,-0.52,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,16,5,17.98,0.47,5.57,100.15,-0.49,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,5,17.98,0.47,5.57,100.15,-0.49,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,16,5,17.98,0.47,5.57,100.15,-0.49,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 8)",9,139,80,16,16,16,18.33,0.47,5.45,99.9,-0.45,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,16,18.33,0.47,5.45,99.9,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
9,"(25, 20, 9)",9,139,40,34,16,8,8.28,0.2,12.01,99.44,-0.06,M_nasdaq100_stats_2023.06.04.143544.csv
3,"(25, 20, 8)",9,139,45,34,16,8,13.13,0.24,7.56,99.26,-0.2,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 5)",2,139,80,34,19,10,13.63,0.41,7.25,98.82,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
3,"(25, 20, 10)",9,139,59,34,16,8,12.59,0.23,7.77,97.82,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
1,"(25, 20, 5)",9,139,80,16,11,3,17.84,0.47,5.41,96.51,-0.44,M_nasdaq100_stats_2023.06.02.174435.csv
1,"(25, 20, 8)",9,139,80,16,16,1,16.32,0.45,5.88,95.96,-0.34,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,16,16,1,16.32,0.45,5.88,95.96,-0.34,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 5)",9,139,80,55,16,5,17.21,0.46,5.56,95.69,-0.48,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 10)",9,139,50,34,16,8,12.05,0.23,7.93,95.56,-0.18,M_nasdaq100_stats_2023.06.04.095842.csv
3,"(25, 20, 15)",9,139,60,34,16,8,11.11,0.22,8.6,95.55,-0.23,M_nasdaq100_stats_2023.06.04.133243.csv
1,"(25, 20, 8)",9,139,80,37,16,5,16.46,0.45,5.79,95.3,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
6,"(25, 20, 5)",2,139,80,44,21,10,12.89,0.4,7.32,94.35,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
10,"(25, 20, 10)",9,139,15,34,16,8,8.02,0.21,11.74,94.15,-0.22,M_nasdaq100_stats_2023.06.04.072715.csv
1,"(25, 20, 5)",9,139,80,73,16,9,16.43,0.45,5.69,93.49,-0.47,M_nasdaq100_stats_2023.06.02.184410.csv
8,"(25, 20, 10)",2,139,15,71,21,10,13.42,0.23,6.96,93.4,-0.2,W_nasdaq100_stats_2023.06.04.125957.csv
1,"(25, 20, 8)",9,139,80,16,16,3,15.63,0.44,5.96,93.15,-0.34,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,3,15.63,0.44,5.96,93.15,-0.34,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 5)",9,139,15,34,16,8,12.74,0.23,7.29,92.87,-0.26,M_nasdaq100_stats_2023.06.04.141100.csv
6,"(25, 20, 4)",2,139,80,34,21,10,13.75,0.41,6.73,92.54,-0.28,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 3)",2,139,80,34,21,10,14.28,0.42,6.48,92.53,-0.37,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,38,21,10,12.94,0.4,7.13,92.26,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
1,"(25, 20, 7)",9,139,80,16,11,1,16.23,0.45,5.68,92.19,-0.37,M_nasdaq100_stats_2023.06.02.172427.csv
3,"(25, 20, 10)",9,139,46,34,16,8,11.33,0.22,8.03,90.98,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
6,"(25, 20, 5)",2,138,80,64,44,40,13.84,0.41,6.56,90.79,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,144,80,64,44,40,13.84,0.41,6.56,90.79,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,142,80,64,44,40,13.84,0.41,6.56,90.79,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,139,80,64,44,40,13.84,0.41,6.56,90.79,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 16)",9,139,60,34,16,8,10.58,0.22,8.57,90.67,-0.22,M_nasdaq100_stats_2023.06.04.133243.csv
6,"(25, 20, 5)",2,139,80,34,16,10,12.44,0.39,7.28,90.56,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
3,"(25, 20, 10)",9,139,48,34,16,8,11.31,0.22,8.0,90.48,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 17)",9,139,60,34,16,8,10.32,0.21,8.73,90.09,-0.21,M_nasdaq100_stats_2023.06.04.133243.csv
3,"(25, 20, 8)",9,139,21,34,16,8,11.92,0.23,7.53,89.76,-0.18,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 9)",9,139,40,34,16,8,9.44,0.22,9.43,89.02,-0.21,M_nasdaq100_stats_2023.06.04.143544.csv
3,"(25, 20, 8)",9,139,25,34,16,8,11.95,0.23,7.43,88.79,-0.2,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 10)",9,139,80,16,16,3,14.6,0.43,6.04,88.18,-0.31,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,14,12,15.96,0.45,5.52,88.1,-0.43,M_nasdaq100_stats_2023.06.02.180942.csv
6,"(25, 20, 10)",9,139,40,34,16,8,8.86,0.21,9.91,87.8,-0.21,M_nasdaq100_stats_2023.06.04.143827.csv
6,"(25, 20, 10)",9,139,15,34,16,8,8.86,0.21,9.91,87.8,-0.21,M_nasdaq100_stats_2023.06.04.072715.csv
6,"(25, 20, 10)",9,139,60,34,16,8,8.86,0.21,9.91,87.8,-0.21,M_nasdaq100_stats_2023.06.04.130559.csv
3,"(25, 20, 8)",9,139,22,34,16,8,11.81,0.23,7.41,87.51,-0.19,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 8)",9,139,80,16,16,12,16.0,0.45,5.46,87.36,-0.46,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,12,16.0,0.45,5.46,87.36,-0.46,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 8)",9,139,42,34,16,8,11.74,0.23,7.41,86.99,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 5)",2,139,80,34,31,10,12.42,0.39,6.99,86.82,-0.25,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,34,15,10,12.07,0.39,7.19,86.78,-0.26,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 3)",2,139,80,34,16,10,13.52,0.41,6.41,86.66,-0.37,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,35,21,10,12.35,0.39,6.99,86.33,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
1,"(25, 20, 8)",9,139,80,43,16,5,14.89,0.43,5.79,86.21,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
6,"(25, 20, 3)",1,139,80,34,16,10,13.43,0.41,6.39,85.82,-0.37,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",1,139,80,34,21,10,12.27,0.39,6.98,85.64,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
7,"(25, 20, 3)",9,139,40,34,16,8,10.96,0.22,7.77,85.16,-0.44,M_nasdaq100_stats_2023.06.04.143238.csv
6,"(25, 20, 5)",1,145,80,64,44,40,13.19,0.4,6.45,85.08,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",1,139,80,64,44,40,13.19,0.4,6.45,85.08,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",1,142,80,64,44,40,13.19,0.4,6.45,85.08,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 5)",9,139,11,34,16,8,10.88,0.22,7.81,84.97,-0.25,M_nasdaq100_stats_2023.06.04.141304.csv
6,"(25, 20, 1)",1,139,80,34,16,10,18.35,0.46,4.63,84.96,-0.61,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,34,27,10,12.13,0.39,7.0,84.91,-0.25,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,34,17,10,12.21,0.39,6.95,84.86,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
1,"(25, 20, 10)",9,139,80,16,11,1,13.68,0.42,6.2,84.82,-0.3,M_nasdaq100_stats_2023.06.02.172427.csv
6,"(25, 20, 5)",2,139,80,41,21,10,12.0,0.39,7.01,84.12,-0.24,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,32,21,10,12.06,0.39,6.97,84.06,-0.25,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,159,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,186,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,187,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,180,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,179,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,174,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,168,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,172,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",1,169,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,189,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,169,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,157,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,162,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",1,193,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,156,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,192,80,64,44,40,13.23,0.4,6.35,84.01,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 8)",9,139,27,34,16,8,11.5,0.22,7.3,83.95,-0.22,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 8)",9,139,29,34,16,8,11.53,0.22,7.28,83.94,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 4)",2,139,80,34,16,10,12.21,0.39,6.87,83.88,-0.28,W_nasdaq100_stats_2023.06.02.194324.csv
3,"(25, 20, 5)",9,139,10,34,16,8,9.74,0.21,8.61,83.86,-0.22,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 5)",9,139,10,34,16,8,9.74,0.21,8.61,83.86,-0.22,M_nasdaq100_stats_2023.06.04.141304.csv
1,"(25, 20, 5)",9,139,80,34,16,8,13.35,0.77,6.28,83.84,-0.45,M_nasdaq100_stats_2023.06.03.140840.csv
3,"(25, 20, 19)",9,139,60,34,16,8,9.46,0.21,8.85,83.72,-0.19,M_nasdaq100_stats_2023.06.04.133243.csv
1,"(25, 20, 10)",9,139,80,16,16,1,13.99,0.42,5.98,83.66,-0.35,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,19,16,5,15.76,0.44,5.22,82.27,-0.49,M_nasdaq100_stats_2023.06.02.184410.csv
6,"(25, 20, 5)",1,139,80,34,19,10,11.75,0.38,6.95,81.66,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
1,"(25, 20, 5)",9,139,80,64,44,40,13.29,0.41,6.12,81.33,-0.35,W_nasdaq100_stats_2023.06.02.123744.csv
1,"(25, 20, 5)",9,139,80,64,44,40,13.29,0.41,6.12,81.33,-0.35,W_nasdaq100_stats_2023.06.02.121606.csv
1,"(25, 20, 5)",9,139,80,64,44,40,13.29,0.41,6.12,81.33,-0.35,W_nasdaq100_stats_2023.06.02.125455.csv
1,"(25, 20, 10)",9,139,80,16,16,13,14.57,0.43,5.51,80.28,-0.42,M_nasdaq100_stats_2023.06.02.180942.csv
12,"(25, 20, 3)",9,139,40,34,16,8,11.37,0.26,7.03,79.93,-0.11,M_nasdaq100_stats_2023.06.04.143238.csv
1,"(25, 20, 9)",9,139,80,16,11,1,13.61,0.42,5.84,79.48,-0.32,M_nasdaq100_stats_2023.06.02.172427.csv
3,"(25, 20, 5)",9,139,16,34,16,8,11.27,0.22,7.04,79.34,-0.29,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 8)",9,139,19,34,16,8,10.38,0.21,7.62,79.1,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 10)",9,139,20,34,16,8,9.79,0.21,8.01,78.42,-0.15,M_nasdaq100_stats_2023.06.04.114917.csv
6,"(25, 20, 5)",3,142,80,64,44,40,12.26,0.39,6.39,78.34,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",3,139,80,64,44,40,12.26,0.39,6.39,78.34,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 5)",9,139,12,34,16,8,10.48,0.22,7.43,77.87,-0.24,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 5)",9,139,12,34,16,8,10.48,0.22,7.43,77.87,-0.24,M_nasdaq100_stats_2023.06.04.141304.csv
6,"(25, 20, 5)",1,121,80,64,44,40,12.24,0.39,6.26,76.62,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
1,"(25, 20, 8)",9,139,80,16,16,2,13.88,0.42,5.47,75.92,-0.33,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,16,16,2,13.88,0.42,5.47,75.92,-0.33,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 5)",9,139,80,62,16,9,14.89,0.43,5.09,75.79,-0.47,M_nasdaq100_stats_2023.06.02.184410.csv
6,"(25, 20, 5)",1,139,80,34,31,10,11.12,0.38,6.75,75.06,-0.25,W_nasdaq100_stats_2023.06.02.194324.csv
1,"(25, 20, 11)",9,139,80,16,11,1,12.14,0.4,6.17,74.9,-0.27,M_nasdaq100_stats_2023.06.02.172427.csv
1,"(25, 20, 8)",9,139,80,16,11,1,13.23,0.41,5.66,74.88,-0.35,M_nasdaq100_stats_2023.06.02.172427.csv
6,"(25, 20, 5)",2,132,80,64,44,40,12.02,0.39,6.23,74.88,-0.29,W_nasdaq100_stats_2023.06.02.160722.csv
1,"(25, 20, 10)",9,139,80,16,14,13,13.85,0.42,5.4,74.79,-0.42,M_nasdaq100_stats_2023.06.02.180942.csv
6,"(25, 20, 5)",1,139,80,34,16,10,10.71,0.37,6.97,74.65,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,29,21,10,11.02,0.37,6.76,74.5,-0.24,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",3,139,80,34,21,10,10.83,0.37,6.86,74.29,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08,M_nasdaq100_stats_2023.06.04.072117.csv
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08,M_nasdaq100_stats_2023.06.04.071918.csv
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08,M_nasdaq100_stats_2023.06.04.072419.csv
7,"(25, 20, 10)",9,139,15,34,16,8,6.66,0.34,11.14,74.19,-0.08,M_nasdaq100_stats_2023.06.04.071612.csv
6,"(25, 20, 5)",1,25,80,64,44,40,11.36,0.38,6.5,73.84,-0.25,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 3)",9,139,8,34,16,8,9.55,0.21,7.73,73.82,-0.19,M_nasdaq100_stats_2023.06.04.141546.csv
3,"(25, 20, 3)",9,139,8,34,16,8,9.55,0.21,7.73,73.82,-0.19,M_nasdaq100_stats_2023.06.04.141803.csv
3,"(25, 20, 8)",9,139,41,34,16,8,10.4,0.21,7.06,73.42,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 5)",2,139,80,34,13,10,10.76,0.37,6.71,72.2,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",2,139,80,34,16,12,10.91,0.37,6.61,72.12,-0.32,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",1,217,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,198,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,202,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,199,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,209,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,217,80,64,44,40,11.72,0.38,6.13,71.84,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",2,139,80,34,21,12,10.76,0.37,6.59,70.91,-0.32,W_nasdaq100_stats_2023.06.02.194324.csv
6,"(25, 20, 5)",1,265,80,64,44,40,11.61,0.38,6.1,70.82,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
1,"(25, 20, 9)",9,139,40,34,16,8,13.93,0.24,5.08,70.76,-0.27,M_nasdaq100_stats_2023.06.04.143544.csv
6,"(25, 20, 5)",2,139,80,34,11,10,10.59,0.37,6.66,70.53,-0.23,W_nasdaq100_stats_2023.06.02.194324.csv
3,"(25, 20, 8)",9,139,33,34,16,8,10.11,0.21,6.95,70.26,-0.23,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 8)",9,139,17,34,16,8,9.45,0.21,7.42,70.12,-0.2,M_nasdaq100_stats_2023.06.04.140817.csv
4,"(25, 20, 10)",2,139,15,71,18,10,14.66,0.24,4.78,70.07,-0.28,W_nasdaq100_stats_2023.06.04.123527.csv
6,"(25, 20, 5)",2,232,80,64,44,40,11.48,0.38,6.08,69.8,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
6,"(25, 20, 5)",1,241,80,64,44,40,11.48,0.38,6.08,69.8,-0.33,W_nasdaq100_stats_2023.06.02.160722.csv
3,"(25, 20, 8)",9,139,32,34,16,8,10.06,0.21,6.88,69.21,-0.25,M_nasdaq100_stats_2023.06.04.140817.csv
6,"(25, 20, 4)",1,139,80,34,16,10,10.51,0.37,6.58,69.16,-0.28,W_nasdaq100_stats_2023.06.02.194324.csv
