rebal_int,top_n,SMA_S,SMA_L,stop,rolling_l,rolling_m,rolling_s,tot_ret,cagr,sharpe,perf_score,max_dd,stats_file
1,"(25, 20, 5)",9,139,80,37,16,13,32.68,0.58,5.84,190.85,-0.5,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,34,16,5,30.92,0.57,6.17,190.78,-0.52,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 2)",9,139,100,34,16,8,11.46,19.26,16.6,190.24,-0.23,M_nasdaq100_stats_2023.06.03.171632.csv
1,"(25, 20, 2)",9,139,100,34,16,8,11.46,19.26,16.6,190.24,-0.23,M_nasdaq100_stats_2023.06.03.171527.csv
1,"(25, 20, 8)",9,139,80,27,16,9,28.74,0.56,6.61,189.97,-0.38,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 10)",9,139,80,16,14,10,28.73,0.56,6.59,189.33,-0.37,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 8)",9,139,80,17,16,9,29.93,0.56,6.32,189.16,-0.38,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,19,16,9,29.67,0.56,6.36,188.7,-0.38,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,37,16,9,30.35,0.57,6.2,188.17,-0.41,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 10)",9,139,80,16,16,10,28.55,0.55,6.55,187.0,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 8)",9,139,80,22,16,9,28.8,0.56,6.4,184.32,-0.39,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 5)",9,139,80,37,16,3,29.29,0.56,6.27,183.65,-0.41,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 10)",9,139,80,16,10,10,28.22,0.55,6.47,182.58,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,11,10,32.58,0.32,5.59,182.12,-0.26,M_nasdaq100_stats_2023.06.01.111452.csv
1,"(25, 20, 5)",9,139,80,16,11,10,32.58,0.32,5.59,182.12,-0.26,M_nasdaq100_stats_2023.05.31.194234.csv
1,"(25, 20, 5)",9,139,80,16,11,10,32.58,0.32,5.59,182.12,-0.26,M_nasdaq100_stats_2023.05.31.195345.csv
1,"(25, 20, 5)",9,139,80,16,11,10,32.58,0.32,5.59,182.12,-0.26,M_nasdaq100_stats_2023.05.31.194637.csv
1,"(25, 20, 8)",9,139,80,31,16,9,28.33,0.55,6.34,179.61,-0.41,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 10)",9,139,80,16,10,4,25.26,0.53,7.06,178.34,-0.31,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 3)",9,139,16,34,16,8,25.33,0.3,7.04,178.32,-0.26,M_nasdaq100_stats_2023.06.04.141803.csv
1,"(25, 20, 10)",9,139,80,16,10,9,27.36,0.55,6.48,177.29,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 3)",9,139,41,34,16,8,25.42,0.3,6.94,176.41,-0.36,M_nasdaq100_stats_2023.06.04.142408.csv
1,"(25, 20, 5)",9,139,80,16,16,14,31.25,0.57,5.63,175.94,-0.54,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 5)",9,139,80,16,16,14,31.25,0.57,5.63,175.94,-0.54,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 10)",9,139,80,16,13,10,27.32,0.55,6.42,175.39,-0.37,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 8)",9,139,80,25,16,9,27.64,0.55,6.29,173.86,-0.4,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 3)",9,139,37,34,16,8,24.61,0.3,7.03,173.01,-0.31,M_nasdaq100_stats_2023.06.04.141803.csv
3,"(25, 20, 3)",9,139,37,34,16,8,24.61,0.3,7.03,173.01,-0.31,M_nasdaq100_stats_2023.06.04.142408.csv
1,"(25, 20, 5)",9,139,80,34,16,13,30.07,0.56,5.74,172.6,-0.5,M_nasdaq100_stats_2023.06.02.184410.csv
11,"(25, 20, 3)",9,139,40,34,16,8,19.26,0.29,8.96,172.57,-0.49,M_nasdaq100_stats_2023.06.04.143238.csv
1,"(25, 20, 8)",9,139,80,21,16,9,27.01,0.54,6.28,169.62,-0.39,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 5)",9,139,80,34,16,12,29.2,0.56,5.76,168.19,-0.54,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 10)",9,139,80,16,10,7,25.81,0.53,6.51,168.02,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,16,4,26.91,0.54,6.22,167.38,-0.46,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 5)",9,139,80,16,16,4,26.91,0.54,6.22,167.38,-0.46,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,11,7,28.45,0.55,5.85,166.43,-0.51,M_nasdaq100_stats_2023.06.02.174435.csv
3,"(25, 20, 3)",9,139,38,34,16,8,23.89,0.29,6.96,166.27,-0.33,M_nasdaq100_stats_2023.06.04.142408.csv
3,"(25, 20, 8)",9,139,60,34,16,8,20.19,0.28,8.2,165.56,-0.21,M_nasdaq100_stats_2023.06.04.135226.csv
1,"(25, 20, 10)",9,139,80,16,14,8,25.45,0.53,6.47,164.66,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,11,10,25.83,0.53,6.31,162.99,-0.35,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,10,8,25.66,0.53,6.33,162.43,-0.38,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 3)",9,139,40,34,16,8,34.17,0.32,4.75,162.31,-0.31,M_nasdaq100_stats_2023.06.04.143238.csv
1,"(25, 20, 11)",9,139,80,34,16,8,24.46,0.52,6.62,161.93,-0.4,M_nasdaq100_stats_2023.06.02.190501.csv
1,"(25, 20, 11)",9,139,80,34,16,8,24.46,0.52,6.62,161.93,-0.4,M_nasdaq100_stats_2023.06.02.192101.csv
1,"(25, 20, 5)",9,139,80,34,16,14,28.93,0.56,5.58,161.43,-0.54,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 6)",9,139,80,16,11,1,25.25,0.53,6.37,160.84,-0.29,M_nasdaq100_stats_2023.06.02.172427.csv
3,"(25, 20, 5)",9,139,22,34,16,8,20.02,0.28,8.02,160.56,-0.2,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 5)",9,139,80,16,16,15,29.19,0.56,5.5,160.55,-0.56,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,15,29.19,0.56,5.5,160.55,-0.56,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 5)",9,139,80,16,16,15,29.19,0.56,5.5,160.55,-0.56,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 8)",9,139,80,16,16,6,25.65,0.53,6.21,159.29,-0.38,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,16,16,6,25.65,0.53,6.21,159.29,-0.38,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 5)",9,139,80,16,11,1,25.9,0.54,6.08,157.47,-0.33,M_nasdaq100_stats_2023.06.02.172829.csv
1,"(25, 20, 5)",9,139,80,16,11,1,25.9,0.54,6.08,157.47,-0.33,M_nasdaq100_stats_2023.06.02.172229.csv
1,"(25, 20, 5)",9,139,80,16,11,1,25.9,0.54,6.08,157.47,-0.33,M_nasdaq100_stats_2023.06.02.172427.csv
1,"(25, 20, 5)",9,139,80,16,11,1,25.9,0.54,6.08,157.47,-0.33,M_nasdaq100_stats_2023.06.02.174435.csv
1,"(25, 20, 5)",9,139,80,37,16,16,29.34,0.56,5.36,157.26,-0.55,M_nasdaq100_stats_2023.06.02.184410.csv
13,"(25, 20, 9)",9,139,40,34,16,8,10.88,0.26,14.34,156.02,-0.08,M_nasdaq100_stats_2023.06.04.143544.csv
8,"(25, 20, 10)",9,139,15,34,16,8,11.31,0.23,13.79,155.96,-0.16,M_nasdaq100_stats_2023.06.04.072715.csv
1,"(25, 20, 5)",9,139,80,37,16,14,28.06,0.55,5.54,155.45,-0.54,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 5)",9,139,45,34,16,8,20.68,0.28,7.51,155.31,-0.22,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 1)",9,139,15,34,16,8,24.81,0.54,6.26,155.31,-0.52,M_nasdaq100_stats_2023.06.04.070900.csv
3,"(25, 20, 3)",9,139,14,34,16,8,21.92,0.28,7.08,155.19,-0.23,M_nasdaq100_stats_2023.06.04.141803.csv
1,"(25, 20, 5)",9,139,80,34,16,4,25.31,0.53,6.13,155.15,-0.48,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 10)",9,139,80,16,12,10,24.79,0.53,6.24,154.69,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,16,7,23.97,0.52,6.45,154.61,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 3)",9,139,10,34,16,8,18.68,0.27,8.22,153.55,-0.19,M_nasdaq100_stats_2023.06.04.141546.csv
3,"(25, 20, 3)",9,139,10,34,16,8,18.68,0.27,8.22,153.55,-0.19,M_nasdaq100_stats_2023.06.04.142408.csv
3,"(25, 20, 3)",9,139,10,34,16,8,18.68,0.27,8.22,153.55,-0.19,M_nasdaq100_stats_2023.06.04.141803.csv
1,"(25, 20, 8)",9,139,80,16,16,4,23.54,0.52,6.52,153.48,-0.36,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,16,16,4,23.54,0.52,6.52,153.48,-0.36,M_nasdaq100_stats_2023.06.02.181345.csv
3,"(25, 20, 3)",9,139,11,34,16,8,20.6,0.28,7.44,153.26,-0.21,M_nasdaq100_stats_2023.06.04.142408.csv
3,"(25, 20, 3)",9,139,11,34,16,8,20.6,0.28,7.44,153.26,-0.21,M_nasdaq100_stats_2023.06.04.141546.csv
1,"(25, 20, 10)",9,139,80,16,15,10,24.38,0.52,6.28,153.11,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,9,7,24.12,0.52,6.33,152.68,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 3)",9,139,13,34,16,8,21.38,0.28,7.14,152.65,-0.21,M_nasdaq100_stats_2023.06.04.141803.csv
3,"(25, 20, 3)",9,139,13,34,16,8,21.38,0.28,7.14,152.65,-0.21,M_nasdaq100_stats_2023.06.04.141546.csv
1,"(25, 20, 5)",9,139,80,53,16,9,25.27,0.53,5.98,151.11,-0.46,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 5)",9,139,21,34,16,8,18.86,0.27,8.01,151.07,-0.2,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 3)",9,139,12,34,16,8,21.09,0.28,7.12,150.16,-0.23,M_nasdaq100_stats_2023.06.04.141546.csv
3,"(25, 20, 3)",9,139,12,34,16,8,21.09,0.28,7.12,150.16,-0.23,M_nasdaq100_stats_2023.06.04.141803.csv
3,"(25, 20, 5)",9,139,25,34,16,8,18.84,0.27,7.86,148.08,-0.17,M_nasdaq100_stats_2023.06.04.141100.csv
8,"(25, 20, 9)",9,139,40,34,16,8,11.43,0.23,12.86,146.99,-0.19,M_nasdaq100_stats_2023.06.04.143544.csv
1,"(25, 20, 8)",9,139,80,41,16,9,23.78,0.52,6.18,146.96,-0.41,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 5)",9,139,24,34,16,8,18.69,0.27,7.83,146.34,-0.2,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 8)",9,139,80,25,16,5,22.53,0.51,6.49,146.22,-0.42,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 5)",9,139,80,37,16,4,23.88,0.52,6.04,144.24,-0.48,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,37,16,12,25.83,0.53,5.57,143.87,-0.54,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 10)",9,139,80,16,7,7,23.07,0.51,6.22,143.5,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,16,5,21.98,0.5,6.5,142.87,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,12,1,24.54,0.29,5.81,142.58,-0.17,M_nasdaq100_stats_2023.05.31.193739.csv
11,"(25, 20, 10)",2,139,15,71,21,10,14.88,0.24,9.51,141.51,-0.19,W_nasdaq100_stats_2023.06.04.125957.csv
3,"(25, 20, 5)",9,139,30,34,16,8,18.3,0.27,7.64,139.81,-0.2,M_nasdaq100_stats_2023.06.04.141100.csv
5,"(25, 20, 9)",9,139,40,34,16,8,13.89,0.25,10.04,139.46,-0.15,M_nasdaq100_stats_2023.06.04.143544.csv
3,"(25, 20, 5)",9,139,29,34,16,8,18.29,0.27,7.62,139.37,-0.2,M_nasdaq100_stats_2023.06.04.141100.csv
3,"(25, 20, 9)",9,139,60,34,16,8,16.75,0.26,8.32,139.36,-0.2,M_nasdaq100_stats_2023.06.04.133243.csv
3,"(25, 20, 9)",9,139,40,34,16,8,16.75,0.26,8.32,139.36,-0.2,M_nasdaq100_stats_2023.06.04.143544.csv
3,"(25, 20, 8)",9,139,67,34,16,8,17.7,0.26,7.87,139.3,-0.2,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 5)",9,139,80,54,16,9,23.19,0.51,5.95,137.98,-0.46,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,37,16,15,25.95,0.54,5.31,137.79,-0.56,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 8)",9,139,80,19,16,5,22.14,0.51,6.22,137.71,-0.4,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 8)",9,139,72,34,16,8,17.54,0.26,7.84,137.51,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 10)",9,139,80,16,14,9,21.95,0.5,6.23,136.75,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,16,9,22.01,0.5,6.2,136.46,-0.39,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 8)",9,139,80,16,16,5,21.46,0.5,6.35,136.27,-0.4,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,5,21.46,0.5,6.35,136.27,-0.4,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 10)",9,139,80,16,10,5,20.22,0.49,6.73,136.08,-0.34,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,13,5,23.14,0.51,5.87,135.83,-0.49,M_nasdaq100_stats_2023.06.02.180004.csv
3,"(25, 20, 5)",9,139,27,34,16,8,17.82,0.26,7.61,135.61,-0.18,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 5)",9,139,80,16,16,13,24.74,0.53,5.47,135.33,-0.5,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,13,24.74,0.53,5.47,135.33,-0.5,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 5)",9,139,80,16,16,13,24.74,0.53,5.47,135.33,-0.5,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,11,2,23.21,0.51,5.76,133.69,-0.43,M_nasdaq100_stats_2023.06.02.172829.csv
1,"(25, 20, 5)",9,139,80,16,11,2,23.21,0.51,5.76,133.69,-0.43,M_nasdaq100_stats_2023.06.02.172427.csv
1,"(25, 20, 10)",9,139,80,16,9,5,20.17,0.49,6.62,133.53,-0.34,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,10,6,21.24,0.5,6.25,132.75,-0.36,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,31,16,5,22.71,0.51,5.84,132.63,-0.52,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,37,16,5,22.74,0.51,5.83,132.57,-0.52,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 8)",9,139,80,16,16,13,22.55,0.51,5.84,131.69,-0.45,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,13,22.55,0.51,5.84,131.69,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 5)",9,139,19,34,16,8,16.59,0.26,7.88,130.73,-0.28,M_nasdaq100_stats_2023.06.04.141100.csv
1,"(25, 20, 8)",9,139,80,16,16,14,22.37,0.51,5.83,130.42,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 8)",9,139,80,16,16,14,22.37,0.51,5.83,130.42,-0.45,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 10)",9,139,80,16,5,5,19.76,0.48,6.6,130.42,-0.34,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.05.154830.csv
3,"(25, 20, 10)",9,139,115,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,1,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.05.160425.csv
3,"(25, 20, 10)",9,139,121,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,134,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,191,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,5,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,210,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,114,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,172,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,25,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.095501.csv
3,"(25, 20, 10)",9,139,3,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,33,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,7,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,13,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,9,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,96,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,29,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,25,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,21,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,17,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,9,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,136,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,5,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,1,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.05.155340.csv
3,"(25, 20, 10)",9,139,60,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.133243.csv
3,"(25, 20, 10)",9,139,60,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.130559.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.05.160210.csv
3,"(25, 20, 10)",9,139,158,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,37,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073130.csv
3,"(25, 20, 10)",9,139,103,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,153,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,11,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.073405.csv
3,"(25, 20, 10)",9,139,106,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.05.155714.csv
3,"(25, 20, 10)",9,139,40,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.143827.csv
3,"(25, 20, 10)",9,139,125,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
3,"(25, 20, 10)",9,139,15,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.072715.csv
3,"(25, 20, 10)",9,139,147,34,16,8,15.3,0.25,8.41,128.67,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
1,"(25, 20, 5)",9,139,80,61,16,9,22.23,0.51,5.77,128.27,-0.47,M_nasdaq100_stats_2023.06.02.184410.csv
3,"(25, 20, 8)",9,139,77,34,16,8,16.68,0.26,7.68,128.1,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 8)",9,139,62,34,16,8,16.62,0.26,7.68,127.64,-0.2,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 5)",9,139,80,25,16,5,22.09,0.51,5.76,127.24,-0.52,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 8)",9,139,80,16,7,5,20.25,0.49,6.2,125.55,-0.4,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,7,5,20.25,0.49,6.2,125.55,-0.4,M_nasdaq100_stats_2023.06.02.182610.csv
3,"(25, 20, 8)",9,139,57,34,16,8,16.35,0.26,7.63,124.75,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 11)",9,139,60,34,16,8,14.52,0.25,8.56,124.29,-0.21,M_nasdaq100_stats_2023.06.04.133243.csv
1,"(25, 20, 5)",9,139,80,55,16,9,21.26,0.5,5.8,123.31,-0.46,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,16,6,22.18,0.51,5.51,122.21,-0.48,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,6,22.18,0.51,5.51,122.21,-0.48,M_nasdaq100_stats_2023.06.02.175229.csv
2,"(25, 20, 3)",9,139,40,34,16,8,21.03,0.28,5.76,121.13,-0.36,M_nasdaq100_stats_2023.06.04.143238.csv
1,"(25, 20, 10)",9,139,80,16,16,11,19.92,0.49,6.0,119.52,-0.4,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,16,1,20.55,0.49,5.76,118.37,-0.37,M_nasdaq100_stats_2023.06.02.180004.csv
1,"(25, 20, 5)",9,139,80,16,16,1,20.55,0.49,5.76,118.37,-0.37,M_nasdaq100_stats_2023.06.02.184410.csv
1,"(25, 20, 5)",9,139,80,16,16,1,20.55,0.49,5.76,118.37,-0.37,M_nasdaq100_stats_2023.06.02.175229.csv
1,"(25, 20, 8)",9,139,80,31,16,5,18.89,0.48,6.24,117.87,-0.43,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 5)",9,139,80,16,9,5,20.74,0.49,5.67,117.6,-0.44,M_nasdaq100_stats_2023.06.02.180004.csv
3,"(25, 20, 8)",9,139,52,34,16,8,15.2,0.25,7.73,117.5,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
1,"(25, 20, 10)",9,139,80,16,10,3,17.72,0.46,6.6,116.95,-0.3,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 10)",9,139,80,16,11,7,19.66,0.48,5.94,116.78,-0.4,M_nasdaq100_stats_2023.06.02.180942.csv
1,"(25, 20, 5)",9,139,80,16,11,4,20.34,0.49,5.74,116.75,-0.45,M_nasdaq100_stats_2023.06.02.174435.csv
1,"(25, 20, 8)",9,139,80,16,16,15,20.86,0.49,5.59,116.61,-0.45,M_nasdaq100_stats_2023.06.02.181345.csv
1,"(25, 20, 8)",9,139,80,16,16,15,20.86,0.49,5.59,116.61,-0.45,M_nasdaq100_stats_2023.06.02.182610.csv
1,"(25, 20, 10)",9,139,80,16,10,2,18.43,0.47,6.29,115.92,-0.29,M_nasdaq100_stats_2023.06.02.180942.csv
4,"(25, 20, 10)",9,139,40,34,16,8,12.18,0.23,9.51,115.83,-0.16,M_nasdaq100_stats_2023.06.04.143827.csv
4,"(25, 20, 10)",9,139,60,34,16,8,12.18,0.23,9.51,115.83,-0.16,M_nasdaq100_stats_2023.06.04.130559.csv
4,"(25, 20, 10)",9,139,15,34,16,8,12.18,0.23,9.51,115.83,-0.16,M_nasdaq100_stats_2023.06.04.072715.csv
1,"(25, 20, 10)",9,139,80,16,13,7,19.36,0.48,5.96,115.39,-0.42,M_nasdaq100_stats_2023.06.02.180942.csv
3,"(25, 20, 8)",9,139,47,34,16,8,14.53,0.25,7.94,115.37,-0.21,M_nasdaq100_stats_2023.06.04.140817.csv
3,"(25, 20, 10)",9,139,92,34,16,8,14.09,0.24,8.16,114.97,-0.18,M_nasdaq100_stats_2023.06.04.114917.csv
